scene	target	cand	class_1	repro	picked	max_secs	detail_1
v1-split-jst	opp_repro_88	88	結果なし	結果なし		0.001	adapter: calendar_split: 日付で Train / Val / OOS に切る口が無い(当たりは walk-forward の塊と自動化の文)。候補 88 の再現(一次資料 https://github.com/rmbell09-lang/tradesight/blob/8b2de128b5180d05e87a51a191685298e2e888e6/ を読むだけで書き写した)。 探した方法: grep -rliE 'train.?val/val_end/holdout/out.?of.?sample' <read>/tradesight → 6 ファイル(src/str
v1-wf-rolling	opp_homerun	91	結果なし	結果なし		0.001	adapter: walk_forward: walk_forward_split の転がる窓は学習 = 評価 = 進みの等幅だけ(walk_forward.py 99-129 行 _rolling_windows、fold_w = 期間 / (窓の数 + 1))。この要求は学習 5 日・評価 2 日・進み 2 日
v1-wf-rolling	opp_mlflow	-	結果なし	結果なし		0.001	adapter: walk_forward: 口が無い。mlflow は実験の記録係(パラメータ・指標・成果物・札・実行の識別子)で、バックテストも統計の検証も持たない。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_3/mlflow/lib/python3.11/site-packages/mlflow → 0 ファイル
v1-wf-rolling	opp_freqtrade	75	結果なし	結果なし		0.001	adapter: walk_forward: walk-forward の口が無い(当たりは強化学習の模型と銘柄の選別の窓)。freqtrade は足の戦略の bot とそのバックテスト(OHLCV の足と取引所の接続が前提)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_3/freqtrade/lib/python3.11/site-packages/freqtrade → 2 ファイル(freqai/RL/BaseReinforcementLe
v1-wf-rolling	opp_pysystemtrade	3	結果なし	結果なし		0.004	adapter: walk_forward: sysquant/fitting_dates.py の generate_fitting_dates(57 行)は期間の区切りが interval_frequency(既定 12M)、転がる窓の長さがrollyears(整数の年、60 行)で、日単位の学習の窓を渡せない。当たりのほかは account_curve の rolling の統計。PySystemtrade は先物の系統的な売買の枠組み(予測値 → 建玉 → 口座の曲線)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expandin
v1-wf-rolling	opp_luczinsritter	16	結果なし	結果なし		0.001	adapter: walk_forward: 口が無い。候補 16 は yfinance の足の上の小さな事象駆動のバックテストと、その取引の分析(tradeanalysis.py)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_3/_dl/c16 → 0 ファイル
v1-wf-rolling	opp_polymarket_fill	95	結果なし	結果なし		0.001	adapter: walk_forward: 口が無い。候補 95 は Polymarket の指値の待ち行列の模型(fillmodel.py)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_2/src/c95 → 0 ファイル
v1-wf-rolling	opp_mihircoding_lob	98	結果なし	結果なし		0.002	adapter: walk_forward: 口が無い。候補 98 は価格・時間優先の照合の板(src/orderbook.py)と遅延の模擬(src/latency.py)とゼロ知能の注文流。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_2/src/c98 → 0 ファイル
v1-wf-rolling	opp_isaaccheng_obsim	103	結果なし	結果なし		0.001	adapter: walk_forward: 当たりは注文の数の転がる窓(market_simulator_stats.py 8-16 行)で、学習と評価の窓ではない。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_2/src/c103 → 2 ファイル(src/order_book_simulator/simulator/market_simulator_stats.py 
v1-wf-rolling	opp_sigc	107	結果なし	結果なし		0.001	adapter: walk_forward: SCAN 6689・6918 行が名を挙げた walk_forward.rs は日足の表の上の信号の枠で、この要求の毎時の行を渡せない。sigc は .sig の信号の言語と日足の価格の表(parquet)だけを受け取る。試したこと: 実行ファイルは 2026-09-25 18:28 UTC のリードの容量の片付け(commit 08aaad4)で消えた。消える前に打った sigc --help と sigc run --help の出力(opponents/attempts/i3_r1_scenekeeper_sigc_help.log)で判断し
v1-wf-rolling	opp_pybotters	12	結果なし	結果なし		0.002	adapter: walk_forward: 口が無い。pybotters は取引所の HTTP / WebSocket の接続と DataStore。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_0/pybotters/lib/python3.11/site-packages/pybotters → 0 ファイル
v1-wf-rolling	opp_repro_15	15	正解と一致	2 回の実行で同じ	選んだ	0.007	
v1-wf-rolling	opp_repro_88	88	結果なし	結果なし		0.001	adapter: walk_forward: walk_forward_validation(src/strategy_lab/backtester.py L78-L152)は行を n_folds の重ならない塊に分け、塊の中を行の割合(train_ratio 0.7)で学習と評価に分けるだけで、日数の窓を転がす口が無い。塊は 100 行未満で拒む(L103-L104)。候補 88 の再現(一次資料 https://github.com/rmbell09-lang/tradesight/blob/8b2de128b5180d05e87a51a191685298e2e888e6/ を読むだけで書
v1-wf-equal	opp_homerun	91	正解と一致	2 回の実行で同じ	選んだ	0.001	
v1-wf-equal	opp_mlflow	-	結果なし	結果なし		0.001	adapter: walk_forward: 口が無い。mlflow は実験の記録係(パラメータ・指標・成果物・札・実行の識別子)で、バックテストも統計の検証も持たない。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_3/mlflow/lib/python3.11/site-packages/mlflow → 0 ファイル
v1-wf-equal	opp_freqtrade	75	結果なし	結果なし		0.001	adapter: walk_forward: walk-forward の口が無い(当たりは強化学習の模型と銘柄の選別の窓)。freqtrade は足の戦略の bot とそのバックテスト(OHLCV の足と取引所の接続が前提)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_3/freqtrade/lib/python3.11/site-packages/freqtrade → 2 ファイル(freqai/RL/BaseReinforcementLe
v1-wf-equal	opp_pysystemtrade	3	結果なし	結果なし		0.002	adapter: walk_forward: sysquant/fitting_dates.py の generate_fitting_dates(57 行)は期間の区切りが interval_frequency(既定 12M)、転がる窓の長さがrollyears(整数の年、60 行)で、日単位の学習の窓を渡せない。当たりのほかは account_curve の rolling の統計。PySystemtrade は先物の系統的な売買の枠組み(予測値 → 建玉 → 口座の曲線)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expandin
v1-wf-equal	opp_luczinsritter	16	結果なし	結果なし		0.001	adapter: walk_forward: 口が無い。候補 16 は yfinance の足の上の小さな事象駆動のバックテストと、その取引の分析(tradeanalysis.py)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_3/_dl/c16 → 0 ファイル
v1-wf-equal	opp_polymarket_fill	95	結果なし	結果なし		0.001	adapter: walk_forward: 口が無い。候補 95 は Polymarket の指値の待ち行列の模型(fillmodel.py)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_2/src/c95 → 0 ファイル
v1-wf-equal	opp_mihircoding_lob	98	結果なし	結果なし		0.001	adapter: walk_forward: 口が無い。候補 98 は価格・時間優先の照合の板(src/orderbook.py)と遅延の模擬(src/latency.py)とゼロ知能の注文流。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_2/src/c98 → 0 ファイル
v1-wf-equal	opp_isaaccheng_obsim	103	結果なし	結果なし		0.001	adapter: walk_forward: 当たりは注文の数の転がる窓(market_simulator_stats.py 8-16 行)で、学習と評価の窓ではない。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_2/src/c103 → 2 ファイル(src/order_book_simulator/simulator/market_simulator_stats.py 
v1-wf-equal	opp_sigc	107	結果なし	結果なし		0.001	adapter: walk_forward: SCAN 6689・6918 行が名を挙げた walk_forward.rs は日足の表の上の信号の枠で、この要求の毎時の行を渡せない。sigc は .sig の信号の言語と日足の価格の表(parquet)だけを受け取る。試したこと: 実行ファイルは 2026-09-25 18:28 UTC のリードの容量の片付け(commit 08aaad4)で消えた。消える前に打った sigc --help と sigc run --help の出力(opponents/attempts/i3_r1_scenekeeper_sigc_help.log)で判断し
v1-wf-equal	opp_pybotters	12	結果なし	結果なし		0.001	adapter: walk_forward: 口が無い。pybotters は取引所の HTTP / WebSocket の接続と DataStore。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_0/pybotters/lib/python3.11/site-packages/pybotters → 0 ファイル
v1-wf-equal	opp_repro_15	15	正解と一致	2 回の実行で同じ		0.004	
v1-wf-equal	opp_repro_88	88	結果なし	結果なし		0.001	adapter: walk_forward: walk_forward_validation(src/strategy_lab/backtester.py L78-L152)は行を n_folds の重ならない塊に分け、塊の中を行の割合(train_ratio 0.7)で学習と評価に分けるだけで、日数の窓を転がす口が無い。塊は 100 行未満で拒む(L103-L104)。候補 88 の再現(一次資料 https://github.com/rmbell09-lang/tradesight/blob/8b2de128b5180d05e87a51a191685298e2e888e6/ を読むだけで書
a1-wf-fit-eval	opp_homerun	91	結果なし	結果なし	選んだ	0.001	adapter: walk_forward_eval: 学習区間で選び評価区間で測る窓ごとの評価は run_walk_forward(walk_forward.py 267 行)で、道具自身のバックテスト(DB の上のunified_runner)を回す形。窓の幅は学習 = 評価の等幅だけで、この要求の学習 5 日・評価 2 日を渡せない。homerun の backend/services/backtest の関数(予測市場の bot の検証の部品)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fit
a1-wf-fit-eval	opp_mlflow	-	結果なし	結果なし		0.001	adapter: walk_forward_eval: 口が無い。mlflow は実験の記録係(パラメータ・指標・成果物・札・実行の識別子)で、バックテストも統計の検証も持たない。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_3/mlflow/lib/python3.11/site-packages/mlflow → 0 ファイル
a1-wf-fit-eval	opp_freqtrade	75	結果なし	結果なし		0.001	adapter: walk_forward_eval: walk-forward の口が無い(当たりは強化学習の模型と銘柄の選別の窓)。freqtrade は足の戦略の bot とそのバックテスト(OHLCV の足と取引所の接続が前提)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_3/freqtrade/lib/python3.11/site-packages/freqtrade → 2 ファイル(freqai/RL/BaseReinforcem
a1-wf-fit-eval	opp_pysystemtrade	3	結果なし	結果なし		0.002	adapter: walk_forward_eval: sysquant/fitting_dates.py の generate_fitting_dates(57 行)は期間の区切りが interval_frequency(既定 12M)、転がる窓の長さがrollyears(整数の年、60 行)で、日単位の学習の窓を渡せない。当たりのほかは account_curve の rolling の統計。PySystemtrade は先物の系統的な売買の枠組み(予測値 → 建玉 → 口座の曲線)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/exp
a1-wf-fit-eval	opp_luczinsritter	16	結果なし	結果なし		0.001	adapter: walk_forward_eval: 口が無い。候補 16 は yfinance の足の上の小さな事象駆動のバックテストと、その取引の分析(tradeanalysis.py)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_3/_dl/c16 → 0 ファイル
a1-wf-fit-eval	opp_polymarket_fill	95	結果なし	結果なし		0.001	adapter: walk_forward_eval: 口が無い。候補 95 は Polymarket の指値の待ち行列の模型(fillmodel.py)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_2/src/c95 → 0 ファイル
a1-wf-fit-eval	opp_mihircoding_lob	98	結果なし	結果なし		0.001	adapter: walk_forward_eval: 口が無い。候補 98 は価格・時間優先の照合の板(src/orderbook.py)と遅延の模擬(src/latency.py)とゼロ知能の注文流。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_2/src/c98 → 0 ファイル
a1-wf-fit-eval	opp_isaaccheng_obsim	103	結果なし	結果なし		0.001	adapter: walk_forward_eval: 当たりは注文の数の転がる窓(market_simulator_stats.py 8-16 行)で、学習と評価の窓ではない。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_2/src/c103 → 2 ファイル(src/order_book_simulator/simulator/market_simulator_stat
a1-wf-fit-eval	opp_sigc	107	結果なし	結果なし		0.001	adapter: walk_forward_eval: 口が無い。sigc は .sig の信号の言語と日足の価格の表(parquet)だけを受け取る。試したこと: 実行ファイルは 2026-09-25 18:28 UTC のリードの容量の片付け(commit 08aaad4)で消えた。消える前に打った sigc --help と sigc run --help の出力(opponents/attempts/i3_r1_scenekeeper_sigc_help.log)で判断した
a1-wf-fit-eval	opp_pybotters	12	結果なし	結果なし		0.002	adapter: walk_forward_eval: 口が無い。pybotters は取引所の HTTP / WebSocket の接続と DataStore。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <venvs>/item_0/pybotters/lib/python3.11/site-packages/pybotters → 0 ファイル
a1-wf-fit-eval	opp_repro_15	15	結果なし	結果なし		0.001	adapter: walk_forward_eval: 窓ごとの評価 run_backtest_with_params(walkforward/src/runner.rs L357-L376)は「Placeholder」の定数の指標を返し、最適化の適合度(L336-L341)はデータを見ない。道具台帳 §2.4 の形 4(名乗るだけで実装に無い)なので再現しない。候補 15 の再現(一次資料 https://github.com/Mendl-Labs/BacktestingCore/blob/f8d81ee0b4b65f6fbbf205d011ad2e815054fbc7/ を読むだけで書き写
a1-wf-fit-eval	opp_repro_88	88	結果なし	結果なし		0.001	adapter: walk_forward_eval: 同上(窓は重ならない塊の中の割合)。候補 88 の再現(一次資料 https://github.com/rmbell09-lang/tradesight/blob/8b2de128b5180d05e87a51a191685298e2e888e6/ を読むだけで書き写した)。 探した方法: grep -rliE 'walk.?forward/rolling.?window/expanding.?window/fitting.?dates' <read>/tradesight → 14 ファイル(src/indicators/technica
v2-purge-embargo	opp_homerun	91	結果なし	結果なし		0.001	adapter: purged_split: embargo は窓の間の秒数の空き(walk_forward.py 32 行・cpcv.py 118-138 行)で、ラベルの終わりで学習の行を除く purge の口が無い。homerun の backend/services/backtest の関数(予測市場の bot の検証の部品)。 探した方法: grep -rliE 'purg(e/ing)/embargo' <venvs>/item_2/src/c91/backend/services/backtest → 2 ファイル(walk_forward.py cpcv.py)
v2-purge-embargo	opp_mlflow	-	結果なし	結果なし		0.001	adapter: purged_split: 口が無い。mlflow は実験の記録係(パラメータ・指標・成果物・札・実行の識別子)で、バックテストも統計の検証も持たない。 探した方法: grep -rliE 'purg(e/ing)/embargo' <venvs>/item_3/mlflow/lib/python3.11/site-packages/mlflow → 1 ファイル(store/tracking/_secret_cache.py)
v2-purge-embargo	opp_freqtrade	75	結果なし	結果なし		0.001	adapter: purged_split: 当たり 11 ファイルは freqai の学習データの「purge_old_models」などの掃除で、ラベルの重なりで学習の行を除く口ではない。freqtrade は足の戦略の bot とそのバックテスト(OHLCV の足と取引所の接続が前提)。 探した方法: grep -rliE 'purg(e/ing)/embargo' <venvs>/item_3/freqtrade/lib/python3.11/site-packages/freqtrade → 11 ファイル(config_schema/config_schema.py templat
v2-purge-embargo	opp_pysystemtrade	3	結果なし	結果なし		0.001	adapter: purged_split: 口が無い。PySystemtrade は先物の系統的な売買の枠組み(予測値 → 建玉 → 口座の曲線)。 探した方法: grep -rliE 'purg(e/ing)/embargo' <venvs>/item_1/_dl/c3 → 0 ファイル
v2-purge-embargo	opp_luczinsritter	16	結果なし	結果なし		0.001	adapter: purged_split: 口が無い。候補 16 は yfinance の足の上の小さな事象駆動のバックテストと、その取引の分析(tradeanalysis.py)。 探した方法: grep -rliE 'purg(e/ing)/embargo' <venvs>/item_3/_dl/c16 → 0 ファイル
v2-purge-embargo	opp_polymarket_fill	95	結果なし	結果なし		0.001	adapter: purged_split: 口が無い。候補 95 は Polymarket の指値の待ち行列の模型(fillmodel.py)。 探した方法: grep -rliE 'purg(e/ing)/embargo' <venvs>/item_2/src/c95 → 0 ファイル
v2-purge-embargo	opp_mihircoding_lob	98	結果なし	結果なし		0.001	adapter: purged_split: 口が無い。候補 98 は価格・時間優先の照合の板(src/orderbook.py)と遅延の模擬(src/latency.py)とゼロ知能の注文流。 探した方法: grep -rliE 'purg(e/ing)/embargo' <venvs>/item_2/src/c98 → 0 ファイル
v2-purge-embargo	opp_isaaccheng_obsim	103	結果なし	結果なし		0.001	adapter: purged_split: 口が無い。候補 103 は注文の板の模擬器(照合・配信・Streamlit の画面)。 探した方法: grep -rliE 'purg(e/ing)/embargo' <venvs>/item_2/src/c103 → 0 ファイル
v2-purge-embargo	opp_sigc	107	結果なし	結果なし		0.001	adapter: purged_split: 口が無い。sigc は .sig の信号の言語と日足の価格の表(parquet)だけを受け取る。試したこと: 実行ファイルは 2026-09-25 18:28 UTC のリードの容量の片付け(commit 08aaad4)で消えた。消える前に打った sigc --help と sigc run --help の出力(opponents/attempts/i3_r1_scenekeeper_sigc_help.log)で判断した
v2-purge-embargo	opp_pybotters	12	結果なし	結果なし		0.001	adapter: purged_split: 口が無い。pybotters は取引所の HTTP / WebSocket の接続と DataStore。 探した方法: grep -rliE 'purg(e/ing)/embargo' <venvs>/item_0/pybotters/lib/python3.11/site-packages/pybotters → 0 ファイル
v2-purge-embargo	opp_repro_15	15	不一致	2 回の実行で同じ	選んだ	0.001	学習の行 [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]、正解 [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 22, 23, 24, 25, 26, 27, 28, 29]
v2-purge-embargo	opp_repro_88	88	結果なし	結果なし		0.001	adapter: purged_split: 口が無い。候補 88 の再現(一次資料 https://github.com/rmbell09-lang/tradesight/blob/8b2de128b5180d05e87a51a191685298e2e888e6/ を読むだけで書き写した)。 探した方法: grep -rliE 'purg(e/ing)/embargo' <read>/tradesight → 0 ファイル
v2-cpcv-split	opp_homerun	91	結果なし	結果なし		0.001	adapter: cpcv: run_cpcv(cpcv.py 203 行)は各組合せで道具自身のバックテストを回す関数で、学習の行の集合も経路の組み立ても返さない(時間の窓だけ、ラベルによる purge なし)。homerun の backend/services/backtest の関数(予測市場の bot の検証の部品)。 探した方法: grep -rliE 'cpcv/combinatorial' <venvs>/item_2/src/c91/backend/services/backtest → 1 ファイル(cpcv.py)
v2-cpcv-split	opp_mlflow	-	結果なし	結果なし		0.001	adapter: cpcv: 口が無い。mlflow は実験の記録係(パラメータ・指標・成果物・札・実行の識別子)で、バックテストも統計の検証も持たない。 探した方法: grep -rliE 'cpcv/combinatorial' <venvs>/item_3/mlflow/lib/python3.11/site-packages/mlflow → 0 ファイル
v2-cpcv-split	opp_freqtrade	75	結果なし	結果なし		0.001	adapter: cpcv: 口が無い。freqtrade は足の戦略の bot とそのバックテスト(OHLCV の足と取引所の接続が前提)。 探した方法: grep -rliE 'cpcv/combinatorial' <venvs>/item_3/freqtrade/lib/python3.11/site-packages/freqtrade → 0 ファイル
