draw,null_mean_TOM,null_mean_WD-Mon,null_mean_WD-Tue,null_mean_WD-Wed,null_mean_WD-Thu,null_mean_WD-Fri,null_mean_PH,null_mean_SQm,null_mean_SQq
14,-7.152694344867078,-9.06270711327489,-3.4433237981415563,-7.923219076182547,-8.433411072598139,-8.96493235895945,-16.248002146009043,8.502498201814088,46.15371166058426
15,-9.971422321199794,-3.6555188034465202,-8.727157163694864,-8.555861864191119,-3.4452517226181874,-1.685671775116721,-10.573752441567681,27.882725193954617,-13.519308849416182
16,-13.574150753538824,-14.873980098109422,-11.122953249976261,-2.4697342401282523,-5.8288026952642324,-1.7757604158133204,-3.7053705019149197,19.17360484343445,14.606634640793315
17,-10.68925463542054,-15.675841867782621,-12.175586152531883,-11.378542691554225,-10.885159348441071,-2.38867302668487,-3.1494184242799452,5.218477767421867,46.64230131048156
18,-6.439545156682481,-11.43658856750368,-17.143086437284982,-16.394773392426803,-7.11541987204849,-11.303651828857358,12.166621245870381,4.234057614040583,-6.6615185469597336
19,-9.772574556298943,0.4184732875182834,-4.9701129867440015,-10.573660990824283,-9.689764678628412,-6.384939471251084,2.8061463262502455,19.06263980129833,108.0186324124044
20,-6.002939046112807,-7.143446323289368,-18.541103415978586,-5.627208694768426,-13.630122138452489,-4.860986632617932,-1.7739951923142105,2.3076407151676412,13.678374033316612
21,-15.632863633063204,-6.777900809933011,-7.8816672048543905,-15.061323841469573,-6.754261233885239,-12.506965762487788,6.323050902146117,-15.159647025730498,-13.689155516922174
22,-6.564549937708043,-10.25521172442805,-4.3655782939925185,-9.117279009891133,-4.377500966975028,-8.506602742129546,0.7315415584338242,37.44002392023302,-3.342783947793987
23,-9.582318093105167,-7.155830507141026,-18.468397401315496,-8.576394842861623,-10.066980677605645,-5.070463176157057,-0.6544940791018793,1.3411275976245076,7.228175075027046
24,-3.0764048628791487,-10.783620244061991,-3.4247494703369155,-15.551984388401733,-8.412819879049621,-9.286084488234904,-9.245785941239713,-7.3292145450546995,-39.103716560422654
25,-13.325287826661915,-6.9124516240038,-9.38425414081517,-10.440643138891868,-5.798428747400909,-7.06931345272686,-9.240233663311276,8.556318334072701,8.064675373125457
26,-4.295875952943119,-8.60441816565888,-8.837805427501852,-10.23699864688987,-7.898075263408911,-10.970046634784442,-26.679338348801366,-8.536514540062731,32.87325467043276
27,-12.212255088560942,-11.742995136010652,-6.0764556427764465,-10.576881191782887,-6.583401862267927,-10.293286136748327,-7.52838114274463,32.083865284288386,-4.669265988394024
28,-12.843282182509807,-13.519764918258534,-14.024462849764788,-11.906747828198352,-6.023376416028004,-8.309777470087296,-13.677064373465756,19.04409582944246,65.63036353178681
29,-1.351134587346879,-13.681520934282204,-10.665577270938954,-9.1868421015576,-12.252988837193847,-2.0846851679095213,-1.3495205962735932,13.85160035678935,-6.7434932590542065
30,-12.665751705676117,-5.0703215640489425,-13.929065406227231,-11.233927911587324,-8.395175752138107,-2.995131832954881,4.310242088503029,10.221839716546974,54.688909590564435
31,-8.03836738550405,-13.029342580278817,-11.011124651396594,-2.7901154842175613,-3.1561011914188097,-5.516389188568461,2.403651350622236,14.859229281484525,8.285399684208862
32,-8.329022452595337,-10.53418685299987,-4.900685561759604,-7.281218106119641,-9.865612609042532,-14.329150478320734,4.302967145031922,16.257345246924956,-29.643178614212907
33,-12.513020077805555,-8.051389889345119,-11.250683225782073,-15.625948051543748,0.4502180060079541,-7.678546930039139,0.11380968319848954,4.685694556133046,-14.289322752840935
34,-11.226482539770677,-7.84385284707567,-10.240479624882768,-9.364902576394414,-16.49646986701543,-4.953773432004308,5.8616391923959394,-18.5644697571706,-5.7699266505851945
35,-4.470672489249283,-10.047153871961733,-10.105705131325276,-9.20524621763221,-12.661156821514997,-4.820186068011024,-12.381380809382671,-16.893487388634636,43.03784011725521
36,-7.11253358019766,-13.769622084652347,-6.5477502403435,-7.411172020824648,-14.792073885300795,-7.0363531684229095,-8.742413334060537,-4.397014584143588,-0.35809429376747115
37,-11.511437854879988,-12.349846759726844,-7.867709672910536,-4.311877009579631,-4.45640152457038,-14.092115667552838,-14.43132693921206,7.814887163573412,21.986345452958616
38,-4.385945394787783,-8.661347299345628,-3.8695992520646314,-12.068235937010622,-16.850172487033667,-5.0476415870532305,-3.0665774287731615,22.89517739026286,23.647504958673714
39,-4.45791745762064,-15.167158778432903,-11.646194318421419,-7.193222388669655,-7.481547332472027,-5.133721117420067,-1.8038920526067495,-12.155473874090951,19.499919867862108
40,-13.223576522911166,-6.557553448720194,-3.841601276110376,-12.414944242389746,-10.49599274172556,-11.376645494319273,-6.904419943411849,22.721994713548224,-23.676506811354745
41,-5.9890211852374104,-6.1676344206263005,-5.583547863662651,-4.8112800722103435,-4.629760154518019,-11.496947313762002,-4.860578862780364,21.344517170767656,24.451785308999895
42,-11.99348874854452,-7.672449018128999,-7.637124714046481,-12.88050683208398,-5.651554451212355,-9.297133652539324,-30.131768957074957,22.82338313875025,-18.606577593342543
43,-6.680132645676266,-6.404439855781333,-3.972511495091783,-6.680175760855296,-9.355346929040845,-3.2771058283590273,-5.436891427957172,-5.906860335657704,53.81006728412136
44,-3.530609960432957,-6.536380534643894,-5.576565971116639,-11.27021506581876,-3.5870865798130183,-8.32613102662112,-13.377271783819232,0.41536930667345234,-69.27304219605853
45,-7.960839033870433,-9.854782218736286,-0.5853469698879562,-9.594473943419123,-10.09327417970957,-9.705459749738292,5.018299755533552,-13.916259915422321,-8.430168347882882
46,-4.287543142108882,-3.4220909167203724,-10.04380811966202,-5.6864048887805145,-14.143497853669853,-10.15816936669085,-15.522688841206646,-5.810200809818859,35.169816700801235
47,-11.713355628765473,-5.646978042412008,-11.215884589643403,-10.320574207400147,-14.677594438070651,-13.054779525495851,-13.564705437514919,-16.029630874296018,5.9542327509861686
48,-0.6304607490760747,-8.552096338799993,-3.3736170551721973,-10.387456397523309,-12.860249771619362,-12.149301563533676,-9.245277419867179,37.81484006971565,-9.957554819908967
49,-13.67969638605057,-8.007678219734855,-6.536507626335763,-16.42723091361506,-14.359739187488795,-11.099549730874887,-4.9390361571449475,-12.893197287385354,-2.6622746298446813
50,-7.546356952564602,-12.283225998524426,-6.874492439219703,-4.56035209222437,-10.46702061031352,-17.07026410348255,-7.456421124672829,-9.277932545276029,-19.22298551098833
51,-14.067166274218003,-10.308445760921144,-10.256685008766668,-11.87428621841044,-9.59362197668311,-5.687344582199701,-8.806964838563946,-7.0549390328793535,12.859689982282298
52,-8.370196813253242,-12.841442881545058,-5.810279253779817,-9.555839421326334,-7.372859864914375,-9.566831819477393,1.5402138588916812,-20.95487743279354,-4.8454453713666545
53,-3.7264079618343313,-15.88530631566545,-6.214581949010538,-3.709793373997821,-6.230131420662697,-16.01334990338652,-11.281352930917109,8.572946950121073,46.05425266215528
54,-17.211005063130898,-9.52623752541751,-8.677158446127137,-17.205857910715288,-6.458491108457091,-9.51040358655815,-14.648834348989176,-0.17419187610607403,60.66995170902852
55,-8.326683945749304,-14.496126931640044,-6.1280949113102245,-10.789640921459887,-9.942513003409486,-5.047085719088738,-7.2334872223285664,8.077561705188158,39.5400286174922
56,-7.771910553739026,-16.19230976334672,-16.14911757145685,-11.445383790680152,-12.125527435406166,-17.75930731029395,7.1100026892002,-24.933441515305105,-7.061544144569031
57,-7.817246352248939,-14.70504432815883,-10.469668358907384,-13.03418167939405,-10.552348716830416,-4.625740056660479,-0.46497865829674323,15.80535403527856,44.41629082888267
58,-10.0953636786661,-3.0092714771913314,-5.318220935185733,-11.226763736872295,-14.482645008456501,-9.632177956446588,-10.528612484905667,-11.311093193743444,26.32638483099987
59,-18.194414300799945,-13.072628423295233,-1.9023760100784555,-3.311800103647221,-6.119706129099072,-11.26636297219996,-14.523979770966559,-17.297988490270203,19.199362080759116
60,-11.092080185517808,9.874740155906245,-11.442741770683538,-4.75115110047141,-8.472819633293765,-7.992208811169785,-19.211956166474927,8.78650591070012,2.381338653587477
61,-5.634950519941283,-10.760440845667086,-11.575707321534429,-9.124902834050113,-4.1023966163884005,-3.9971185574248866,-11.096932715549228,41.89366456422232,-24.80488501153206
62,-3.3072839847646702,-6.518194544529485,-15.907191308292905,-2.8430475215893516,-7.748875386530857,-14.75075624868978,-25.54553448174247,16.504758418155713,25.096644616468218
63,-5.9629534077273645,-7.05334772177086,-4.846644234017263,-8.01727012128697,-8.551774008368977,-5.690315825119214,7.764620019443239,28.361105935625385,-32.93179907813758
64,-8.013757378066718,-15.558724307114552,-5.104395031759632,-10.874194047947297,-6.186819907938475,-13.578089127890054,-0.3712544619841984,14.451377910919028,7.218530279124587
65,-1.6150084584372109,-16.53440935580322,-8.267638901244455,-12.605056456338234,-15.193190801123507,-9.357980809719999,-5.0026188727665595,19.60175002743568,-1.2078460912611426
66,-10.157563106010551,-6.497671882846475,-12.64944376833337,-4.904866165187468,-7.690285777989013,-12.632318932584935,2.0719229072278713,51.31793165575087,1.167401061384794
67,-12.137140561284793,-10.126473299609579,-8.87802332690872,-4.002325689845891,-4.580388847093447,-5.8366457987128,-7.7167484006650495,45.87261108877382,8.502959596796334
68,-3.191176297523795,-12.038583559365327,-11.769060157449626,-5.815136255524434,-7.278717669791651,-6.467854142116509,8.097932930561742,24.09015092765873,32.522488275068824
69,-1.3970981846058,-2.8162011501142605,-3.0397995773644246,-12.636032366295264,-12.456592398745308,-12.548840797446244,-12.71046278059283,7.919900033432057,-16.535364743219276
70,-11.286036038578832,-8.798653647246683,-9.142410303399942,-9.167912280485027,-16.560301588208876,-2.7278185102740595,-3.9367049187281355,-19.862572158728565,50.591664098365484
71,-9.42401772018275,-10.159102228138119,-5.597007959815417,-3.4085474426415208,-9.253663946343083,-7.500982116633562,-3.385222558950627,-9.354035375288248,32.38833985955707
72,-6.9096359319087055,-9.900906156880557,-5.584700935872628,-7.409045410874863,-7.958415301036214,-7.632749997721334,9.441337339174229,11.811491868704373,-27.50637553927876
73,-12.304991081855844,-9.314442647925382,-11.75957184502204,-9.804465351475333,-10.371249497945067,-4.821563732598494,-1.057650752580681,4.070890277293433,14.351508383926781
74,-15.823364854650897,-11.048825698849422,-13.003678740360938,-13.427220569697912,-7.877955140482853,-5.317934928781574,11.877254143288292,3.141967883039333,4.955844727650284
75,-11.628431761001092,-7.540703429757484,-6.109381020556458,-8.628018843003684,0.7485536135931496,-13.570137819387513,-15.198784397487351,24.264393952429334,-15.835918043570631
76,-7.440989528874555,-5.417333995548448,-7.881609363581805,-6.546431753115527,-12.53340915997175,-13.235840243310607,-2.273223737380221,20.93505125999447,-23.457108807771448
77,-10.465866674381857,-10.904201300035467,-11.054710645003178,-12.890901982795157,-8.977255930462974,-7.431748045775549,-19.658280256436925,7.312636658882354,-39.87228152367026
78,-8.416577491090466,-8.328616160711551,-11.95878288702345,-9.168125387036277,-5.2976469308643725,-14.27334161128237,-10.331936763681272,-23.389540594216054,-21.42283401869419
79,-2.874004394017025,-7.253277178780572,-15.54934545535652,-3.942145287438217,-3.4386071074344504,-9.14668398828605,6.8100119751597115,-19.791882454172747,0.16553052509066468
80,-13.153563094653036,-5.754662823900114,-8.873488548796374,-9.90350054723004,-5.29585240355587,-9.120587597092541,-3.1166876175003795,24.46176548612748,-58.97968685649045
81,-10.174630184289681,-6.418095310158491,-11.563494401087839,-10.325907139524714,-9.024546589309455,-7.545174429299908,-20.880340169076263,24.44918245780636,-13.205439159921657
82,-4.539163570747121,-4.953922457829453,-12.034568047164962,-11.00665408250574,-6.961959940132404,-15.001449180191043,-8.1181471006112,-14.583735022578608,-2.6267167263790228
83,-12.69437990647371,-9.402213167838504,-8.696346566228195,-5.877983479353013,-14.083826862697912,-10.29112848450866,-24.919017038229683,-6.741405640835533,-8.655631171589341
84,-12.319471299486384,-6.74845578448878,-11.56640991231228,-13.808266051044527,-9.281763964468762,-5.599064251385847,10.156274932794457,-44.83985740776915,-25.934301550832256
85,-8.958171267088371,-7.168209148866154,-9.039037858449584,-14.373975594278361,-3.417889101395402,-7.737948147340044,-12.167448147430848,44.375625512801186,-22.18096503114043
86,-16.021277621064787,-13.402554252889546,-5.312029058979014,-8.226668803518413,-8.994261064874225,-3.5098724708569504,-3.162104159565112,7.0304688054102655,-8.987908395384775
87,-10.717385220232012,-3.337835427762477,-14.432620794206834,-5.759322724725736,-5.587870423105411,-13.157459289477366,0.8089442190290819,-7.642762582466357,-83.53484394924476
88,-8.352917925963077,-7.89293112373835,-12.534457356904593,-16.778466295105854,-2.24464362147125,-2.0063520682517773,-10.244782385852076,15.910106861205525,-48.242501931956525
89,-8.601234619935306,-11.697203544042377,-5.442280837182881,-8.036638215400036,-4.943947574794382,-6.187486091925135,4.442304477986615,-2.7288960829841304,-18.655926671914685
90,-15.864508427069916,-17.223901184489268,-9.591422132661064,-6.225781320952922,-5.239318258636459,-10.992843658855888,-10.260998065058123,17.83852662330798,17.236867908237112
91,-1.8779469012235142,-10.661233418528015,-4.399588624683326,-8.232958537296104,-5.24199288966692,-11.663822796286754,-2.1247197413593817,-1.8214165191651694,9.160555681907582
92,-9.552952946013507,-1.1574161315405334,-6.144384626292644,-10.014040427957422,-13.37187832409497,-4.9054025604397875,7.425286776632973,6.63533386777754,3.5685151570341347
93,-12.231144612087373,-15.231263449259131,0.2391389246310388,-2.7013223523148886,-8.949530096116026,-15.37200001552068,5.900794546508641,10.767892823034714,13.753143233629647
94,-8.411248016698638,-4.34453780034666,-7.0911731699841685,-3.508074807571142,-6.896294023511675,-3.988736141620305,-13.989007984719763,-0.2912846667409467,-26.47474583043518
95,-10.545979250732866,-5.659922314936419,-4.718542784906858,-12.512329015464273,-14.730751239011497,-12.722813524756207,-1.9957429571505436,7.894964726530517,-40.55707673697721
96,-1.2829144662130372,-10.053250618721165,-2.060208094003204,-8.122558771615838,-8.214455360250696,-17.064490244133598,-13.275111456537735,27.290850042855613,-58.156902976550505
97,-8.234447545679355,-10.161452413995214,-11.235537850624944,-11.040211484056117,-5.455805173381937,-4.805809128120129,-3.0769034596538454,38.85754990167252,-29.39840623280848
98,-11.777725238472595,-10.634025995609424,-7.164967458772591,-5.289500962138465,-9.287745523712593,-7.615442771715362,12.212793039865991,19.6048048525022,25.90035051023051
99,-4.895184135917541,-4.06109339174958,-2.591240244553142,-13.859315387059654,-12.792389606040524,-12.434303088430003,-1.6901866179415033,3.5371164868276423,4.968554965374666
100,-8.3553085236317,-5.5407401087594135,-11.80928523761807,-8.707843965045145,-6.6791103400281875,-16.24279711472154,-16.092026741053555,45.96392942195684,-15.622417259740748
101,-8.954042574767923,-4.1586906185528685,-7.485030866031993,-11.493307347678327,-0.1585102481582263,-4.147791459431999,-3.3549538773023255,-5.360192558899757,-31.354658822083707
102,-6.640714913173756,-18.12153410768253,-3.8464391242073743,-9.943861930616166,-5.879982484153653,-7.543369158249493,4.816959391015161,-18.20730322949696,-25.450175316708567
103,-4.245040799988884,-10.32884988057366,-9.408881747585735,-13.804476462584956,-9.946541505271577,-11.820370069042797,-3.373324178550111,-33.25962246245299,-1.2025063283561472
104,-7.361532697156969,-7.4023774437062695,-6.041971382912407,-4.446096346967989,-3.9900461062960426,-5.96733819512952,7.46729384547924,20.978369233561867,5.186539583614835
105,-4.285010756792638,-12.071596141556975,-8.656228379532156,-13.75604727648735,-9.241424220459686,-6.53106985591245,3.8237615898321726,6.420453336923671,-19.84403519881809
106,-8.178235195916118,-8.680477161873622,-9.114351578457105,-14.436496797623578,-8.532072791950636,-6.509521997653742,-10.59624849431372,-12.599979581495829,12.562763231613914
107,-2.036129222062579,-9.379102486850432,-6.5773286356862535,-10.523003291906248,-10.252432786394195,-9.862689667730974,-1.6374662608301542,-29.85291783241357,-21.427516262748192
108,-11.571185442517399,-4.72222746065429,-10.450971040466728,-4.454212580352492,-9.566248916914411,-7.627122106509095,-13.55216683136968,5.846748694656032,-15.194406856692723
109,-11.644845250119996,-16.8757200795963,-10.04788394029946,-9.046558817522968,-16.31583988406363,-12.338908887660866,-8.454580952610184,23.579955409479393,13.680470816717907
110,-4.885581620860014,-10.019077313038807,-7.9280195025877935,-3.2278074994971147,-1.8500889160808298,-13.4050861881757,-17.599207342861543,7.739221918698534,24.174242288378778
111,-15.16730749251376,-8.074136386577456,-7.74337412372021,-10.170391221842676,-1.3683222227622238,-5.780404261179806,-11.871419803560848,8.694003921036416,44.000086118451485
112,-7.586203221498142,1.0202078956656384,-8.195250042466046,-9.941988580329587,-6.767406976171512,-12.909343098183207,-30.16437491312415,37.82186173896813,32.433889484893925
113,-7.2357048992298605,-10.191497680732473,-7.8422605975501165,3.5543547537423326,-14.277933126991275,-9.970929591527165,-3.8818516547096964,2.7801223407173894,-21.26100949621894
114,-3.1493804530531246,-4.210191895943359,-8.348784624583898,-3.219144774248372,-4.039966784781071,-11.837696487844884,-13.01278113825575,35.95298852790486,-39.62860824993276
115,-10.19719497481709,-12.506486411090497,-5.392490349330202,-7.605547538895355,-5.8533838143219015,-8.485111965199764,-12.665030429399016,-27.89617043507791,-13.69857259407009
116,-8.036292482096998,-9.474566536104534,-9.454380798823703,-10.291849934297913,-6.178258901047372,-8.220178343758759,-8.144651464494881,30.48343256194413,-70.78598325647076
117,-5.834662828997506,0.8661408280535166,-6.429061229655192,-6.810627831738267,-3.686024688733288,-7.198455242252784,1.7605098456983026,-6.651466741602461,-30.87725139864714
118,-13.979484803103576,-5.379326412569455,-12.452857070134753,-8.630562835896507,-15.408421104323688,-13.417323684393596,-7.388166468608818,-1.7741941301470245,-27.58808845022093
119,-12.16603316967272,-17.42780145781212,-13.086607907513034,-5.2842636597166965,-6.031580766069911,-8.227498445484756,-9.137740145137936,-26.353817638511995,-2.40228134307738
120,-7.997771222280809,-8.128694689137017,-1.877525628047824,-12.284994040197647,-9.938665270505313,-9.034271460216031,8.627705413785664,0.8017703283722568,29.412361088713613
121,-4.067853150628924,-3.4715938325215103,-3.7615331779801533,-11.353704029447984,-12.043793064134933,-6.532314966619732,-1.0956897771189742,-2.107880988876564,26.18639608339118
122,-13.701543249542832,-9.106925562370895,-16.238778200260207,-6.065485716508383,-9.744444007292444,-10.716418840624202,10.220515796281457,14.479298002765043,3.363529970977952
123,-3.1807978816514018,-8.462284734324983,-6.483530711994073,-5.952568152883347,-10.655851586270659,-9.647252706372148,-4.672273138209153,20.64363258117425,70.19832589494763
124,-8.637626000547792,-16.26320075291222,-9.531145503773411,-6.98440374875155,-8.264178614446502,-3.4748096493174625,-25.043095321968256,-8.776326832632543,2.51650937464445
125,-2.8510896962254213,-9.778309437917697,-15.092581582829151,-9.853975713052346,-4.963022288963717,-12.27751149561127,-17.112604790572874,1.4337796020890827,23.888515291681138
126,-11.857017166174675,-12.450582629966645,-3.8952078139273114,-13.032026244753794,-7.4965162422607605,-4.5482859126658415,-6.394686767739592,-16.1569324691901,25.056438554657255
127,-9.59121549881409,-8.157371482014284,-13.339394368266527,-4.8621711702534745,-3.6675284006151285,-10.205604290892976,6.7916026787540975,43.89990938416676,21.441592948577107
128,-10.495740961637848,-3.011217105912977,-4.771955911152349,-10.702449341725135,-13.146309643122132,1.8121622660908636,1.2702492712114228,-9.596082934927608,32.17020598295187
129,-9.741522578692807,-8.090434839992474,-9.320263461000488,-14.77906138160538,-10.421127747081691,-10.681227501319103,-18.126868483670044,-9.395169221585624,50.09605766932195
130,-7.340407924756457,-3.336664642116216,-6.810629939341967,-7.579731035266167,-7.788535468516665,-10.60079086783201,-7.694050881697091,11.133128127613562,14.071577840897259
131,-6.314504169337325,-7.824687412624248,-10.595178792672366,-11.866150686861465,-16.417083843512035,-7.63403667447351,-7.651344822898028,14.431850989177855,-11.472767668594036
132,-8.294344993620811,-5.176220446391099,-6.171893686500723,-10.598365296060724,-4.083435903140414,-9.845332317228353,-11.472656596461213,-11.916741220190241,-3.1098482153904303
133,-2.524349630616894,-16.457782296972457,-6.611850203770317,-5.891500447642492,-0.2082978739234151,-7.1110208760467355,-5.270453512216254,13.652127922493738,1.6669728570800793
134,-1.4174676205992633,-7.439665527398742,-15.005083892328079,-5.033837124962911,-7.840694031209451,-5.621771526164286,-4.844986763112223,-4.379159552486475,0.5041859565171904
135,-1.7194894007860206,-1.167545855094602,-9.202934066508101,-15.064236540723256,-10.448244659498005,-8.884167171091141,0.4078141045383745,31.39770162521675,-36.1627602464447
136,-5.8958870739337295,-7.935728930463561,-12.525576015239558,-8.593683424117856,-8.96022423973369,-6.220247782787333,-7.297474330159317,-9.66935305249959,-15.243373059274322
137,-9.683506473024556,-9.51709705583386,-8.271052683393512,-8.714911547214239,-0.42501572843502783,-3.048650929366412,-4.548536492690716,-17.120356098830353,-14.88930252558061
138,-10.282268639946663,-7.1604921433769855,-9.58780950575691,-9.371333053721184,-15.086286772942012,-12.861640235805229,-5.311949585257566,0.18880021373870193,-35.25721908972739
139,-14.439449093493561,-15.205253570538733,-4.400545743235288,-4.476475188525136,-10.80919249919249,-12.877491007218921,-7.1376031283873695,-6.324086781563168,33.10069253117526
140,-11.165194142083694,-9.883457071285617,-2.9824055622393706,-11.190393939320279,-10.966713264500436,-13.297771826495369,-1.3979731594082598,5.521085242254802,70.23797865100654
141,-5.837572041477046,-11.02466612772653,-13.681170891056835,-8.27903558659029,-5.848524611896361,-1.0839368297574035,-15.211981772650837,2.3125048011121314,-42.077301716701434
142,-7.2218808554836,4.129840643052633,-6.98097438447029,-11.949314235630087,-13.526190086351047,-11.421798021499916,-18.938159845323906,-43.887786399886096,12.645710305499454
143,-2.068663970989533,-4.627540973017542,-4.903164960040467,-9.268581334132463,-10.882716929075379,-3.559916686320454,-2.2371872981097103,-11.082787711181782,-1.074972046030184
144,-6.5990579333147705,-9.3355495641278,-5.175374933407511,-11.482996590975713,-8.744464690300152,-6.670435671576906,-9.926280533023048,16.793512806269053,-39.99672688215308
145,-12.403678470464143,-5.788744417883703,-9.762376607829466,-5.625427319263911,-3.4700363253599247,-5.158178549414903,-34.0301833406279,20.278904033623117,65.28619626062051
146,-9.325525354186745,-10.918924641107871,-9.628045172281109,-7.188189388610272,-12.318950315322295,-6.882138700693666,-2.316250678089992,29.209349554934715,61.766113106858896
147,-10.445495018730876,-7.95764787162664,-5.04659475188839,-6.181685640846814,-5.4876394741918375,-7.61206150760503,-14.877061355810529,-3.8419547966847865,-25.89650839777522
148,-4.834682783337313,-15.167752494959378,-10.532552112651047,-9.641709781844149,-15.93372307410023,-16.98665170366483,-25.68617545287717,15.904611479869473,21.71413310578083
149,-3.127293498958346,-14.193892157322335,-19.98076991974705,-6.2504609072258885,-8.954117478026316,-7.42217126974318,1.2648358661619568,-6.57855245212054,63.636448045208354
150,-4.9686219827567975,-17.226606634136434,-12.913012029820308,-10.72202951571809,-2.5992358033300373,-11.811970720481257,3.2484981361328096,2.428486033087708,-42.406294640143436
151,-11.423290508159253,-7.891941969354495,-7.66659810810544,-18.536005331541062,-12.479617108611736,-9.417095383057699,-9.176487872800259,15.26480388131386,46.48812291215086
152,-12.708594119866154,-5.966681900190788,-5.9963228237248645,-5.512278679663599,-12.747901324282143,-8.26894953739359,-6.264266861551293,-0.3805952889296738,12.326122738661567
153,-12.561003383456187,-5.352640028256661,-10.243054549698305,-17.385042978299392,-9.981388911934939,-3.1282093019472716,-23.517134058444615,-17.938402728751264,11.738441654600049
154,-10.778820553434192,-6.390787259524162,-5.698156714348749,-8.24452097779578,-10.985627100660944,-11.814178709827937,-16.87535147985477,-2.7179606888076457,59.32758773995707
155,-4.939084968075972,-6.403246207068302,-9.816097279411693,-12.209413483993833,-5.245148499921415,-5.188222630261538,-11.567354859458002,0.4432693675003196,-56.86346973162898
156,-8.382457656151853,-9.805663523401364,-5.137041661991373,-9.079919229512651,-4.627316608044556,-4.5698132436663075,-15.261152899458482,13.440637202007855,39.824922183378554
157,-9.621333581192692,-7.119393502487198,-7.3642646706079775,-8.916916761460461,-9.591389378325966,-7.276620218494818,0.7010389628541872,40.9503521544714,-4.581420128219229
158,-10.178431617085897,-12.519404115937347,-2.486426852735872,-5.837717601205204,-16.36947728270032,-10.952875373941179,-11.327345807388973,5.461823550613524,-26.67436028479815
159,-1.4663318430308123,-2.092014778591431,-7.17600593460145,-7.527201720297949,-12.163358108939004,-9.178480800004387,-12.223302139221094,-21.671720950722356,46.73151271932764
160,-13.24340012097507,-4.846421039026338,-3.950260894368926,-9.299722692068528,-11.465267032147702,-16.067616537464804,-1.624887694283253,4.2652839265593245,31.616809864533046
161,-9.985188854560885,-1.0485681583460347,-8.647956758196543,-9.237989719213546,-10.11621385661878,-3.7757413177211068,-3.3718973313293965,-4.762690243439558,9.45352553803597
162,-7.585800213136533,-11.329818027400508,-4.401559046805556,-9.866337891842914,-5.699015910368365,-9.513637081211435,8.227554693406363,17.770061558527857,14.353447247790571
163,-8.143431562134701,-8.078551841281723,-9.539945413546564,-5.900190398899763,-8.77351768735618,-12.882218395468149,-8.73379909173082,14.724076115158446,-50.50387231350339
164,-3.539377589665533,-6.687482546520718,-15.710663707943208,-7.1724635960814105,-8.720851810338754,4.566370001347575,5.99526191417914,19.27995129452754,-10.259522438898887
165,-9.437863572763662,-16.084431192563336,-1.844019635227573,-4.240203426173492,-11.056125563690278,-4.801346129656135,-9.739598720952495,-13.500639368880796,-10.254133712585727
