draw,null_A_futures,null_B_futures,null_A_1321,null_B_1321
172,7.401370192640396,16.96088047054834,22.874800794887957,23.78482323790451
173,7.7246679537188285,16.411729659717988,31.586626786784034,29.172045244184844
174,-1.2209506262618202,8.6602612869756,16.863296380320566,16.401199806398647
175,1.80796260133619,11.026851982381002,29.448783756673087,27.24188314569364
176,6.496684333512274,15.491552786781588,19.83963439053363,19.588277874341085
177,-2.919192267166271,6.143680781855434,17.257707995632515,16.987776341885276
178,-4.363977400855752,5.285571681224914,25.43688531862271,26.490406698481095
179,-1.7981472913909684,8.444067427395275,25.80851199599208,22.870415961996127
180,1.711621165640157,11.750465110210236,17.178670144012326,16.896562423412583
181,-2.640048193850524,7.229424471794128,17.323675906956822,16.995486719544196
182,-1.4951614517153518,7.673287718719705,17.202831699533846,16.982459453249206
183,-2.2945768124549533,7.904631814927164,51.46589067160919,48.323408233494845
184,-1.7251426241867658,8.923844738530581,22.45873650173076,19.466278906279847
185,-0.624894254284159,8.851180421596302,18.178510415497517,15.293675171741485
186,15.864521892868959,25.234713435404622,20.35170638872986,17.353906729371364
187,-4.037649576792809,4.9274804087913715,19.30956483483959,19.36324322993788
188,-4.872126791505013,3.9196509621839994,14.981269030683807,14.143258922674084
189,3.323685877046691,12.811803015733702,38.146510523624706,34.500447785946776
190,11.511247944186684,20.76950747165886,23.371409660307176,19.507304023588265
191,13.535517675579968,22.734076277280344,9.401768326577937,7.110981114447789
192,7.130730535743077,16.65150138958133,12.188624041119766,10.558332024494756
193,3.086608291257227,12.972474002022356,30.630637132998018,26.920382872522506
194,-5.752862937702926,3.667402072858131,11.862164044916911,10.056035564154767
195,-4.090917843233388,5.367324136297025,32.123315926002995,29.72201743795451
196,-0.7422733765012677,9.422716286818867,23.745008020845685,20.66402776831052
197,3.2260788246339978,12.111735584924302,18.899272783967124,15.903581057952245
198,-1.6715815153577522,8.370294869780004,29.758636781871427,25.440082786319103
199,-6.347040428645555,3.5024243445669283,22.515382466097808,19.158280630312127
200,-2.066658012387115,6.986077949344271,8.76943532455193,6.301532175480707
201,-3.8941188006998373,6.071166660532569,16.40198835260771,13.568308383703187
202,2.4455038910950404,11.706583634057834,19.122983277710752,17.532652107997777
203,7.8287870125790855,18.03137270802969,17.16703834947182,14.286855689649101
204,6.487812444767861,15.237748380523424,11.229688984722495,9.471197966672184
205,7.856591080540781,16.943473425980635,14.384944113793809,13.417661807894262
206,9.01881588331715,17.808895739669463,15.824453654287103,11.960305408195874
207,0.8696737269340753,10.125377328065305,8.98921575241238,6.6141574655069375
208,-2.847226856963508,6.479297949300332,14.622474977239234,10.606409767260088
209,-3.02509232580786,7.135133582787415,53.49256524499366,50.505170051598974
210,13.73923686668561,22.34466262433904,11.229365697630886,9.254404603762296
211,-1.3900033638419893,8.351059037298217,15.002733438051921,13.68567146035901
212,16.187894170917197,25.264855574337226,13.92219745180954,12.596326467331464
213,0.1661830281251718,11.345551563147541,23.59769187721874,20.31274953189672
214,-2.1273206483323372,7.319345805412763,38.61640664866955,35.85697999562345
215,-2.6544065083660415,7.7219114991563576,31.257529083282748,28.2245572509842
216,18.44435721265208,27.740018985206095,97.57181443203719,95.53751988133249
217,-3.0596618512177125,7.125296407819376,59.65591527510962,56.545958823035946
218,-4.016202115697294,5.939632849846919,27.379079746115238,25.43742110998018
219,2.8067111395990088,11.88489229032171,49.67675615675266,46.80150265950445
220,3.3949249461814275,12.474812115760923,27.3013799536555,24.616255882022063
221,-4.50000864118887,4.9602927125622145,32.997128145153994,29.851823338735986
222,-2.8838121768602645,7.541839545401464,10.870809678885964,8.990668040947295
223,4.54634091358535,13.591622552116423,8.5688951378508,6.1741393568308665
224,1.1664859085542842,9.689957419147655,26.50562182963147,23.847127140784302
225,-0.946884111468244,9.338758083781359,51.720726763937584,48.54286554397122
226,-5.504987420713095,4.408651213065618,69.66100789549027,67.0648315567347
227,-3.0497571789682847,7.181478769323393,18.079909661380192,15.37979450937435
228,2.083248664631476,13.485549856263525,19.212334143799545,19.294003889578185
229,-2.4934897866941377,8.267854326609548,12.357632465113548,9.177784152562447
230,-3.669296292766525,6.045215633306404,51.34514573958916,49.07285929539829
231,3.417277507990367,13.90450112417912,18.465631293034622,18.0905208386301
232,10.039447865069588,18.811074139439715,27.597583032849183,24.871151555173164
233,-4.562367955838896,5.092743692533808,13.79400841555436,12.496818338245156
234,2.7385231712247737,11.983189785273693,21.594481804393727,22.403763379540447
235,-4.254424398460869,5.0534561820221295,50.70161272821478,47.34280414003652
236,-4.960171204041351,3.9168868034186457,10.217021146783404,8.169084488653356
237,-0.49400522833943844,9.831453865304713,24.42724871318925,25.152702101216935
238,39.50854092773147,48.8949214199322,18.034299912858387,17.908275512257784
239,-3.8087218950243074,6.161033878240696,12.59301045616392,11.154601218050207
240,6.344852669151634,15.240395231224712,12.029884573200771,10.253913242127501
241,-2.492313309507811,7.074787747311879,13.01315858726426,11.66196195293156
242,6.217139375240218,14.85760723106459,16.49306975438734,16.003591115680976
243,1.8349793948706987,13.176781694782498,10.046555893971297,7.681677058165755
244,13.360069282154237,22.107020613933262,63.501058235970234,59.82555601980219
245,-5.198363227750688,4.575799402361733,26.883444123727106,28.365554050915
246,-6.031027242708017,3.32166888119675,17.71627234485637,17.61122591544862
247,4.401754758197091,13.756511552510805,39.25183440632121,35.32138919968503
248,5.640323002024638,15.11343469234316,37.732124990787966,35.586600322716194
249,-1.7290757411510043,8.30508883620593,14.667333378139702,13.294636263357148
250,3.5859399244406407,11.95692952687756,12.92790330957452,11.550595251494432
251,-4.181167078407229,4.915157604132503,21.785965336624212,22.69644608103323
252,-0.6683131669345701,9.84416506081288,25.483445514063003,26.417305922070526
253,6.293315313509302,16.00341053388542,16.59202984914001,13.520911961971606
254,14.331934854386454,23.481446336517603,23.338724274108703,19.86756579126787
255,-2.5476600500224134,7.998446519239829,17.500497072337318,17.312032711864635
256,-6.191115812710222,3.4273445861174743,20.823013843859044,21.187953343670674
257,5.573095823831314,14.905200665234078,13.76284410629245,12.477443999131406
258,-3.433607700164547,6.769169382350816,17.335945599798503,17.02347677243804
259,2.484856800270585,11.262075308465645,7.935540865922515,5.259735049226035
260,11.330674409503906,21.56942335446395,24.28279127178127,21.666823760935564
261,11.88994987800586,21.146555565381803,13.304402874731963,11.848312130922823
262,8.579381086483743,17.88498922992816,49.58396836132373,46.799947544774824
263,1.6978330777977837,10.57061627509717,34.20661265245606,31.26070256841595
264,-0.08881855223339938,8.874855499102747,26.67125518027817,23.882153690790396
265,-3.5079374106257943,5.718430271253756,19.199390283022158,19.48329101106374
266,-3.639615521290788,5.606691231943164,15.585550879422522,14.751133946392617
267,-3.688590169537598,6.532517440089716,21.07691458353168,18.036388711299544
268,-1.004572847868661,9.756654954611278,17.682202048130343,17.47159323500737
269,-5.95051396840147,2.830242513448292,65.42420355131603,62.080148246612445
270,-3.632678792848973,5.388255297131793,17.666938576359538,16.933507995829064
271,-1.67741915426651,8.299850312283938,24.195671636482956,25.470827874146803
272,3.1369195058464143,14.625959037712178,18.478525306237188,17.90105400293798
273,-4.785454442254112,3.897011835029827,68.30309337469892,66.37153279174663
274,-3.8634572170316774,6.468211230803794,15.587047602468097,12.597583696336613
275,1.3684186177849853,10.482510341822245,12.591475631274541,10.984686344922537
276,0.3059324057346785,9.174765237208845,49.71031316432904,46.06604312566132
277,-6.799422346875795,2.3766405833527524,14.947733267582132,14.104160068461095
278,-1.011644819411219,8.048734304312008,28.60503201735376,25.11086873645126
279,1.8978468177450818,10.819295850921884,13.598788412761822,12.31337299033397
280,0.9689142829774179,9.826063584161469,36.24534600729016,34.39089626954884
281,-4.5830260812817425,4.581292838795901,38.33136059028466,35.43710270582113
282,-5.281106062042168,4.04481236716246,14.931838973539858,13.971568402536262
283,-5.315868968970867,3.7287993233890666,63.99547647528492,60.8385465708577
284,1.0014780723954821,11.611636215184927,13.467980189146928,12.2128120014429
285,-3.299964170089145,6.032732057536841,31.43245091673117,29.328682884306833
286,20.319247062779095,29.519542748796972,17.21885525341741,16.560387372654144
287,10.116635040857659,19.379930783528426,10.481141855770208,8.443567878467952
288,-3.1353044125246785,7.095980583262427,79.92231315652239,76.7456232601816
289,0.9752923741193704,9.862682111327683,17.591531318908693,17.084537117474564
290,30.345164729284125,39.65185284283354,8.527523353006304,6.002024091803423
291,-0.5999243036995262,8.410874269996395,35.683942978969,31.65043759205465
292,-3.583483466191213,4.963300711721175,16.78573430620292,12.644888773020675
293,2.5113778045548174,11.382903755013224,41.84217380297054,37.75552336210756
294,1.0118904286661967,12.293015604381086,13.058350191975245,10.073197140728741
295,-4.236660099085848,4.949855198581705,26.838754846814695,23.995743309110928
296,9.704521614844035,18.88961042708746,23.681850811122597,25.18238631361982
297,5.999662177479496,14.617908874145064,22.737648576138163,19.953218011559052
298,21.222832490024658,30.282678926770934,44.020625696747715,42.086732794466286
299,5.805386108288334,14.706829639956796,9.478796891452067,7.220750076548777
300,8.310259257202896,17.235303039867738,20.491079013781945,17.325017137437737
301,7.369924247523482,16.664045933938226,52.740933081676516,51.88964314584874
302,8.448125765393018,17.37651882562113,60.54254541655506,57.97508151697815
303,2.5540967054632957,11.841937640913873,20.657197500216732,21.163900860465795
304,3.7867491702445957,12.832903078325717,14.094270991916165,13.049089686274908
305,2.9280925616635267,12.371501630696034,16.501594363646575,15.62061225574951
306,-4.2762191644929635,5.80611015257457,24.452801710329194,21.86596006790958
307,0.06459859448281201,10.831937762068574,27.764123593635247,25.063705826848345
308,1.436931416570397,12.612810968284117,30.970484488848435,27.83505091592562
309,0.11107783732905602,9.831890367403695,20.452837097036358,21.136217905918002
310,3.52911131339065,12.167607163676527,26.467088344521017,23.974854602794696
311,-4.856263592543898,4.093227111311007,42.74076610117469,40.591792058041335
312,11.589434580161473,20.832849166939372,11.606276177060513,9.908733188831949
313,-3.303711802918633,6.766809540737107,42.51052557506853,39.340204403767395
314,-4.3405761623326775,4.932516217780351,53.411477527565694,50.531103727549265
315,12.001537890066622,21.160954280848365,16.828563488167003,16.524584161690225
316,-4.885948828172073,5.729660647316332,30.839346873864464,28.842564290543
317,9.528279683623616,19.458897088546205,13.467026831447058,12.165977898444845
318,6.920095034688511,15.905955903934682,16.317037897748634,14.287324526076606
319,-3.760047962386331,5.481630094865359,10.790148102266883,8.87843608633751
320,-2.9417817077980724,7.3361419191034,17.464062127104164,17.1608962008163
321,-3.1945910486414175,6.294060523712783,17.46664023830011,17.218570359546188
322,14.95769209778837,24.259576183381576,18.038149071583156,18.09109798039097
323,9.695036225004882,19.09291786308031,12.547064795534881,10.783153211503278
324,-3.179335447852053,5.748965248319395,22.395186298076386,22.536281070943815
325,7.724596228082746,16.963100332422016,22.675116134317044,23.77152517166452
326,17.303390775863445,26.048350226032287,16.510964209067623,15.686861815830685
327,-4.8159358204859135,4.998338428178528,16.21411772166206,14.02222419194031
328,2.274686864046923,11.132244173568008,11.138482638382332,9.373989276020348
329,-5.0023467888108275,4.281779660868076,15.658013521981198,14.934418136763671
330,4.671054044206765,13.671214464202029,28.622773629663545,30.45340222180985
331,6.564038567159844,16.163760955071762,33.19910579491513,31.303870330305706
332,0.10113534926789632,9.04608520256507,12.824701708478896,11.483950963974022
333,2.257431302117308,11.096318586607588,44.39744494046876,40.862629492105086
334,7.8875430306043315,16.71360696204627,16.59321582909639,15.636099763818727
335,4.645603886051265,13.530171029986063,14.623671718886593,11.621982016112772
336,-0.590803684145828,10.011361835768861,20.977388040262557,21.60048297788709
337,0.3358788211233463,9.060821494937292,16.78967915613086,15.92578808514508
338,12.041408711522509,21.1772229505873,64.36401249217903,61.17021783778882
339,25.60584760429514,34.579589064171564,11.716376304234926,9.967867089644448
340,-0.09274882973025882,10.094465508912696,43.85466487893677,42.040561842236535
341,6.412626815894264,15.414860009393376,24.884928696214324,25.799731594921045
342,-4.677683017870606,4.47309196280082,36.306954401127314,34.060124810804155
343,-3.6539941884374403,6.277002765320095,41.07683256641051,39.072258911901876
344,-2.6508380713368958,7.379111734666448,41.2116233685364,38.052222795404816
345,13.541906001084184,22.694210138114197,20.549916480835073,17.576960428096264
346,0.17979171883217768,9.022253902262737,27.384720101938612,29.406513331860786
347,-1.5373232311799985,6.485427093558521,14.164937053609222,10.536507097698669
348,6.621395370725281,16.521993706757616,19.565288841165856,16.545793014734528
349,4.613083454025604,13.823726780387977,26.50515454909935,23.7062159298509
350,13.172683450156544,22.167959679362227,40.91256543807231,39.10243231926556
351,28.75499478217419,37.989385176091346,15.20470579044234,14.464272643123621
352,-0.08743092159321078,7.976488350615353,44.12789405605171,42.416421797387855
353,4.786542698865038,13.607364783586352,20.12448804066261,20.477462523791957
354,0.5760527211540023,11.435737873593059,29.726640928390662,27.734568068414745
355,23.94048956744966,33.365201892150615,69.28354697264177,66.74770037796884
356,-2.8967714732520338,6.943040786303808,50.544915950106486,48.27835514074131
357,9.297622853858853,18.568742364958172,10.322645954261128,8.419396401455227
358,-0.7157017965713215,8.962864234687663,11.657393311354085,9.902840904082748
359,-4.6617692978705465,3.647999830263271,50.14846755260692,47.892163694570016
360,-0.9901848881689311,8.45023313409437,21.55369228262796,18.352721500395525
361,2.697288533211235,10.964329482016552,20.74875083971215,21.375101729919585
362,2.211574704563429,11.210617846742696,30.93550373581521,26.16281517414474
363,2.7607647612860253,12.1809099688312,30.295648609682075,27.82292599195388
364,1.3694665900414273,9.90682241018369,11.253479633809826,8.961669863606975
365,5.41400181443781,14.138027159353808,22.096602899623043,23.026822135877314
366,4.575533911387384,13.937696729104559,17.102833853877527,16.252517019264992
367,-5.845419444600641,3.7859431498082854,36.570171021879744,34.22628294271849
368,10.682714378285194,19.972633912268332,20.059931523428084,17.636964684227735
369,5.76491104901374,14.112166419184383,48.07724743463184,45.27447116520324
370,-2.193546054052917,8.097697627336565,17.035863411870004,16.11985705655797
371,1.3351614853378202,10.399304453710473,35.86868149919144,33.3225155241827
372,-2.742142581699939,7.5732855641812415,22.943741325425034,20.604744355331256
373,0.994048381050835,9.758510506102388,12.307936863223679,8.884810534535944
374,-0.27741956460229217,8.049087093613084,45.425039468298614,42.67946879441594
375,2.7301748192926834,12.11694171839234,24.813620629729655,26.435537434276277
376,1.2873204099038607,10.364646574939178,57.029512967205655,56.02353911334446
377,7.895210850419774,17.14876473549884,37.5475772305428,35.687956971033266
378,-2.516021391927263,7.620798352327669,34.493403800981056,32.36893037285923
379,3.185185633109109,12.414706398484537,25.75745807057774,22.320047764741783
380,-3.163404471850093,7.136230470453226,40.83571543208603,38.87407456748273
381,1.6251102803129545,10.250979533738564,29.21007202312179,26.823913271424544
382,2.320602542703636,11.538280471861597,57.378955031284946,54.895411872757336
383,10.970564512171125,19.812096510016215,32.85689892320612,30.793702608935934
384,-4.092705467768462,5.471210684276958,7.337487897896579,4.558591938105916
385,0.6792241822870853,9.174434321780607,18.577481939087196,18.607483770590264
386,-2.1097107389587846,8.936969726649703,14.50458163499282,13.452660716487424
387,35.72941540986733,44.97289048025541,37.53320676133712,35.2328863320836
388,7.991610439478721,16.79319227828865,24.177561001695143,25.87123164161723
389,11.250115874291478,21.44119898491753,16.6453281004196,14.643306667428721
390,-4.0185200489655415,5.638586287775922,11.300498124760775,9.458277977276012
391,-4.28810246404713,5.358452003801227,23.70332191101499,20.69011332783903
392,0.10374571397459532,10.387297690402361,50.722741445976574,48.633979274885824
393,-2.835207295886046,6.0922943285919375,22.651252545664903,23.0727731250694
394,13.3170792324626,23.224462011292566,16.309302828233672,15.716381385462663
395,-6.133504715841529,3.103454716395198,13.49228898255175,11.79913651627394
396,8.307268239570643,17.190512998417734,20.84029460214618,21.52786151316161
397,14.88806615947165,24.919226837336,30.08243088548532,27.206651151106765
398,4.72550123697704,14.064149739143968,25.629053204981176,21.866745212714697
