current_impl interpreter=repo start=2026-09-25T13:09:22Z end=2026-09-25T13:09:31Z rc=0 :: current_impl: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/current_impl.tsv; {'対応なし': 37, '正解と一致': 8, '不一致': 1}; 2 回で違う=0
opp_sarthak_execsim@md_latency=default interpreter=c33 start=2026-09-25T13:22:35Z end=2026-09-25T13:22:35Z rc=0 :: opp_sarthak_execsim@md_latency=default: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_sarthak_execsim@md_latency=default.tsv; {'対応なし': 33, '不一致': 5, '正解と一致': 8}; 2 回で違う=0
opp_sarthak_execsim@md_latency=0 interpreter=c33 start=2026-09-25T13:22:35Z end=2026-09-25T13:22:35Z rc=0 :: opp_sarthak_execsim@md_latency=0: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_sarthak_execsim@md_latency=0.tsv; {'対応なし': 33, '正解と一致': 11, '不一致': 2}; 2 回で違う=0
opp_sigc interpreter=c107 start=2026-09-25T13:22:35Z end=2026-09-25T13:22:38Z rc=0 :: opp_sigc: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_sigc.tsv; {'対応なし': 46}; 2 回で違う=0
opp_homerun interpreter=c91 start=2026-09-25T13:22:38Z end=2026-09-25T13:22:38Z rc=0 :: opp_homerun: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_homerun.tsv; {'対応なし': 46}; 2 回で違う=0
opp_aat interpreter=c65 start=2026-09-25T13:22:38Z end=2026-09-25T13:22:45Z rc=0 :: opp_aat: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_aat.tsv; {'不一致': 16, '正解と一致': 11, '対応なし': 19}; 2 回で違う=0
opp_gobacktest interpreter=c69 start=2026-09-25T13:22:45Z end=2026-09-25T13:22:45Z rc=0 :: opp_gobacktest: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_gobacktest.tsv; {'対応なし': 33, '正解と一致': 10, '不一致': 3}; 2 回で違う=0
opp_pineforge@tf=1D interpreter=c70 start=2026-09-25T13:22:45Z end=2026-09-25T13:22:46Z rc=0 :: opp_pineforge@tf=1D: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_pineforge@tf=1D.tsv; {'対応なし': 34, '正解と一致': 10, '不一致': 2}; 2 回で違う=0
opp_pineforge@tf=1S interpreter=c70 start=2026-09-25T13:22:46Z end=2026-09-25T13:22:46Z rc=0 :: opp_pineforge@tf=1S: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_pineforge@tf=1S.tsv; {'対応なし': 34, '正解と一致': 10, '不一致': 2}; 2 回で違う=0
opp_barter interpreter=c61 start=2026-09-25T13:22:46Z end=2026-09-25T13:22:47Z rc=0 :: opp_barter: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_barter.tsv; {'不一致': 16, '正解と一致': 14, '対応なし': 16}; 2 回で違う=0
opp_pytrendfollow interpreter=c87 start=2026-09-25T13:22:47Z end=2026-09-25T13:22:48Z rc=0 :: opp_pytrendfollow: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_pytrendfollow.tsv; {'対応なし': 46}; 2 回で違う=0
opp_thirupathikannan_execsim interpreter=c35_run/.venv start=2026-09-25T13:22:48Z end=2026-09-25T13:22:48Z rc=0 :: opp_thirupathikannan_execsim: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_thirupathikannan_execsim.tsv; {'対応なし': 46}; 2 回で違う=0
opp_isaaccheng_obsim interpreter=c103 start=2026-09-25T13:22:48Z end=2026-09-25T13:22:50Z rc=0 :: opp_isaaccheng_obsim: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_isaaccheng_obsim.tsv; {'対応なし': 46}; 2 回で違う=0
repro_lean52@tick interpreter=repo start=2026-09-25T13:22:50Z end=2026-09-25T13:22:50Z rc=0 :: repro_lean52@tick: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@tick.tsv; {'対応なし': 9, '正解と一致': 3, '結果なし': 31, '不一致': 3}; 2 回で違う=0
repro_lean52@second interpreter=repo start=2026-09-25T13:22:50Z end=2026-09-25T13:22:52Z rc=0 :: repro_lean52@second: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@second.tsv; {'不一致': 3, '正解と一致': 7, '結果なし': 31, '対応なし': 5}; 2 回で違う=0
repro_lean52@minute interpreter=repo start=2026-09-25T13:22:52Z end=2026-09-25T13:22:53Z rc=0 :: repro_lean52@minute: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@minute.tsv; {'不一致': 3, '正解と一致': 7, '結果なし': 31, '対応なし': 5}; 2 回で違う=0
repro_lean52@hour interpreter=repo start=2026-09-25T13:22:53Z end=2026-09-25T13:22:55Z rc=0 :: repro_lean52@hour: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@hour.tsv; {'不一致': 3, '正解と一致': 7, '結果なし': 31, '対応なし': 5}; 2 回で違う=0
repro_lean52@daily interpreter=repo start=2026-09-25T13:22:55Z end=2026-09-25T13:22:56Z rc=0 :: repro_lean52@daily: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@daily.tsv; {'不一致': 3, '正解と一致': 7, '結果なし': 31, '対応なし': 5}; 2 回で違う=0
repro_lean52@tick+second:trade interpreter=repo start=2026-09-25T13:22:56Z end=2026-09-25T13:22:57Z rc=0 :: repro_lean52@tick+second:trade: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@tick+second:trade.tsv; {'対応なし': 8, '正解と一致': 3, '結果なし': 31, '不一致': 4}; 2 回で違う=0
repro_lean52@tick+second:bar interpreter=repo start=2026-09-25T13:22:57Z end=2026-09-25T13:22:58Z rc=0 :: repro_lean52@tick+second:bar: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@tick+second:bar.tsv; {'対応なし': 8, '正解と一致': 3, '結果なし': 31, '不一致': 4}; 2 回で違う=0
repro_lean52@tick+minute:trade interpreter=repo start=2026-09-25T13:22:58Z end=2026-09-25T13:22:58Z rc=0 :: repro_lean52@tick+minute:trade: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@tick+minute:trade.tsv; {'対応なし': 8, '正解と一致': 3, '結果なし': 31, '不一致': 4}; 2 回で違う=0
repro_lean52@tick+minute:bar interpreter=repo start=2026-09-25T13:22:58Z end=2026-09-25T13:22:59Z rc=0 :: repro_lean52@tick+minute:bar: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@tick+minute:bar.tsv; {'対応なし': 8, '正解と一致': 3, '結果なし': 31, '不一致': 4}; 2 回で違う=0
repro_lean52@tick+hour:trade interpreter=repo start=2026-09-25T13:22:59Z end=2026-09-25T13:23:00Z rc=0 :: repro_lean52@tick+hour:trade: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@tick+hour:trade.tsv; {'対応なし': 8, '正解と一致': 3, '結果なし': 31, '不一致': 4}; 2 回で違う=0
repro_lean52@tick+hour:bar interpreter=repo start=2026-09-25T13:23:00Z end=2026-09-25T13:23:01Z rc=0 :: repro_lean52@tick+hour:bar: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@tick+hour:bar.tsv; {'対応なし': 8, '正解と一致': 3, '結果なし': 31, '不一致': 4}; 2 回で違う=0
repro_lean52@tick+daily:trade interpreter=repo start=2026-09-25T13:23:01Z end=2026-09-25T13:23:02Z rc=0 :: repro_lean52@tick+daily:trade: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@tick+daily:trade.tsv; {'対応なし': 8, '正解と一致': 3, '結果なし': 31, '不一致': 4}; 2 回で違う=0
repro_lean52@tick+daily:bar interpreter=repo start=2026-09-25T13:23:02Z end=2026-09-25T13:23:02Z rc=0 :: repro_lean52@tick+daily:bar: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/repro_lean52@tick+daily:bar.tsv; {'対応なし': 8, '正解と一致': 3, '結果なし': 31, '不一致': 4}; 2 回で違う=0
opp_fast_trade interpreter=fast-trade-r17 start=2026-09-25T13:23:38Z end=2026-09-25T13:23:42Z rc=0 :: opp_fast_trade: 46 scenes -> docs/DISCUSSIONS/2026-09-23_backtest_env/item_0/round_17/materials/runs_2/opp_fast_trade.tsv; {'対応なし': 46}; 2 回で違う=0
ALL_DONE
