date,time_utc,type,source,confidence,note
2007-10-17,2007-10-17T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2007/home.htm text schedule (08:30 ET)
2007-10-31,2007-10-31T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2007.htm 'October 30-31 Meeting - 2007' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2007-11-02,2007-11-02T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2007/home.htm text schedule (08:30 ET)
2007-11-15,2007-11-15T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2007/home.htm text schedule (08:30 ET)
2007-12-07,2007-12-07T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2007/home.htm text schedule (08:30 ET)
2007-12-11,2007-12-11T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2007.htm 'December 11 Meeting - 2007' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2007-12-14,2007-12-14T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2007/home.htm text schedule (08:30 ET)
2008-01-04,2008-01-04T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-01-16,2008-01-16T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-01-30,2008-01-30T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2008.htm 'January 29-30 Meeting - 2008' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2008-02-01,2008-02-01T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-02-20,2008-02-20T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-03-07,2008-03-07T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-03-14,2008-03-14T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-03-18,2008-03-18T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2008.htm 'March 18 Meeting - 2008' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2008-04-04,2008-04-04T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-04-16,2008-04-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-04-30,2008-04-30T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2008.htm 'April 29-30 Meeting - 2008' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2008-05-02,2008-05-02T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-05-14,2008-05-14T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-06-06,2008-06-06T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-06-13,2008-06-13T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-06-25,2008-06-25T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2008.htm 'June 24-25 Meeting - 2008' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2008-07-03,2008-07-03T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-07-16,2008-07-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-08-01,2008-08-01T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-08-05,2008-08-05T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2008.htm 'August 5 Meeting - 2008' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2008-08-14,2008-08-14T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-09-05,2008-09-05T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-09-16,2008-09-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-09-16,2008-09-16T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2008.htm 'September 16 Meeting - 2008' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2008-10-03,2008-10-03T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-10-16,2008-10-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-10-29,2008-10-29T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2008.htm 'October 28-29 Meeting - 2008' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2008-11-07,2008-11-07T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-11-19,2008-11-19T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-12-05,2008-12-05T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-12-16,2008-12-16T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2008/home.htm table row (08:30 ET)
2008-12-16,2008-12-16T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2008.htm 'December 15-16 Meeting - 2008' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2009-01-09,2009-01-09T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-01-16,2009-01-16T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-01-28,2009-01-28T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2009.htm 'January 27-28 Meeting - 2009' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2009-02-06,2009-02-06T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-02-20,2009-02-20T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-03-06,2009-03-06T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-03-18,2009-03-18T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-03-18,2009-03-18T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2009.htm 'March 17-18 Meeting - 2009' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2009-04-03,2009-04-03T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-04-15,2009-04-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-04-29,2009-04-29T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2009.htm 'April 28-29 Meeting - 2009' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2009-05-08,2009-05-08T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-05-15,2009-05-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-06-05,2009-06-05T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-06-17,2009-06-17T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-06-24,2009-06-24T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2009.htm 'June 23-24 Meeting - 2009' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2009-07-02,2009-07-02T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-07-15,2009-07-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-08-07,2009-08-07T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-08-12,2009-08-12T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2009.htm 'August 11-12 Meeting - 2009' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2009-08-14,2009-08-14T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-09-04,2009-09-04T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-09-16,2009-09-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-09-23,2009-09-23T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2009.htm 'September 22-23 Meeting - 2009' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2009-10-02,2009-10-02T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-10-15,2009-10-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-11-04,2009-11-04T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2009.htm 'November 3-4 Meeting - 2009' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2009-11-06,2009-11-06T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-11-18,2009-11-18T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-12-04,2009-12-04T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-12-16,2009-12-16T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2009/home.htm table row (08:30 ET)
2009-12-16,2009-12-16T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2009.htm 'December 15-16 Meeting - 2009' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2010-01-08,2010-01-08T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-01-15,2010-01-15T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-01-27,2010-01-27T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2010.htm 'January 26-27 Meeting - 2010' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2010-02-05,2010-02-05T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-02-19,2010-02-19T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-03-05,2010-03-05T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-03-16,2010-03-16T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2010.htm 'March 16 Meeting - 2010' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
