費用,c_bp,方策,型,遅れ_秒,中央値,p25,p75,負の割合,日等重み平均,日クラスタSE,n,日数,建玉の回数の平均,保有秒の中央値,入らなかった割合,0として含めたか
費用なし,0.000000,logistic_2値0.5,A,2,0.149959,-0.075001,0.374919,0.500000,0.149959,0.449920,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,logistic_2値0.5,A,2,0.149959,-0.075001,0.374919,0.500000,0.149959,0.449920,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,logistic_2値0.5,B,0.500000,-0.000043,-0.300005,0.299918,0.500000,-0.000043,0.599923,2,2,1.500000,90.000000,0.000000,1
費用なし,0.000000,logistic_2値0.5,B,0.500000,-0.000043,-0.300005,0.299918,0.500000,-0.000043,0.599923,2,2,1.500000,90.000000,0.000000,0
費用なし,0.000000,logistic_2値0.5,B,1,-0.000043,-0.300005,0.299918,0.500000,-0.000043,0.599923,2,2,1.500000,90.000000,0.000000,1
費用なし,0.000000,logistic_2値0.5,B,1,-0.000043,-0.300005,0.299918,0.500000,-0.000043,0.599923,2,2,1.500000,90.000000,0.000000,0
費用なし,0.000000,logistic_2値0.5,B,2,-0.000043,-0.300005,0.299918,0.500000,-0.000043,0.599922,2,2,1.500000,90.000000,0.000000,1
費用なし,0.000000,logistic_2値0.5,B,2,-0.000043,-0.300005,0.299918,0.500000,-0.000043,0.599922,2,2,1.500000,90.000000,0.000000,0
費用なし,0.000000,logistic_2値基準率,A,0.500000,0.749917,0.674898,0.824935,0.000000,0.749917,0.150037,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,logistic_2値基準率,A,0.500000,0.749917,0.674898,0.824935,0.000000,0.749917,0.150037,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,logistic_2値基準率,A,1,0.749917,0.674898,0.824935,0.000000,0.749917,0.150037,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,logistic_2値基準率,A,1,0.749917,0.674898,0.824935,0.000000,0.749917,0.150037,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,logistic_2値基準率,A,2,0.749916,0.674897,0.824935,0.000000,0.749916,0.150037,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,logistic_2値基準率,A,2,0.749916,0.674897,0.824935,0.000000,0.749916,0.150037,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,logistic_2値基準率,B,0.500000,0.599923,0.599901,0.599945,0.000000,0.599923,0.000043,2,2,2.000000,90.000000,0.000000,1
費用なし,0.000000,logistic_2値基準率,B,0.500000,0.599923,0.599901,0.599945,0.000000,0.599923,0.000043,2,2,2.000000,90.000000,0.000000,0
費用なし,0.000000,logistic_2値基準率,B,1,0.599923,0.599901,0.599945,0.000000,0.599923,0.000043,2,2,2.000000,90.000000,0.000000,1
費用なし,0.000000,logistic_2値基準率,B,1,0.599923,0.599901,0.599945,0.000000,0.599923,0.000043,2,2,2.000000,90.000000,0.000000,0
費用なし,0.000000,logistic_2値基準率,B,2,0.599922,0.599901,0.599944,0.000000,0.599922,0.000043,2,2,2.000000,90.000000,0.000000,1
費用なし,0.000000,logistic_2値基準率,B,2,0.599922,0.599901,0.599944,0.000000,0.599922,0.000043,2,2,2.000000,90.000000,0.000000,0
費用なし,0.000000,規則,A,0.500000,-0.449920,-0.524900,-0.374940,1.000000,-0.449920,0.149959,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,規則,A,0.500000,-0.449920,-0.524900,-0.374940,1.000000,-0.449920,0.149959,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,規則,A,1,-0.449920,-0.524900,-0.374940,1.000000,-0.449920,0.149959,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,規則,A,1,-0.449920,-0.524900,-0.374940,1.000000,-0.449920,0.149959,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,規則,A,2,-0.449920,-0.524899,-0.374940,1.000000,-0.449920,0.149959,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,規則,A,2,-0.449920,-0.524899,-0.374940,1.000000,-0.449920,0.149959,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,規則,B,0.500000,-0.599923,-0.599945,-0.599901,1.000000,-0.599923,0.000043,2,2,1.500000,90.000000,0.000000,1
費用なし,0.000000,規則,B,0.500000,-0.599923,-0.599945,-0.599901,1.000000,-0.599923,0.000043,2,2,1.500000,90.000000,0.000000,0
費用なし,0.000000,規則,B,1,-0.599923,-0.599945,-0.599901,1.000000,-0.599923,0.000043,2,2,1.500000,90.000000,0.000000,1
費用なし,0.000000,規則,B,1,-0.599923,-0.599945,-0.599901,1.000000,-0.599923,0.000043,2,2,1.500000,90.000000,0.000000,0
費用なし,0.000000,規則,B,2,-0.599922,-0.599944,-0.599901,1.000000,-0.599922,0.000043,2,2,1.500000,90.000000,0.000000,1
費用なし,0.000000,規則,B,2,-0.599922,-0.599944,-0.599901,1.000000,-0.599922,0.000043,2,2,1.500000,90.000000,0.000000,0
費用なし,0.000000,完全な判断,A,0.500000,0.449920,0.374940,0.524900,0.000000,0.449920,0.149959,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,完全な判断,A,0.500000,0.449920,0.374940,0.524900,0.000000,0.449920,0.149959,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,完全な判断,A,1,0.449920,0.374940,0.524900,0.000000,0.449920,0.149959,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,完全な判断,A,1,0.449920,0.374940,0.524900,0.000000,0.449920,0.149959,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,完全な判断,A,2,0.449920,0.374940,0.524899,0.000000,0.449920,0.149959,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,完全な判断,A,2,0.449920,0.374940,0.524899,0.000000,0.449920,0.149959,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,完全な判断,B,0.500000,0.599923,0.599901,0.599945,0.000000,0.599923,0.000043,2,2,1.500000,90.000000,0.000000,1
費用なし,0.000000,完全な判断,B,0.500000,0.599923,0.599901,0.599945,0.000000,0.599923,0.000043,2,2,1.500000,90.000000,0.000000,0
費用なし,0.000000,完全な判断,B,1,0.599923,0.599901,0.599945,0.000000,0.599923,0.000043,2,2,1.500000,90.000000,0.000000,1
費用なし,0.000000,完全な判断,B,1,0.599923,0.599901,0.599945,0.000000,0.599923,0.000043,2,2,1.500000,90.000000,0.000000,0
費用なし,0.000000,完全な判断,B,2,0.599922,0.599901,0.599944,0.000000,0.599922,0.000043,2,2,1.500000,90.000000,0.000000,1
費用なし,0.000000,完全な判断,B,2,0.599922,0.599901,0.599944,0.000000,0.599922,0.000043,2,2,1.500000,90.000000,0.000000,0
費用なし,0.000000,全部逆張り,A,0.500000,0.300054,-0.149913,0.750020,0.500000,0.300054,0.899933,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部逆張り,A,0.500000,0.300054,-0.149913,0.750020,0.500000,0.300054,0.899933,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部逆張り,A,1,0.300054,-0.149913,0.750020,0.500000,0.300054,0.899933,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部逆張り,A,1,0.300054,-0.149913,0.750020,0.500000,0.300054,0.899933,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部逆張り,A,2,0.300053,-0.149913,0.750019,0.500000,0.300053,0.899932,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部逆張り,A,2,0.300053,-0.149913,0.750019,0.500000,0.300053,0.899932,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部逆張り,B,0.500000,0.300054,-0.149913,0.750020,0.500000,0.300054,0.899933,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部逆張り,B,0.500000,0.300054,-0.149913,0.750020,0.500000,0.300054,0.899933,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部逆張り,B,1,0.300054,-0.149913,0.750020,0.500000,0.300054,0.899933,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部逆張り,B,1,0.300054,-0.149913,0.750020,0.500000,0.300054,0.899933,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部逆張り,B,2,0.300053,-0.149913,0.750019,0.500000,0.300053,0.899932,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部逆張り,B,2,0.300053,-0.149913,0.750019,0.500000,0.300053,0.899932,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部順張り,A,0.500000,-0.300054,-0.750020,0.149913,0.500000,-0.300054,0.899933,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部順張り,A,0.500000,-0.300054,-0.750020,0.149913,0.500000,-0.300054,0.899933,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部順張り,A,1,-0.300054,-0.750020,0.149913,0.500000,-0.300054,0.899933,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部順張り,A,1,-0.300054,-0.750020,0.149913,0.500000,-0.300054,0.899933,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部順張り,A,2,-0.300053,-0.750019,0.149913,0.500000,-0.300053,0.899932,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部順張り,A,2,-0.300053,-0.750019,0.149913,0.500000,-0.300053,0.899932,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部順張り,B,0.500000,-0.300054,-0.750020,0.149913,0.500000,-0.300054,0.899933,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部順張り,B,0.500000,-0.300054,-0.750020,0.149913,0.500000,-0.300054,0.899933,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部順張り,B,1,-0.300054,-0.750020,0.149913,0.500000,-0.300054,0.899933,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部順張り,B,1,-0.300054,-0.750020,0.149913,0.500000,-0.300054,0.899933,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,全部順張り,B,2,-0.300053,-0.750019,0.149913,0.500000,-0.300053,0.899932,2,2,1.000000,90.000000,0.000000,1
費用なし,0.000000,全部順張り,B,2,-0.300053,-0.750019,0.149913,0.500000,-0.300053,0.899932,2,2,1.000000,90.000000,0.000000,0
費用なし,0.000000,前段の3択(清算),A,0.500000,0.749917,0.674898,0.824935,0.000000,0.749917,0.150037,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,前段の3択(清算),A,0.500000,0.749917,0.674898,0.824935,0.000000,0.749917,0.150037,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,前段の3択(清算),A,1,0.749917,0.674898,0.824935,0.000000,0.749917,0.150037,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,前段の3択(清算),A,1,0.749917,0.674898,0.824935,0.000000,0.749917,0.150037,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,前段の3択(清算),A,2,0.749916,0.674897,0.824935,0.000000,0.749916,0.150037,2,2,1.500000,75.000000,0.000000,1
費用なし,0.000000,前段の3択(清算),A,2,0.749916,0.674897,0.824935,0.000000,0.749916,0.150037,2,2,1.500000,75.000000,0.000000,0
費用なし,0.000000,完全な判断(清算),A,0.500000,-0.599936,-0.599965,-0.599908,1.000000,-0.599936,0.000057,2,2,1.000000,60.000000,0.000000,1
費用なし,0.000000,完全な判断(清算),A,0.500000,-0.599936,-0.599965,-0.599908,1.000000,-0.599936,0.000057,2,2,1.000000,60.000000,0.000000,0
費用なし,0.000000,完全な判断(清算),A,1,-0.599936,-0.599965,-0.599908,1.000000,-0.599936,0.000057,2,2,1.000000,60.000000,0.000000,1
費用なし,0.000000,完全な判断(清算),A,1,-0.599936,-0.599965,-0.599908,1.000000,-0.599936,0.000057,2,2,1.000000,60.000000,0.000000,0
費用なし,0.000000,完全な判断(清算),A,2,-0.599936,-0.599964,-0.599907,1.000000,-0.599936,0.000057,2,2,1.000000,60.000000,0.000000,1
費用なし,0.000000,完全な判断(清算),A,2,-0.599936,-0.599964,-0.599907,1.000000,-0.599936,0.000057,2,2,1.000000,60.000000,0.000000,0
費用あり(主のc),2.004025,logistic_3択,A,0.500000,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,logistic_3択,A,0.500000,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,logistic_3択,A,1,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,logistic_3択,A,1,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,logistic_3択,A,2,-2.256121,-2.682109,-1.830134,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,logistic_3択,A,2,-2.256121,-2.682109,-1.830134,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,logistic_3択,B,0.500000,-3.408127,-4.410118,-2.406136,1.000000,-3.408127,2.003982,2,2,2.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,logistic_3択,B,0.500000,-3.408127,-4.410118,-2.406136,1.000000,-3.408127,2.003982,2,2,2.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,logistic_3択,B,1,-3.408127,-4.410118,-2.406136,1.000000,-3.408127,2.003982,2,2,2.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,logistic_3択,B,1,-3.408127,-4.410118,-2.406136,1.000000,-3.408127,2.003982,2,2,2.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,logistic_3択,B,2,-3.408128,-4.410118,-2.406137,1.000000,-3.408128,2.003982,2,2,2.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,logistic_3択,B,2,-3.408128,-4.410118,-2.406137,1.000000,-3.408128,2.003982,2,2,2.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値0.5,A,0.500000,-2.856078,-3.582044,-2.130112,1.000000,-2.856078,1.451933,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値0.5,A,0.500000,-2.856078,-3.582044,-2.130112,1.000000,-2.856078,1.451933,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値0.5,A,1,-2.856078,-3.582044,-2.130112,1.000000,-2.856078,1.451933,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値0.5,A,1,-2.856078,-3.582044,-2.130112,1.000000,-2.856078,1.451933,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値0.5,A,2,-2.856078,-3.582044,-2.130112,1.000000,-2.856078,1.451932,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値0.5,A,2,-2.856078,-3.582044,-2.130112,1.000000,-2.856078,1.451932,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値0.5,B,0.500000,-3.006081,-3.807049,-2.205113,1.000000,-3.006081,1.601935,2,2,1.500000,90.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値0.5,B,0.500000,-3.006081,-3.807049,-2.205113,1.000000,-3.006081,1.601935,2,2,1.500000,90.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値0.5,B,1,-3.006081,-3.807049,-2.205113,1.000000,-3.006081,1.601935,2,2,1.500000,90.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値0.5,B,1,-3.006081,-3.807049,-2.205113,1.000000,-3.006081,1.601935,2,2,1.500000,90.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値0.5,B,2,-3.006081,-3.807048,-2.205114,1.000000,-3.006081,1.601935,2,2,1.500000,90.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値0.5,B,2,-3.006081,-3.807048,-2.205114,1.000000,-3.006081,1.601935,2,2,1.500000,90.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値基準率,A,0.500000,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値基準率,A,0.500000,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値基準率,A,1,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値基準率,A,1,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値基準率,A,2,-2.256121,-2.682109,-1.830134,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値基準率,A,2,-2.256121,-2.682109,-1.830134,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値基準率,B,0.500000,-3.408127,-4.410118,-2.406136,1.000000,-3.408127,2.003982,2,2,2.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値基準率,B,0.500000,-3.408127,-4.410118,-2.406136,1.000000,-3.408127,2.003982,2,2,2.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値基準率,B,1,-3.408127,-4.410118,-2.406136,1.000000,-3.408127,2.003982,2,2,2.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値基準率,B,1,-3.408127,-4.410118,-2.406136,1.000000,-3.408127,2.003982,2,2,2.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,logistic_2値基準率,B,2,-3.408128,-4.410118,-2.406137,1.000000,-3.408128,2.003982,2,2,2.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,logistic_2値基準率,B,2,-3.408128,-4.410118,-2.406137,1.000000,-3.408128,2.003982,2,2,2.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,規則,A,0.500000,-3.455958,-3.881984,-3.029931,1.000000,-3.455958,0.852053,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,規則,A,0.500000,-3.455958,-3.881984,-3.029931,1.000000,-3.455958,0.852053,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,規則,A,1,-3.455958,-3.881984,-3.029931,1.000000,-3.455958,0.852053,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,規則,A,1,-3.455958,-3.881984,-3.029931,1.000000,-3.455958,0.852053,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,規則,A,2,-3.455957,-3.881984,-3.029930,1.000000,-3.455957,0.852053,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,規則,A,2,-3.455957,-3.881984,-3.029930,1.000000,-3.455957,0.852053,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,規則,B,0.500000,-3.605960,-4.106988,-3.104932,1.000000,-3.605960,1.002056,2,2,1.500000,90.000000,0.000000,1
費用あり(主のc),2.004025,規則,B,0.500000,-3.605960,-4.106988,-3.104932,1.000000,-3.605960,1.002056,2,2,1.500000,90.000000,0.000000,0
費用あり(主のc),2.004025,規則,B,1,-3.605960,-4.106988,-3.104932,1.000000,-3.605960,1.002056,2,2,1.500000,90.000000,0.000000,1
費用あり(主のc),2.004025,規則,B,1,-3.605960,-4.106988,-3.104932,1.000000,-3.605960,1.002056,2,2,1.500000,90.000000,0.000000,0
費用あり(主のc),2.004025,規則,B,2,-3.605960,-4.106988,-3.104932,1.000000,-3.605960,1.002056,2,2,1.500000,90.000000,0.000000,1
費用あり(主のc),2.004025,規則,B,2,-3.605960,-4.106988,-3.104932,1.000000,-3.605960,1.002056,2,2,1.500000,90.000000,0.000000,0
費用あり(主のc),2.004025,完全な判断,A,0.500000,-2.556117,-3.132103,-1.980132,1.000000,-2.556117,1.151972,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,完全な判断,A,0.500000,-2.556117,-3.132103,-1.980132,1.000000,-2.556117,1.151972,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,完全な判断,A,1,-2.556117,-3.132103,-1.980132,1.000000,-2.556117,1.151972,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,完全な判断,A,1,-2.556117,-3.132103,-1.980132,1.000000,-2.556117,1.151972,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,完全な判断,A,2,-2.556118,-3.132104,-1.980132,1.000000,-2.556118,1.151972,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,完全な判断,A,2,-2.556118,-3.132104,-1.980132,1.000000,-2.556118,1.151972,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,完全な判断,B,0.500000,-2.406115,-2.907099,-1.905130,1.000000,-2.406115,1.001969,2,2,1.500000,90.000000,0.000000,1
費用あり(主のc),2.004025,完全な判断,B,0.500000,-2.406115,-2.907099,-1.905130,1.000000,-2.406115,1.001969,2,2,1.500000,90.000000,0.000000,0
費用あり(主のc),2.004025,完全な判断,B,1,-2.406115,-2.907099,-1.905130,1.000000,-2.406115,1.001969,2,2,1.500000,90.000000,0.000000,1
費用あり(主のc),2.004025,完全な判断,B,1,-2.406115,-2.907099,-1.905130,1.000000,-2.406115,1.001969,2,2,1.500000,90.000000,0.000000,0
費用あり(主のc),2.004025,完全な判断,B,2,-2.406115,-2.907100,-1.905131,1.000000,-2.406115,1.001969,2,2,1.500000,90.000000,0.000000,1
費用あり(主のc),2.004025,完全な判断,B,2,-2.406115,-2.907100,-1.905131,1.000000,-2.406115,1.001969,2,2,1.500000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部逆張り,A,0.500000,-1.703971,-2.153938,-1.254005,1.000000,-1.703971,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部逆張り,A,0.500000,-1.703971,-2.153938,-1.254005,1.000000,-1.703971,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部逆張り,A,1,-1.703971,-2.153938,-1.254005,1.000000,-1.703971,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部逆張り,A,1,-1.703971,-2.153938,-1.254005,1.000000,-1.703971,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部逆張り,A,2,-1.703972,-2.153938,-1.254006,1.000000,-1.703972,0.899932,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部逆張り,A,2,-1.703972,-2.153938,-1.254006,1.000000,-1.703972,0.899932,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部逆張り,B,0.500000,-1.703971,-2.153938,-1.254005,1.000000,-1.703971,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部逆張り,B,0.500000,-1.703971,-2.153938,-1.254005,1.000000,-1.703971,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部逆張り,B,1,-1.703971,-2.153938,-1.254005,1.000000,-1.703971,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部逆張り,B,1,-1.703971,-2.153938,-1.254005,1.000000,-1.703971,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部逆張り,B,2,-1.703972,-2.153938,-1.254006,1.000000,-1.703972,0.899932,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部逆張り,B,2,-1.703972,-2.153938,-1.254006,1.000000,-1.703972,0.899932,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部順張り,A,0.500000,-2.304079,-2.754045,-1.854112,1.000000,-2.304079,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部順張り,A,0.500000,-2.304079,-2.754045,-1.854112,1.000000,-2.304079,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部順張り,A,1,-2.304079,-2.754045,-1.854112,1.000000,-2.304079,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部順張り,A,1,-2.304079,-2.754045,-1.854112,1.000000,-2.304079,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部順張り,A,2,-2.304078,-2.754044,-1.854112,1.000000,-2.304078,0.899932,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部順張り,A,2,-2.304078,-2.754044,-1.854112,1.000000,-2.304078,0.899932,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部順張り,B,0.500000,-2.304079,-2.754045,-1.854112,1.000000,-2.304079,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部順張り,B,0.500000,-2.304079,-2.754045,-1.854112,1.000000,-2.304079,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部順張り,B,1,-2.304079,-2.754045,-1.854112,1.000000,-2.304079,0.899933,2,2,1.000000,90.000000,0.000000,1
