draw,null_A_futures,null_B_futures,null_A_1321,null_B_1321
41,21.413886960444593,29.64842512782778,70.97195773434349,69.80601707818832
42,29.247162198089924,38.05400581551278,70.61408458347528,65.87202966805327
43,23.59887926820996,32.98564053200925,59.79983928504942,57.43382039925674
44,55.89303445724023,65.76938502102016,30.941404907898807,29.706598130697515
45,30.0023595386104,39.93276639921262,82.06809593932519,79.3835488301566
46,4.113987343116464,13.555321465426381,79.48531195678136,75.9096848832487
47,17.74140492648706,27.372845628660414,54.29003906014879,50.33080614017566
48,9.848989770409792,18.392408846886465,102.09674715104818,99.89320134458126
49,8.341940016126937,17.21327060324784,44.2534861198333,40.55388690820992
50,41.31972486906561,50.96558795782019,70.61421318734702,68.76375836283594
51,50.48246998126678,60.00659541746956,89.6079379553506,86.33285568146637
52,23.456337419760654,31.98317893535788,50.75946543042182,46.99792953014456
53,49.78272429517828,59.038645278859995,42.56078007469586,39.588950195074375
54,7.020182702464745,15.020510913040578,62.650359166199394,60.28149724113115
55,32.77821995109758,41.26378378222319,41.67885610789875,38.23478847535307
56,34.56113715670172,44.27882380496835,32.53938319490618,29.254814987832845
57,15.47977028489393,24.26297145174426,68.25534666474759,65.31842721511642
58,32.05710856930859,41.488094680338044,71.21519098692184,68.53670520994339
59,7.795528225826659,17.48450562683888,68.25992427791951,64.95220255897217
60,15.53068508501736,24.67707387020903,45.46276024838948,43.99560609558125
61,22.371103493426386,31.63380752269961,56.481333962105815,55.38480774447381
62,31.202564469062636,40.05410419582839,102.42992928893072,98.72563240769037
63,11.749195973108112,20.154104551540804,62.93364337620154,60.116656315643816
64,14.54168042347496,23.048151332482444,47.48568895093342,43.24099205821116
65,27.754595789678522,36.89324779447761,38.317731928068156,36.23598809023747
66,16.713917282668508,25.061580514445833,100.21061822947759,97.59983117209585
67,8.192756375521645,17.86016496763052,126.89980067004045,125.69595661069559
68,2.672291834274146,11.877638754737811,100.99839437313915,99.13012317426187
69,9.0872493898082,17.883832814519355,69.33254737802348,66.47233995485797
70,58.367688572546484,67.35345331650295,59.349939527625985,56.174816359114146
71,106.71665225168707,116.11259189322702,85.07747212775779,83.04188724560633
72,37.700037754652755,45.78185342096021,61.8861309285621,59.96277425474967
73,6.598048637034044,16.51510545740022,66.94578136433384,63.86859107542577
74,13.399883460214316,22.49132275067008,40.45184067498624,37.53924718878159
75,13.530134068445726,22.546325990229203,105.84145414213076,103.76683860465394
76,18.508771163097006,27.383660884664803,63.58790546785425,61.301500671466556
77,30.143005905643793,39.33540129919212,73.83863752906151,71.58069946789963
78,9.507434230065973,20.473898781249424,64.32976476138708,62.962594592708854
79,35.92137535198389,44.74904024963952,77.20037405246474,73.44446554418973
80,20.78582792165948,30.050670699295942,113.13809919198404,110.14315788881399
81,5.433293576033359,15.442026945550197,50.289670039948135,44.605398874167584
82,21.58376803940903,29.839210437438897,113.12818057410645,106.79651605295406
83,44.010999337556406,52.95614270093941,113.13699176970658,110.21768881661625
84,6.709737791072507,15.673670155245503,126.78544842865108,125.49187481043066
85,51.8187050354351,60.526024015962825,40.34304148752754,39.458412430964536
86,11.88857448557369,21.062229365710348,40.03861747543024,37.64655372110882
87,7.1767804780840185,16.212715311954398,61.00939081430699,58.810055938171146
88,13.250533267419215,22.39131285497436,29.421482781527903,26.58006217796774
89,47.96122310720617,56.699532027372314,41.537814282001314,37.76212614909642
90,21.039602857657517,31.938205927884333,92.60718069680803,88.50929171091664
91,12.07428797914213,21.975783992213078,97.8185440553995,95.23301218793452
92,40.254424305454826,49.6633086803713,53.53398703603276,50.38384731016277
93,17.21369914554452,26.69298020628824,85.90130372993627,81.62379874176975
94,17.418117702680423,26.598407445631132,60.99509843822603,58.712835765770336
95,5.032151715432616,14.448490493941268,97.52589263655378,96.6065173918418
96,15.347022741718849,23.66238158652943,92.27355058440641,89.29563462793469
97,12.14538591060243,21.926420019241277,55.63396211194904,52.93464247514973
98,52.756841053714204,61.68621376159272,130.2837863554673,128.75517557460745
99,27.944195633128324,36.74379754878843,99.2680762351543,97.16303516245208
100,5.527970109337827,14.87911995407065,72.97987278967292,70.53873720134665
101,14.989528064364798,24.366373847794165,152.35518949181767,150.99441676390853
102,3.8018899269064126,13.103746410467418,40.643262434432856,41.024979207206776
103,40.0839771788077,47.96876925199358,54.49672287404012,51.68619952300947
104,55.64253273169015,65.69803224970023,63.0859129845023,58.47786722553034
105,23.44059851413166,33.29390961127294,77.6428371222421,74.32862203362887
106,10.433903950779422,20.02222148745145,66.56060908740695,63.77025449267855
107,49.90065316522388,59.200440356386096,63.637692864933086,61.583656676717425
108,40.174392335237975,49.30964748792742,61.30359147396882,60.29986979789359
109,14.045710333657315,22.948996914385702,88.28103261431272,86.29084874735015
110,15.071112422324235,24.15002481218934,48.30589552225533,45.21126088213441
111,19.697172071561678,28.10082309796368,133.26884434257454,130.809611139627
112,22.753515372748858,32.02237747810473,47.02468509728729,43.825288725721805
113,27.21733482311183,36.26505507393106,52.044483334513075,50.515717827269846
114,47.19736536508993,56.44883650040166,76.63544797102799,75.10551896751214
115,33.763278636003186,42.764907323000884,113.54389171311603,110.66320113136258
116,17.122437497113427,26.28263941502482,58.66415452796954,55.56878842620428
117,12.478099800555826,21.686520749013162,52.97606433080396,48.51342725348252
118,33.83734641240248,42.56577620445759,82.24553615889431,78.70487554297799
119,4.196845418648858,14.770779779648844,40.53588315758666,38.556854628094925
120,21.17837145757121,30.204517300285335,54.08822699516899,51.6846936543015
121,23.37713159298447,33.04137895572249,52.47139717095834,49.74942613939852
122,11.04090078246453,20.32747532324984,56.43945452968974,54.26506055247047
123,28.759107998572453,37.57559244089511,60.17835016237843,57.967636500383094
124,27.324567991421294,36.46224111227689,89.8823664116923,85.04200862212325
125,30.12284060968144,39.385084206483356,50.831868153230275,47.44359655076993
126,35.36412938570159,43.43735764188098,89.68669785018581,87.52943999871614
127,18.48309731810846,26.985253417051673,103.61675750011163,99.61188660908925
128,14.86061731013225,23.51186759645922,41.7120287000211,39.051541518634075
129,18.328860575184923,27.779154346718588,67.17889695461888,65.39831999201999
130,32.43207698418334,40.59925716438493,60.76897806319694,57.293725599924706
131,9.625480071941567,19.267669009514826,36.46695727595833,37.169792511447135
132,32.326166034875776,41.45084566109776,83.8725098017573,81.33243780964497
133,4.218372353862186,13.819431636237635,74.3820333253468,70.33860087977197
134,33.987677773382046,42.860214346919186,89.28943998399588,86.33330463161386
135,10.2908803608824,19.421411541842545,59.375131834128645,57.00934711262321
136,19.7729167054651,29.007529793925986,54.48143470070814,51.49937865599343
137,13.503568504369206,22.498836010651626,57.109437001605784,54.07009706792674
138,36.12105249332925,45.509664496476006,31.895117312331895,31.024037201839942
139,9.560501140073201,19.722572996851664,121.05412041604676,119.79939712721601
140,4.745457750913502,14.942059888831418,80.17830090880068,77.87677860446809
141,20.73667102481024,29.573490272511908,57.03830320020078,52.74290170041163
142,12.837224737160138,22.821973215355598,99.64744121279908,95.88992385277217
143,90.28220995229604,98.92576713286121,71.40012104899527,68.8458947732372
144,41.10286216803156,50.41891651899763,46.39365868504563,44.27453163595989
145,25.022678869652378,33.74475337479036,30.80256940264877,26.968986299944664
146,27.44760503575543,36.710029375621055,92.45165789994188,90.14995184003243
147,31.133049733691,40.19881300587216,124.77848282306344,123.53836338886755
148,10.989126668511492,19.365483056083256,245.19861856034393,241.8608520799464
149,23.609215099112728,32.839329835830355,67.29605307896638,63.024050900020185
150,15.675628205685037,25.443903062663075,31.34863234321889,28.413018341879912
151,35.181002712331775,44.572747163838834,72.87245986105891,69.59329544853107
152,25.38523617434527,33.70010199012685,49.59177563697982,47.49915618481032
153,4.753656838787466,13.3617062347929,63.534784576958636,59.721029590072575
154,9.825070960471646,18.885818990893533,88.0394344287014,85.23312957425993
155,15.73886590396609,25.27600340960664,80.54356887833735,78.01204831570475
156,4.359079458945536,14.827030129262493,35.09207183919416,34.055595624659134
157,17.094643523529,25.610042953551083,40.072341164942834,35.68726453722044
158,29.79617011287808,38.97807980840048,29.69127748065197,29.385770535953966
159,40.22544092618802,48.957674892220425,128.5142040776582,125.91724146537125
160,46.32424698799199,55.02358156975304,99.4422085732059,95.51493565505366
161,6.898591641556962,16.054971867471075,94.33837365266173,91.36504525959762
162,41.782442050264066,50.788494966885835,137.64552139394206,136.39147924342674
163,39.8424371047752,49.66677737035501,38.96555809114736,36.16567212128548
164,24.58879965930372,33.812613019781,134.52721833102004,131.45006166979724
165,30.418858920580007,39.96837614716237,259.2844770153228,256.08664686047155
166,31.81173480196445,41.30350792268849,54.500506109402636,51.91261799998138
167,22.42714227120048,32.08260806196439,66.43478169920832,61.71962502936617
168,8.747573037617984,17.510267932561927,73.01662143276617,70.19458914090646
169,11.516789218420357,20.095875251333084,81.20792839147423,78.88821077537439
170,11.069878314029763,19.230278649232954,68.51962378939247,65.6812633437322
171,8.052446381803064,17.422074557000688,83.2359938349477,80.1878036220615
172,39.58189142951832,49.08535224628111,50.506556959959845,47.68557265627313
173,67.08537439577165,75.94060265641708,117.1901964906737,114.43537786717746
174,18.569372885713147,27.631298021308393,54.01772595292275,52.78782278648846
175,27.226665481391642,36.68314943702411,151.01689003431213,149.5620593649111
176,25.16266164038721,34.35301767896374,44.416765583688544,42.86511703103247
177,22.046744457459837,31.353559443253978,46.79787511739359,45.324561966539775
178,2.4631711743560714,11.434324934309691,81.8555970851181,79.75920958396722
179,16.745012545524,25.37484687386265,78.09819500602019,75.0787531230596
180,20.169324979393853,29.82790500926732,40.48315267401063,38.1996661270658
181,3.551173176255559,12.570364552756212,48.800432565641756,47.45044466451192
182,10.541943189388432,19.151777158639625,38.1210701967123,35.48513969378881
183,18.72061739395024,27.67850480794449,110.57094988498318,107.72244555404868
184,8.828466987810272,18.099581508902148,52.3581354142247,48.17177524144955
185,32.399850975659994,41.12185370871953,50.737101209132156,47.44359136011728
186,47.395195271235465,56.46691033081972,60.362747590649285,56.25655373529506
187,32.20071056134589,42.02144218214274,55.98044714976031,52.78733905954958
188,2.1228283699426673,10.860840362160538,167.6111111111108,162.97769614602456
189,11.38249253001012,20.466585301152637,152.19663676980682,148.5815760169772
190,22.634906793571353,31.331330776313003,48.87055288349913,45.050893267898374
191,38.859964852767824,47.88864891414607,25.613421155837727,23.598527558591016
192,29.07416800273715,38.4592872749967,40.50496579075728,37.51445599296332
193,24.741201941454484,34.693838356148945,65.48184609545916,62.328340696257115
194,8.295379378796587,18.0865110358554,28.738097929043416,25.82382362581617
195,6.919347244714255,17.200889999506497,62.72331475383609,59.76565983959112
196,10.480130209717268,19.730370084150664,36.75338899770731,32.403290379731104
197,27.562593760360084,36.74029899011784,37.627025403218326,34.27386760531703
198,13.940041183135923,23.705451561489813,70.34044617128231,66.17882416791733
199,4.730519815073398,14.74579710814312,102.81101905204395,101.4275994079285
200,11.372488893463405,19.974053541629026,64.28691728011829,61.46467987950114
201,18.828936128043622,27.38212147130934,50.71523858837588,46.74256202445904
202,35.36529106542198,45.10634002693471,62.51047341401465,58.614760249410324
203,18.133437650794942,28.72453201738459,55.87668747516768,53.23737573714084
204,34.46758217356765,43.177668153571304,28.195603021295486,26.363214115843178
205,36.929999167427674,46.39310726273655,27.337579992669077,25.024064667384103
206,20.756279468898555,29.508855182488688,80.98153100240707,78.54199749289664
207,12.866014530074148,22.24935482795827,37.916241016920004,37.603547264084455
208,24.58349915142312,32.44682070175752,71.67437553053902,68.17392885383093
209,28.92172374554512,38.44694582063568,145.11475788919012,141.13982371671662
210,27.7225044413509,36.277912638318114,45.10538311224084,43.72686992182545
211,10.98041486461198,20.68555606114112,96.29835963383708,92.5554328305534
212,40.88219381316897,49.85654649849936,25.26066013619794,23.872362269620105
213,7.743517444350559,18.384442932979674,54.20343902171168,49.88598929772347
214,9.69432158969835,18.152506811994105,127.3836970103685,125.83030702392777
215,8.213301683550098,18.10669052947151,62.202529608619734,59.384368670414005
216,32.512212721951904,41.61477884827186,191.5377207325064,188.3224366170925
217,7.856481744068798,18.251441482630494,135.89419574279967,133.23329057407474
218,5.914737909393331,14.855668466247675,210.65626396025712,207.9599960630947
219,24.30758248320771,33.96608879389249,87.60597296504969,85.43243215432013
220,34.03229399473908,43.48033994609684,54.419672712802644,50.93082590329961
221,9.65093062575308,18.669833802230883,88.2635768310148,84.89051497486012
222,11.02935778368339,21.458724649290826,58.388478749093295,55.592464504472815
223,30.317490577484207,39.96949704521223,34.890050177723644,31.575801770714996
224,14.091036055341851,22.529814563456114,69.08223417980214,66.7732334912801
225,16.904044218245886,26.393591655531335,109.70943300600037,106.4579882395047
226,12.374184148561675,21.932860117103015,94.49761910773056,91.49435400780987
227,17.015242385758462,25.843276411927377,41.88771453515882,38.980052528961295
228,12.45312904952637,22.714092107161893,43.79349694625296,40.73425900757215
229,41.88736987553715,50.44296097033562,38.89865374188608,36.06444720019459
230,22.50129773807491,30.862136387781653,66.12432784741947,63.722176249437226
231,22.190560914683978,31.427161231486835,55.142998412328915,53.27311073884724
232,31.73992429441952,40.39972160212525,113.43901044027619,111.40836407120086
233,4.162972298764305,13.761559994875695,40.908871877345945,38.47033278193506
234,14.381078336799591,23.365968304730195,55.38240998788487,53.91219429005745
235,28.42996701209317,37.29924362346422,185.3451928008476,180.74505512666713
236,3.879412795328745,13.176521342278972,32.513430858473704,29.214719542309453
237,24.984283170580728,34.01949337657767,46.724118339563944,46.61058756883729
238,77.16516382771742,87.30250599714714,57.481763772414276,52.65636795223638
239,2.2561189478701102,12.453668698443504,62.205718285100325,59.42949514032186
240,33.78870702707023,43.05133680074062,27.469217485525572,26.081583974565994
241,3.3260758467965634,12.529812987804585,66.69131077676691,63.1183230393133
242,28.59245730171046,37.39492610380732,135.68142167057547,133.00898765576042
243,9.683574235115959,19.494749398408967,34.333967133538714,31.88295337059505
244,60.13356850284452,68.01390371681136,125.1652050552168,120.465138963784
245,4.325133147284677,12.868331669221142,79.56302721463415,76.22595552681618
246,31.959519080991036,41.57434779995572,55.84424240441335,54.51194850836335
247,16.993038321489845,26.820248406888716,106.20836079962224,102.86196417421012
248,20.184728154187546,29.405213603943054,57.111999421390664,53.72979330210582
249,36.527032695552165,44.92542625320659,35.98607098402661,32.82580151552453
250,17.63411013814948,25.63584416134537,28.09762735348692,26.982808663830035
251,7.587597921449268,17.513044249650957,92.63485975182736,90.49724717303677
252,19.548873928293293,28.20614796368899,45.48322289957019,43.224627504923546
253,15.702547377608497,25.35690270140404,93.71074363439493,88.69056660548677
254,20.31209361074345,29.678123112649416,55.42626286474678,52.7400660519814
255,16.468768222330887,25.558475612267124,64.01596894963087,61.25945604280637
256,19.491401912941512,28.232626375750712,37.11830888150574,35.14030969130827
257,19.80940938859884,28.539414909172898,44.37366831992881,43.09877659662833
258,11.95341201540351,21.460517204978718,36.01674039087944,34.14856923880838
259,23.40678572281519,32.259165790328595,25.038703690052714,22.026736545316815
260,25.147451954951734,35.41310180945036,60.20789987667584,57.71226456530628
261,36.52609953581156,45.90716001864671,33.30219848474235,30.85928687149635
262,54.465646733612616,63.957509833477175,96.20896234995246,93.52428192722081
263,25.375612212945438,33.96454224251704,65.10070770613083,61.94863731655818
264,37.39405679213068,46.77417911713796,109.79323354497485,106.71582866442908
265,5.943516760851646,15.069949075612039,84.5225029688357,80.61236810700547
266,6.803455282914376,16.521823782281814,48.430137217575314,47.162748709657905
267,7.660500393742513,16.521363871594993,33.88466576806342,33.0213451146187
268,49.77437127501832,58.64240987449447,49.946444182010254,48.86296163503169
269,8.366356945808656,16.840187309859356,93.93828011444954,89.79136285909156
270,21.098075418159343,30.28779431112332,74.16673416027172,69.49492105266827
271,28.70142724797723,36.60897039049275,47.79974449596904,45.67624014389373
272,33.53744457199175,41.78526549239398,64.77724097728124,63.817860808031014
273,15.199495514392478,23.809324497463898,127.61594582332435,125.64967510202
274,35.77348057257806,44.60080494514768,83.10417265421925,80.83785808173113
275,27.563150584540573,36.77256930604621,25.614193901715403,22.726343405279483
276,62.00178871283409,70.39179865847723,57.09130481701515,53.144284352950905
277,14.86838071113319,22.806825207272023,79.4091964368897,74.46409430053235
278,12.46907454312728,21.51347835380505,102.37636868791328,99.2376519370768
279,29.311674277554687,38.09785743180587,64.63855278951094,61.9524686933686
280,12.919999608917632,21.954390572301747,66.24063970040773,64.31811634794833
281,10.370595420966895,19.1962092028806,78.40778673584772,74.87374832144008
282,8.792201879525207,17.758261371089123,45.22064736804952,43.07284251997816
283,14.053979346676924,22.48914828318742,92.12495981545999,88.80312140521374
284,16.167078713259272,25.44813726805497,36.56489814006993,34.023149848642745
285,22.22202725343585,31.17731416227275,65.9693450882122,63.49458052027401
286,44.743283665467956,53.70878446240218,61.2626870915815,57.10544700964972
287,18.866503770351642,27.406182769267485,84.28438987002072,82.62406300680725
288,13.811847470108479,22.96389122940838,94.68529149311102,89.75833269457165
289,29.722171462198656,38.8841069774365,36.025225476711206,33.94453411805066
290,42.868798364272365,51.41325569215318,92.7393071341113,89.487304729068
291,10.918552761613466,20.271295194710582,84.34570243206865,80.36591084430846
292,21.727559063517425,31.336006791399477,143.38128952523653,139.93883915833888
293,37.64752041837598,47.247405215850684,71.80624386596676,69.00807859892463
294,18.581131045473406,27.218596837210196,39.91022698610232,37.310745074105455
295,4.868788468408548,14.001137808398719,62.88148355174656,59.517281475868
296,38.69035880094022,47.956275782659475,72.42112015993338,68.81916896619222
297,27.151684933398563,35.97969101587792,82.09840636468248,78.23494971364691
298,47.764011449297406,56.64850142909044,92.43204386774956,90.45292085210231
299,25.508019971053496,34.368263282407575,74.95261578075574,72.13510823674171
300,24.065449542415795,33.22191090508803,33.50288442982032,31.16076824431722
301,32.1905136894234,40.687878190149,93.02068481100014,91.86428547703913
302,51.98656613867581,61.3711416263601,114.74735654704641,112.80486886172636
303,10.07634703009317,18.936872842038373,66.37534334967701,61.28637973690794
304,25.569829089833416,34.881999772682164,49.566462550172744,44.932197949041395
305,27.58310034285016,37.223901418196895,44.37477797812378,41.893895048899985
306,14.532750817878595,23.56514311649834,50.354654248182136,47.811455628593684
307,9.189000982945753,18.52211761848286,52.91725871249963,49.19574871628528
308,12.602700466920737,23.233118425833897,141.53373151720817,139.1117029956775
309,29.54837429740687,38.44569834618427,47.01757214527657,42.7661215733421
310,24.74533150182998,33.60930383760659,53.43060877392459,50.78791728026931
311,20.72868535042791,29.58015648289529,117.7757067160607,116.41937845652399
312,31.23027899054734,40.38218218661433,39.211356882742635,35.42587330667742
313,2.865100728929259,11.633342482986885,81.48045041625478,78.06277011015487
314,19.893289979961473,28.469240145575238,116.89619064863678,114.8219190828467
315,49.355382647788716,58.57020313089235,64.30631944130533,61.944709387638255
316,4.551757896502642,14.831845510297667,54.52297058006936,52.240675044328825
317,29.46987042382132,38.95249278593501,42.95533401766823,38.67431820028894
318,25.796518416161202,34.58373814785278,57.48930122206628,53.14579352219333
319,26.682275241414636,35.85946857944852,56.56434287081821,54.4914583042525
320,5.437261186806749,14.605737746446406,36.26422204533602,33.29759553550512
321,37.78961211128869,46.684799763813785,122.48762948990792,120.25110853390234
322,21.13647174503107,29.725986293556502,88.15843779651456,85.13431468497222
323,18.540825488586055,27.811720109046483,42.77593353314161,40.89487839656228
324,19.926596533258213,28.77707561517375,54.86728975613493,54.31625309354903
325,33.95052094299935,43.04074755685643,73.8645510948931,70.65864370441142
326,65.80227226796502,74.72039741004969,65.25560871064302,64.56762911298566
327,3.8090468842469014,13.151450169880777,90.12077878186255,84.62163290823582
328,19.01768549249102,27.774943311540625,39.252407461266415,37.22892555876926
329,6.524080565533104,16.258894942856205,53.83614433632249,50.12405475268477
330,21.68952370089936,30.789683708390516,62.28255749580689,59.979709519607844
331,33.351979932393725,43.204322358333165,50.45839143753342,46.596199488567514
332,21.748357770621144,31.131442750767757,65.45142662037132,61.55420650366659
333,16.125466631697535,24.940667043077465,122.8494507617824,120.46115271053289
334,26.234225717099424,34.72140479393908,54.15849461454731,51.131889390869105
335,9.494696157101977,18.360119835472048,48.287810066802095,45.516725305112146
336,7.224235621887494,16.885622046124627,88.1216760097737,86.18282510279477
337,15.221295113580876,24.13984376885778,45.58362214890197,43.239534125385724
338,33.58260433017833,42.31766834605748,96.56263872949687,92.30454851463098
339,51.361071876059334,59.74223712865215,26.715812666898923,23.99883982782464
340,4.788592525061229,14.390232152268633,66.06081219413444,63.30049838270595
341,26.204489379620806,35.434331712569715,38.68762005739334,37.290416151933854
342,8.082507949051307,17.610297312891756,57.969559045198515,55.805235349476774
343,47.48091857228672,57.105992384186465,55.22796771511198,52.08951992665318
344,8.505227025377843,18.096954836581844,104.36047417621909,101.04927452608099
345,74.506638096952,82.70722907093767,56.19489168543866,54.236173144472524
346,31.70937915615229,39.529687480007134,50.09526912991736,47.79835388459533
347,17.315625435785755,25.550429177218575,63.707514933013826,60.88524311592061
348,18.60340306651939,27.554969501719906,103.07178954519372,100.28341819376274
349,33.354356275070934,41.97175923486084,99.72867690249167,98.17516746733935
350,36.301260892014724,44.878096687281165,79.35633660401601,77.15493080916822
351,40.69458573587425,50.33203098692391,170.32311443042718,168.76561396805647
352,20.633098474784198,29.43488931642862,84.4516564327589,82.65109807221194
353,10.612822056920768,19.586536786138495,29.183272283147648,28.221993463752213
354,14.364640319347414,24.71146161861877,64.76008835582371,62.23122942277536
355,53.55768391614122,62.76607795063292,95.8624831688807,92.73006897097645
356,19.856543362724,28.066751027825795,125.81465148297171,124.95174274473987
357,27.10724226135606,36.01995420977307,27.447427641588284,25.440324869374596
358,12.444621392805999,21.809416124355554,34.19446195729363,34.22178476895038
359,17.3423371524294,26.489980882054507,95.93540897456792,94.04344959752049
360,33.14535693649581,41.79583520768659,72.71088744094509,67.27945398331292
361,19.401643817292605,28.07780193153166,37.4411018757663,36.987588227579366
362,17.491357248664666,26.175671750255745,77.69272736298468,73.61525768540142
363,35.05886967456437,43.59921352648523,48.79664850143093,45.06150982799214
364,14.509008068547065,24.64996072529894,38.64777325218764,35.20730598267778
365,25.20017698936014,33.520215719758454,51.499461365487385,47.765976474648525
366,32.91665807427143,42.438547012057846,54.49890477637184,52.09644459884112
367,0.21090673320649345,9.322989306491408,76.49278151597078,73.92254619313346
368,34.767703821277024,44.40868696489676,96.98145862971127,95.96243977882881
369,21.811723584956923,30.322724853650097,76.85550571498484,74.09111160023153
370,16.255911209022905,25.164963296664162,47.83263012128295,44.60766505017801
371,28.65699323216477,37.55279688942199,124.48454063405497,121.85352683385426
372,31.956244863908122,41.412479661785476,59.443193566217055,58.687779849683395
373,28.11100089982362,36.37334530159316,52.916123793245866,50.261528153484115
374,11.56646483489289,19.43096793314178,98.62531483340804,94.87496079926682
375,12.54850368087603,21.145265581935202,43.28494342155976,39.835865464848055
376,34.135260321687824,43.40034777128045,66.80942124498561,65.13876258905222
377,47.32483722664871,56.41133787620505,74.1104473717447,72.79137044419426
378,14.567730357352294,23.659149252613595,114.86440210062139,113.19196638239706
379,16.895983036047266,26.11071608278581,80.01566098922721,76.62953899610193
380,2.2414672065918637,11.761906191800346,78.89972732915368,76.27417935429483
381,18.577153115553273,27.218998301266254,41.416382078287754,38.289947766820276
382,26.881985089664724,35.90408940593234,141.18850624058194,137.51633671606055
383,32.04336334545047,40.37473768072807,62.2610002499754,60.18480800277565
384,18.382217789493133,27.32449376099678,53.09635909596076,49.43921222886299
385,16.034721398039146,24.896829890162415,48.36889095075924,46.007266364275836
386,2.9854157297742177,11.866961470560966,40.1909150535573,36.841112427652476
387,64.461534783892,73.98461454344805,143.75339489407955,139.6392873783388
388,17.191229831036658,25.845545071438448,81.23826079404459,79.28689118633964
389,43.28280601648981,53.80650551364809,71.61451845268606,68.22650580631445
390,20.811401310176002,29.857472786177144,90.93347120812751,87.29848999359736
391,1.5775321856899414,10.716209367019095,38.69123248157485,35.35136975167833
392,8.441155723454866,17.56086317242726,102.61325431703476,101.28441774943386
393,15.395824795155622,24.5093158008733,62.96979038873881,61.92415568072763
394,35.81802472623642,46.30680942442066,32.92383254591291,29.459085280397968
395,7.966471368612592,15.53298702830067,29.726526082017322,28.276874666180298
396,71.98111175839996,81.0069278596447,84.88500126361191,80.74624574997954
397,25.20082280703708,34.75446735888522,87.25506621112726,85.27449963125206
398,25.193259986540266,34.3394210259486,69.88480071576053,67.14139099055767
399,16.566384438780123,24.991199950557885,72.30415562241895,69.90430563542793
400,13.38156890181295,23.55836154491611,83.41312093051951,80.50541232018799
401,49.1958460066088,57.628671654994406,39.93557860548622,38.19930456176513
402,20.253769612339674,29.189156782281046,85.43920577911393,82.3211079898216
403,7.743614420010072,15.957810242663278,160.2123415804783,158.0367059714162
404,34.88256228190673,43.96126118512162,64.28721548310378,61.78069480907301
405,4.783058405435805,13.751340435496589,88.3865604441927,85.59482489729054
406,0.8904866497671717,10.285760496524054,142.90449225294634,141.15052144714855
407,16.238623742575385,24.800511567650172,51.42849141655861,48.4560224869806
408,21.673281455026167,30.086123977967468,91.80154809780943,89.22024444944623
