target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1	provenance_1
opp_quanttrader	p3-bar	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	足 1 本。data_board.get_hist_price(銘柄, 時刻) の最後の行	"{""carriers"": [{""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/quanttrader/lib/python3.11/site-packages/quanttrader/backtest_engine.py"", ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/quanttrader/lib/python3.11/site-packages/quanttrader/event/backtest_event_engine.py""], ""reached_by"": null, ""returned_by"": null, ""type"": ""quanttrader.data.tick_event.TickEvent"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/quanttrader/lib/python3.11/site-packages/quanttrader/data/tick_event.py""}]}"
opp_quanttrader	p3-funding	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	quanttrader の入力は add_data に渡す銘柄ごとの DataFrame(時刻の index)で、刻みはその index の時刻だけ(tick は時刻しか持たない)。funding の型は無い。試したこと: add_data(<['rate'] の DataFrame>) で走らせた。on_tick が受け取ったのは (銘柄, 時刻, 価格) = [('PLACEHOLDER', '2023-11-16 00:00:00', 0.0)] で、型と中身は届かない	null
opp_quanttrader	p3-liquidation	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	quanttrader の入力は add_data に渡す銘柄ごとの DataFrame(時刻の index)で、刻みはその index の時刻だけ(tick は時刻しか持たない)。liquidation の型は無い。試したこと: add_data(<['price', 'qty', 'side'] の DataFrame>) で走らせた。on_tick が受け取ったのは (銘柄, 時刻, 価格) = [('PLACEHOLDER', '2023-11-16 00:00:00', 0.0)] で、型と中身は届かない	null
opp_quanttrader	p3-mixed-one-run	P0-3	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	quanttrader の入力は add_data に渡す銘柄ごとの DataFrame(時刻の index)で、刻みはその index の時刻だけ(tick は時刻しか持たない)。足以外の 5 種 の型は無い。試したこと: add_data(<['price', 'qty', 'side'] の DataFrame>) で走らせた。on_tick が受け取ったのは (銘柄, 時刻, 価格) = [('PLACEHOLDER', '2023-11-16 00:00:00', 0.0)] で、型と中身は届かない	null
opp_quanttrader	p3-clock-timer	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""clock_calls_ns"": [1700352000000000000]}"	時刻を頼んで呼ばれる口が無い(StrategyBase の timer/schedule の名前: [])。試したこと: BacktestEngine().add_timer(...) -> AttributeError: 'BacktestEngine' object has no attribute 'add_timer'	null
opp_quanttrader	p3-notice-accepted	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""notices"": [""accepted""]}"	ok	"{""notices"": [""accepted""]}"	"{""notices"": [""accepted""]}"	約定を足に代えた(any_type)。on_order_status / on_fill の列。on_order_status の生の状態: ['OrderStatus.NEWBORN', 'OrderStatus.ACKNOWLEDGED']	null
opp_quanttrader	p3-notice-rejected	P0-3	capability	不一致	不一致	2 回の実行で同じ	ok	"{""notices"": [""filled""]}"	ok	"{""notices"": [""filled""]}"	"{""notices"": [""rejected""]}"	現金 1,000。成行 1。fills=[{'price': 1000000.0, 'size': 1, 'commission': 1, 'time': '2023-11-16 00:00:00'}]	null
opp_quanttrader	p3-notice-filled	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""filled_qty_in_notices"": 1.0, ""notices"": [""filled""]}"	ok	"{""filled_qty_in_notices"": 1.0, ""notices"": [""filled""]}"	"{""filled_qty_in_notices"": 1.0}"	on_fill: [{'price': 100.0, 'size': 1, 'commission': 1, 'time': '2023-11-16 00:00:00'}]	null
opp_quanttrader	p4-visible-at-step	P0-4	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	ok	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	T0 + 4 日の on_tick で data_board.get_hist_price(銘柄, 時刻) を読んだ	"{""reads"": [{""means"": ""data_board.get_hist_price(銘柄, 今の時刻) の Close"", ""of"": null, ""returned"": [100.0, 101.0, 102.0, 103.0], ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/quanttrader/lib/python3.11/site-packages/quanttrader/data/data_board.py""], ""touched_count"": 33}]}"
opp_quanttrader	p4-received-time	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""price101_delivered_at_ns"": 1700265600000000000, ""price101_visible_at_day2"": false, ""price101_visible_at_day4"": true}"	quanttrader の入力は add_data に渡す銘柄ごとの DataFrame(時刻の index)で、刻みはその index の時刻だけ(tick は時刻しか持たない)。受け取れる時刻 の型は無い。試したこと: add_data(<['Close'] の DataFrame>) で走らせた。on_tick が受け取ったのは (銘柄, 時刻, 価格) = [('PLACEHOLDER', '2023-11-15 00:00:00', 0.0)] で、型と中身は届かない	null
opp_quanttrader	p4-future-read-attempt	P0-4	capability	不一致	不一致	2 回の実行で同じ	ok	"{""every_attempt_stopped_by_error"": false, ""future_value_obtained"": true, ""raw"": {""attempts"": [{""form"": ""time"", ""means"": ""data_board.get_hist_price(銘柄, 終わりの時刻) の Close"", ""naming"": ""until(fut)"", ""raised"": null, ""returned"": [100.0, 101.0, 102.0, 103.0, 104.0], ""shape"": ""time_until""}, {""form"": ""time"", ""means"": ""data_board.get_hist_price(銘柄, 終わりの時刻) の Close"", ""naming"": ""until(fut+1d)"", ""raised"": null, ""returned"": [100.0, 101.0, 102.0, 103.0, 104.0, 105.0], ""shape"": ""time_until""}, {""form"": ""time"", ""means"": ""data_board.get_current_price(銘柄, 時刻)"", ""naming"": ""at(fut)"", ""raised"": null, ""returned"": 104.0, ""shape"": ""time_at""}, {""form"": ""other"", ""means"": ""data_board.get_current_price(銘柄, 今の時刻)"", ""naming"": ""other"", ""raised"": null, ""returned"": 103.0, ""shape"": ""other""}]}}"	ok	"{""every_attempt_stopped_by_error"": false, ""future_value_obtained"": true, ""raw"": {""attempts"": [{""form"": ""time"", ""means"": ""data_board.get_hist_price(銘柄, 終わりの時刻) の Close"", ""naming"": ""until(fut)"", ""raised"": null, ""returned"": [100.0, 101.0, 102.0, 103.0, 104.0], ""shape"": ""time_until""}, {""form"": ""time"", ""means"": ""data_board.get_hist_price(銘柄, 終わりの時刻) の Close"", ""naming"": ""until(fut+1d)"", ""raised"": null, ""returned"": [100.0, 101.0, 102.0, 103.0, 104.0, 105.0], ""shape"": ""time_until""}, {""form"": ""time"", ""means"": ""data_board.get_current_price(銘柄, 時刻)"", ""naming"": ""at(fut)"", ""raised"": null, ""returned"": 104.0, ""shape"": ""time_at""}, {""form"": ""other"", ""means"": ""data_board.get_current_price(銘柄, 今の時刻)"", ""naming"": ""other"", ""raised"": null, ""returned"": 103.0, ""shape"": ""other""}]}}"	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false}"	T0 + 4 日の on_tick で試した(戦略が持つ data_board の公開の方法): [time_until until(fut)] data_board.get_hist_price(銘柄, 終わりの時刻) の Close -> [100.0, 101.0, 102.0, 103.0, 104.0] ; [time_until until(fut+1d)] data_board.get_hist_price(銘柄, 終わりの時刻) の Close -> [100.0, 101.0, 102.0, 103.0, 104.0, 105.0] ; [time_at at(fut)] data_board.get_current_price(銘柄, 時刻) -> 104.0 ; [other other] data_board.get_current_price(銘柄, 今の時刻) -> 103.0	"{""attempts"": [{""means"": ""data_board.get_hist_price(銘柄, 終わりの時刻) の Close"", ""naming"": ""until(fut)"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/quanttrader/lib/python3.11/site-packages/quanttrader/data/data_board.py""], ""touched_count"": 33, ""via"": null}, {""means"": ""data_board.get_hist_price(銘柄, 終わりの時刻) の Close"", ""naming"": ""until(fut+1d)"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/quanttrader/lib/python3.11/site-packages/quanttrader/data/data_board.py""], ""touched_count"": 32, ""via"": null}, {""means"": ""data_board.get_current_price(銘柄, 時刻)"", ""naming"": ""at(fut)"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/quanttrader/lib/python3.11/site-packages/quanttrader/data/data_board.py""], ""touched_count"": 20, ""via"": null}, {""means"": ""data_board.get_current_price(銘柄, 今の時刻)"", ""naming"": ""other"", ""touched"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/quanttrader/lib/python3.11/site-packages/quanttrader/data/data_board.py""], ""touched_count"": 16, ""via"": null}]}"
opp_quanttrader	p5-same-time-twice	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""book_delta"", 1700092800000000000], [""book_snapshot"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true}"	型の選び方(runner、第 r7-1 回): 対象の型 ['bar'] は 1 種で、この場面の最低 2 種に足りない(同じ実行の p3 の結果: p3-trade: not_supported / p3-book_snapshot: not_supported / p3-book_delta: not_supported / p3-bar: ok 受けた型 ['bar'] / p3-funding: not_supported / p3-liquidation: not_supported)	null
opp_quanttrader	p5-hand-over-order	P0-5	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_run_delivers_each_once"": true, ""every_run_follows_stated_rule"": true, ""same_order_whatever_the_hand_over"": true}"	型の選び方(runner、第 r7-1 回): 対象の型 ['bar'] は 1 種で、この場面の最低 2 種に足りない(同じ実行の p3 の結果: p3-trade: not_supported / p3-book_snapshot: not_supported / p3-book_delta: not_supported / p3-bar: ok 受けた型 ['bar'] / p3-funding: not_supported / p3-liquidation: not_supported)	null
opp_quanttrader	p5-same-stream-order	P0-5	value	不一致	不一致	2 回の実行で同じ	ok	"{""prices"": []}"	ok	"{""prices"": []}"	"{""prices"": [101.0, 99.0, 100.0]}"	約定を足に代え、同じ時刻の 3 行を渡した。on_tick ごとに data_board.get_current_price	"{""carriers"": []}"
opp_quanttrader	p6-place-then-cancel	P0-6	value	不一致	不一致	2 回の実行で同じ	ok	"{""open_at_call2"": 1, ""open_at_call3"": 1}"	ok	"{""open_at_call2"": 1, ""open_at_call3"": 1}"	"{""open_at_call2"": 1, ""open_at_call3"": 0}"	指値 90 / order_manager.standing_order_set / cancel_order	null
opp_quanttrader	p6-cancel-notice	P0-6	capability	不一致	不一致	2 回の実行で同じ	ok	"{""cancel_notice_received"": false, ""notices"": [""accepted""]}"	ok	"{""cancel_notice_received"": false, ""notices"": [""accepted""]}"	"{""cancel_notice_received"": true}"	on_order_status の列	null
opp_quanttrader	p6-fill-seen-by-strategy	P0-6	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""filled_qty_at_call3"": 1.0}"	ok	"{""filled_qty_at_call3"": 1.0}"	"{""filled_qty_at_call3"": 1.0}"	3 回目に、戦略の position manager の get_position_size(銘柄)(quanttrader の StrategyBase が戦略に持たせる建玉の記録。注文ごとの約定済み数量を戦略が読む公開の口は無い)	null
opp_quanttrader	p7-fill-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fill_price"": 12345.0}"	約定の模型を渡す口が無い(BacktestBrokerage が成行を今の価格で即時に埋める。backtest_brokerage.py)。試したこと: BacktestEngine().set_fill_model(...) -> AttributeError: 'BacktestEngine' object has no attribute 'set_fill_model'	null
opp_quanttrader	p7-latency-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fill_time_ns"": 1700006400007000000}"	遅延の模型を渡す口が無い(文書: Market order is immediately filled, no latency)。試したこと: BacktestEngine().set_latency(...) -> AttributeError: 'BacktestEngine' object has no attribute 'set_latency'	null
opp_quanttrader	p7-cost-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fee"": 0.5}"	費用の模型を渡す口が無い(手数料は BacktestBrokerage._calculate_commission に銘柄の種類ごとに固定で書かれている)。試したこと: BacktestEngine().set_commission_model(...) -> AttributeError: 'BacktestEngine' object has no attribute 'set_commission_model'	null
opp_quanttrader	p7-cost-per-unit	P0-7	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fee"": 0.75}"	費用の模型を渡す口が無い(手数料は BacktestBrokerage._calculate_commission に銘柄の種類ごとに固定で書かれている)。試したこと: BacktestEngine().set_commission_model(...) -> AttributeError: 'BacktestEngine' object has no attribute 'set_commission_model'	null
opp_quanttrader	p7-account-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""account_recorded_fill_qty"": [1.0]}"	口座(PositionManager)は BacktestEngine の中で作られ、差し替える口が無い。試したこと: BacktestEngine().set_position_manager(...) -> AttributeError: 'BacktestEngine' object has no attribute 'set_position_manager'	null
