draw,null_mean_quarterly_bps,null_mean_monthly_bps,null_mean_best_of_2_bps,null_sharpe_quarterly,null_sharpe_monthly,null_sharpe_best_of_2
26,0.35751715866079553,0.4063749406980033,0.4063749406980033,0.0509664640412917,0.05481120893344282,0.05481120893344282
27,-1.356281682793673,-0.7961252101925752,-0.7961252101925752,-0.19336098879932428,-0.10738221435614588,-0.10738221435614588
28,1.9485937434974236,1.3968419418581974,1.9485937434974236,0.27782806956623557,0.1884179119690879,0.27782806956623557
29,2.7808749712998386,3.2333297038945585,3.2333297038945585,0.3965595369127535,0.4362942709923815,0.4362942709923815
30,4.067694975945897,5.250650419517404,5.250650419517404,0.5802790164709111,0.7090128795714724,0.7090128795714724
31,1.7731968431245972,0.41733517655997243,1.7731968431245972,0.25281323691285335,0.05628952946613485,0.25281323691285335
32,0.3864181563300961,1.2055358282687156,1.2055358282687156,0.0550865446522626,0.16260952975335122,0.16260952975335122
33,0.5940426037957764,1.0373920032770256,1.0373920032770256,0.08468555315213078,0.13992712591919793,0.13992712591919793
34,-3.859317839690151,-4.2264245911368254,-3.859317839690151,-0.550514478291846,-0.5704760580048222,-0.550514478291846
35,2.952805596873297,4.243484660620665,4.243484660620665,0.4210947779912383,0.5727822672510419,0.5727822672510419
36,5.111828193379926,2.7615163387973247,5.111828193379926,0.7295256598157752,0.372585285122735,0.7295256598157752
37,-3.525317215088024,-2.677671660298976,-2.677671660298976,-0.5028184216311311,-0.36126601759259114,-0.36126601759259114
38,-3.1651840491097887,-2.0778389140727085,-2.0778389140727085,-0.4514064722633636,-0.2803043291876762,-0.2803043291876762
39,0.28551222207636046,0.6743468160785592,0.6743468160785592,0.040701598894855064,0.09095593361300827,0.09095593361300827
40,1.8140751948536948,0.6866658479191324,1.8140751948536948,0.25864306063094017,0.09261759024501413,0.25864306063094017
41,2.509465073819443,3.0076985235861913,3.0076985235861913,0.3578341468296881,0.40582445229032915,0.40582445229032915
42,-0.986160691368703,-0.1734868380973533,-0.1734868380973533,-0.14058881509109242,-0.02339949796965648,-0.02339949796965648
43,1.5296840961852847,1.8297876244883935,1.8297876244883935,0.21808705057794173,0.24683173531976876,0.24683173531976876
44,-1.3494504816494262,-2.2823201780715943,-1.3494504816494262,-0.19238693509104662,-0.3079007221010515,-0.19238693509104662
45,-3.3358654498985265,-3.714800433803314,-3.3358654498985265,-0.4757706821178428,-0.5013324975956657,-0.4757706821178428
46,3.856763082405505,3.812311994123089,3.856763082405505,0.5501495956932927,0.5145080319325089,0.5501495956932927
47,0.208597497911141,-0.0926101239953897,0.208597497911141,0.029736863882819077,-0.012491025145190198,0.029736863882819077
48,4.017181599692657,5.467935708748419,5.467935708748419,0.5730631239580235,0.7384257674044512,0.7384257674044512
49,-2.323807647201798,-3.2964597555416963,-2.323807647201798,-0.3313480062127553,-0.4448204998796632,-0.3313480062127553
50,2.0144950516661644,1.819489877104219,2.0144950516661644,0.2872273601970344,0.24544222038945618,0.2872273601970344
51,-2.5237814979064255,-2.67907829065298,-2.5237814979064255,-0.3598766741017151,-0.3614559113276275,-0.3598766741017151
52,-2.360157797299576,-2.910148139761818,-2.360157797299576,-0.33653353302817607,-0.39265262727681244,-0.33653353302817607
53,-1.8140682948309272,-2.2602944969427576,-1.8140682948309272,-0.25864207658218974,-0.30492802879502956,-0.25864207658218974
54,-1.165271762074181,0.23983276246244908,0.23983276246244908,-0.16612590616792094,0.03234811781095995,0.03234811781095995
55,-0.5124293878075006,-1.05295598408316,-0.5124293878075006,-0.07305065434513568,-0.14202664440543802,-0.07305065434513568
56,-1.5354039304788778,-1.9416886268833295,-1.5354039304788778,-0.2189026891678199,-0.26193140265524845,-0.2189026891678199
57,5.8673696406607405,6.139407256296359,6.139407256296359,0.8376451312495281,0.8293768674844147,0.8376451312495281
58,-0.01664692118496512,-0.23526457809250226,-0.01664692118496512,-0.0023731172800331253,-0.03173196822502185,-0.0023731172800331253
59,-4.0834494944919,-4.346412324553913,-4.0834494944919,-0.582529643763633,-0.5866971008359573,-0.582529643763633
60,5.810055513271981,5.373105946775096,5.810055513271981,0.8294393010116303,0.7255880475144401,0.8294393010116303
61,0.3103500200995626,-0.42611509362831573,0.3103500200995626,0.0442424139541984,-0.057473769042729106,0.0442424139541984
62,-0.9368340081839761,-1.0973556298176792,-0.9368340081839761,-0.133556181532358,-0.14801602615705867,-0.133556181532358
63,2.095823353133031,2.9812484829950807,2.9812484829950807,0.2988273895023711,0.4022529180426843,0.4022529180426843
64,2.1413720645365806,0.5632757020599188,2.1413720645365806,0.30532431684635114,0.0759742189801588,0.30532431684635114
65,-2.7766891441666797,-2.8959917698177633,-2.7766891441666797,-0.3959622391212234,-0.3907412299724134,-0.3907412299724134
66,0.016766123000707428,0.19937583199728554,0.19937583199728554,0.0023901102057692684,0.02689135562963967,0.02689135562963967
67,-2.833938312587205,-1.2818652594715738,-1.2818652594715738,-0.4041315789541945,-0.1729066513749263,-0.1729066513749263
68,-2.1399425783897352,-0.9179493188528536,-0.9179493188528536,-0.305120416942874,-0.12381506144941823,-0.12381506144941823
69,3.7070267041167906,3.814487816317416,3.814487816317416,0.5287651038519472,0.5148020378714996,0.5287651038519472
70,-0.2814600602563983,-0.05711726116047208,-0.05711726116047208,-0.04012393334465971,-0.007703833619459667,-0.007703833619459667
71,-6.616873685377372,-5.275339880508568,-5.275339880508568,-0.9450208290158321,-0.7123545440386253,-0.7123545440386253
72,1.3569603149310343,0.9483166663219598,1.3569603149310343,0.193457754358782,0.12791138067645216,0.193457754358782
73,-1.3982321937157627,0.39930042904004764,0.39930042904004764,-0.19934271805351697,0.05385699715165704,0.05385699715165704
74,-1.1619403593027076,-1.0642898197308168,-1.0642898197308168,-0.16565091361053833,-0.14355553873204616,-0.14355553873204616
75,1.615863537806853,2.4883302440250663,2.4883302440250663,0.23037628679843722,0.3357067111374906,0.3357067111374906
76,2.8794889576939453,3.1853485840950353,3.1853485840950353,0.41063180269461996,0.4298143219722105,0.4298143219722105
77,-0.8928394586245805,-0.815562768491766,-0.815562768491766,-0.12728383364283827,-0.11000411707477399,-0.11000411707477399
78,-2.6764519221703664,-3.9864591022846265,-2.6764519221703664,-0.3816593791539725,-0.5380414660124924,-0.3816593791539725
79,-4.246692443870161,-5.027556542674113,-4.246692443870161,-0.6058520618375027,-0.6788224915901659,-0.6058520618375027
80,-1.8528830555672762,-2.3936196255991793,-1.8528830555672762,-0.2641777046176402,-0.32292281967216446,-0.2641777046176402
81,-2.659730183949615,-2.758820608934685,-2.659730183949615,-0.3792734480555507,-0.3722213438690094,-0.3722213438690094
82,0.7060029211419101,1.8657353013502893,1.8657353013502893,0.10064701501762907,0.2516823463359066,0.2516823463359066
83,5.933111857708206,5.400570783828153,5.933111857708206,0.8470584982284943,0.7293059699974238,0.8470584982284943
84,0.882203746333066,0.6980768875804746,0.882203746333066,0.1257674987457704,0.09415677520242585,0.1257674987457704
85,5.236294558792112,6.002325795216323,6.002325795216323,0.7473293385186277,0.8108017936847675,0.8108017936847675
86,-2.718012540474558,-0.9122175240916128,-0.9122175240916128,-0.3875895482748271,-0.12304189011577002,-0.12304189011577002
87,2.811522359007342,1.5147550342274456,2.811522359007342,0.4009328283987502,0.204325967560612,0.4009328283987502
88,-1.4373037213285151,-1.9312618239852883,-1.4373037213285151,-0.20491401247115879,-0.2605243994553419,-0.20491401247115879
89,-5.563463244453701,-6.407704341164036,-5.563463244453701,-0.7941417899446365,-0.8657436484541227,-0.7941417899446365
90,5.152383975862525,5.842197180734366,5.842197180734366,0.7353264432639237,0.7891086072440108,0.7891086072440108
91,-3.247446426888988,-5.083069578005149,-3.247446426888988,-0.46314872956744746,-0.6863340342003265,-0.46314872956744746
92,-1.7112424628573428,-2.9896915169748404,-1.7112424628573428,-0.24397788029803374,-0.40339296849981365,-0.24397788029803374
93,-4.042070716922445,-4.68580744515209,-4.042070716922445,-0.5766185156482824,-0.6325913616481513,-0.5766185156482824
94,1.055974995427911,1.4886113440277342,1.4886113440277342,0.1505425710368045,0.2007987739562165,0.2007987739562165
95,-2.907841023317863,-3.1219609141265194,-2.907841023317863,-0.4146778425328822,-0.4212540675333417,-0.4146778425328822
96,-5.40248800801122,-5.52648998639526,-5.40248800801122,-0.7711062627478241,-0.7463534745133621,-0.7463534745133621
97,6.947400412828525,6.497019375130233,6.947400412828525,0.9924149282517134,0.8778534673173339,0.9924149282517134
98,-5.909445170019701,-5.004883928263066,-5.004883928263066,-0.8436696524153869,-0.6757547820162322,-0.6757547820162322
99,2.034005961205731,1.6992988247362568,2.034005961205731,0.2900101983021124,0.2292248500002415,0.2900101983021124
100,3.1268717293029207,3.6171374054132843,3.6171374054132843,0.44593797874338664,0.48813769953495906,0.48813769953495906
101,-1.4697604238109792,-1.3414184657248143,-1.3414184657248143,-0.20954214463976803,-0.18094077332999373,-0.18094077332999373
102,-0.5623965165180432,-0.796959137777052,-0.5623965165180432,-0.08017402504550218,-0.10749470137059255,-0.08017402504550218
103,-0.5012541287169473,-0.5461339525819527,-0.5012541287169473,-0.0714575031724386,-0.07366209360273446,-0.0714575031724386
104,-0.9831450437772985,-0.5010645423109071,-0.5010645423109071,-0.1401588639277827,-0.06758303553956066,-0.06758303553956066
105,-6.057878084409581,-7.2612807951721585,-6.057878084409581,-0.8649258494588489,-0.9815511450007026,-0.8649258494588489
106,0.4481546640966768,1.1114254787038207,1.1114254787038207,0.06388764385388544,0.14991402257776693,0.14991402257776693
107,-0.6577156236677844,-1.964944017561887,-0.6577156236677844,-0.0937629696088863,-0.26506953413357714,-0.0937629696088863
108,-0.18599263648770664,-1.1133220801264705,-0.18599263648770664,-0.02651439106233458,-0.15016987114663552,-0.02651439106233458
109,-1.7439874282520238,-1.5771123145969435,-1.5771123145969435,-0.24864763216728386,-0.21273908484616044,-0.21273908484616044
110,1.8402721673090512,2.4386058466329406,2.4386058466329406,0.2623791720444012,0.3289948970494789,0.3289948970494789
111,4.98249142917879,5.978463611165365,5.978463611165365,0.7110283606349621,0.8075687702193406,0.8075687702193406
112,-4.392374243504804,-5.302181653903871,-4.392374243504804,-0.6266689842906367,-0.7159876435533361,-0.6266689842906367
113,-2.96343559383159,-2.6993810310621362,-2.6993810310621362,-0.422611825992683,-0.3641967816827564,-0.3641967816827564
114,0.3549379052874093,0.7156391035214377,0.7156391035214377,0.050598770287767054,0.09652567130917458,0.09652567130917458
115,-2.500744148263553,-2.210893616564944,-2.210893616564944,-0.3565899396348285,-0.2982607797647117,-0.2982607797647117
116,-1.1098914505382018,-1.8935438020789601,-1.1098914505382018,-0.15822982179843273,-0.2554347510392286,-0.15822982179843273
117,3.8529442225445583,4.117959069117483,4.117959069117483,0.5496041696443859,0.5558144748136167,0.5558144748136167
118,1.1427671524595877,1.9941430573426673,1.9941430573426673,0.16291720016151331,0.26900976520652065,0.26900976520652065
119,1.9071460829094802,1.888987587340605,1.9071460829094802,0.27191668079873177,0.25481994423033,0.27191668079873177
120,-3.681859779145996,-3.5878367145972114,-3.5878367145972114,-0.5251712062221134,-0.4841792492112729,-0.4841792492112729
121,-5.214144223524613,-4.563874311026134,-4.563874311026134,-0.7441607396057923,-0.6161010699071976,-0.6161010699071976
122,0.11542304415190872,-0.19073717150005012,0.11542304415190872,0.01645424809907209,-0.025726189257515207,0.01645424809907209
123,-5.5457503619799935,-4.399018899134038,-4.399018899134038,-0.7916068261904173,-0.5938096076102728,-0.5938096076102728
124,-1.7295899522359328,-0.5077122129242337,-0.5077122129242337,-0.24659440323634862,-0.06847968527116757,-0.06847968527116757
125,2.994327068196123,3.5611428500707465,3.5611428500707465,0.42702053667138695,0.4805730656859967,0.4805730656859967
126,-1.29615247925359,-1.1765491353656916,-1.1765491353656916,-0.18478730671672466,-0.15869918117843038,-0.15869918117843038
127,3.8216735369498678,3.1081122784654416,3.8216735369498678,0.5451380316480362,0.4193839209439317,0.5451380316480362
128,-4.603311797168303,-4.000399316061961,-4.000399316061961,-0.6568165156499177,-0.539925457134594,-0.539925457134594
129,3.2891320112276983,4.061567474835932,4.061567474835932,0.46909929545598505,0.548192520997622,0.548192520997622
130,-1.731899056376956,-1.4578744006788789,-1.4578744006788789,-0.2469237044859978,-0.19665192254214445,-0.19665192254214445
131,-4.6104842777411035,-3.998776300535815,-3.998776300535815,-0.6578417465088838,-0.5397061085790866,-0.5397061085790866
132,-1.6748831027161433,-0.5457511749476752,-0.5457511749476752,-0.23879275796732594,-0.07361046358625857,-0.07361046358625857
133,1.7039019519546499,1.7177285410386225,1.7177285410386225,0.24293106088299765,0.23171151488839759,0.24293106088299765
134,-2.9985174865432738,-4.037474705640514,-2.9985174865432738,-0.42761858475562564,-0.5449362483030469,-0.42761858475562564
135,-3.520205888550424,-4.371676430718611,-3.520205888550424,-0.5020886263921028,-0.5901128036598715,-0.5020886263921028
136,1.4333930476735044,2.0707944641986358,2.0707944641986358,0.20435637744754445,0.27935367809219325,0.27935367809219325
137,0.22224224287369043,0.3268526230384083,0.3268526230384083,0.03168201454829061,0.044085257011122994,0.044085257011122994
138,2.166105290092018,1.214772984482086,2.166105290092018,0.30885225462924704,0.16385564322238408,0.30885225462924704
139,-3.4394046779708938,-4.800032982593121,-3.4394046779708938,-0.4905522676176186,-0.6480414232735968,-0.4905522676176186
140,-2.0870574180631176,-0.49834571620797674,-0.49834571620797674,-0.29757706174777443,-0.06721631561654938,-0.06721631561654938
141,-0.8425603329345157,-0.6439816955166335,-0.6439816955166335,-0.1201155634630459,-0.08686013907885279,-0.08686013907885279
142,1.9711752855601639,1.3901646922154296,1.9711752855601639,0.2810487670174163,0.18751708175663861,0.2810487670174163
143,-5.871105333328576,-5.993797483162753,-5.871105333328576,-0.8381800054606405,-0.8096463021394786,-0.8096463021394786
144,-1.7378558455306097,-1.798310458144224,-1.7378558455306097,-0.24777320348996187,-0.24258441988640247,-0.24258441988640247
145,4.296299325034257,3.8653427471101525,4.296299325034257,0.6129401703182521,0.5216739382776692,0.6129401703182521
146,0.23159675135649332,-1.7613197788202168,0.23159675135649332,0.03301556384804013,-0.237593225473149,0.03301556384804013
147,1.7112399783655534,0.44569618653825877,1.7112399783655534,0.2439775259877681,0.06011488062396748,0.2439775259877681
148,-2.240602280673599,-1.743461510281848,-1.743461510281848,-0.3194787679821336,-0.23518361833139348,-0.23518361833139348
149,-1.1723499259542767,-2.700084329765678,-1.1723499259542767,-0.16713511476819984,-0.3642917276961545,-0.16713511476819984
150,0.29558650092194294,0.6643522086491495,0.6643522086491495,0.04213776237518466,0.08960781027598573,0.08960781027598573
151,2.7599404238462784,3.0180755661270586,3.0180755661270586,0.3935722932772191,0.4072256780264844,0.4072256780264844
152,3.6722818109217443,3.1214142692673144,3.6722818109217443,0.523803471432076,0.42118024716797464,0.523803471432076
153,-0.9358050060634445,-2.7796106156023583,-0.9358050060634445,-0.13340947491339702,-0.3750281490956632,-0.13340947491339702
154,-2.296230092602463,-3.278740478695579,-2.296230092602463,-0.32741400713551094,-0.4424273222356163,-0.32741400713551094
155,4.416274028047635,4.963232055459786,4.963232055459786,0.6300844176808299,0.6701193189452883,0.6701193189452883
156,-0.9498321220567557,-0.9777739642812389,-0.9498321220567557,-0.13540934828950102,-0.13188496958590565,-0.13188496958590565
157,-0.9678182461391193,-0.17025181181494609,-0.17025181181494609,-0.1379736750740935,-0.022963164141010545,-0.022963164141010545
158,1.8949531719877604,3.206027121719296,3.206027121719296,0.27017771416349406,0.4326069703223057,0.4326069703223057
159,-0.18490001367560788,0.1373517991901829,0.1373517991901829,-0.026358630528780416,0.01852567993657001,0.01852567993657001
160,1.0140393119010138,0.08869579995978161,1.0140393119010138,0.14456358056153565,0.011963070416866584,0.14456358056153565
161,3.2464888675183685,1.8764218125258754,3.2464888675183685,0.46301204155180603,0.2531243497447514,0.46301204155180603
162,2.5531603530793543,3.8507439529491854,3.8507439529491854,0.3640682202425293,0.5197012049561756,0.5197012049561756
163,-1.9217793273046802,-2.608744610411477,-1.9217793273046802,-0.27400370404861396,-0.3519611508856504,-0.27400370404861396
164,2.780836154241528,1.5297565769696184,2.780836154241528,0.39655399789351237,0.2063499266206119,0.39655399789351237
165,-0.04031351165005009,1.2823760985188728,1.2823760985188728,-0.0057469303476977455,0.17297556628074837,0.17297556628074837
166,-6.001342756921753,-5.211693829774338,-5.211693829774338,-0.8568291951917603,-0.7037404119631961,-0.7037404119631961
167,4.453654336376216,4.903635863173383,4.903635863173383,0.635426488251247,0.6620565137044003,0.6620565137044003
168,0.31372522993915347,-0.2519331450363144,0.31372522993915347,0.0447235760422919,-0.033980199375381985,0.0447235760422919
169,2.785055555902126,2.4906634566836425,2.785055555902126,0.3971560883767124,0.3360216539736555,0.3971560883767124
170,-4.022101896778972,-4.751660272208911,-4.022101896778972,-0.5737659775391234,-0.6414983091188333,-0.5737659775391234
171,0.402359769292548,0.022346485648478513,0.402359769292548,0.057359160760135475,0.0030140378585252945,0.057359160760135475
172,-1.5263552979372899,-1.7945005102190161,-1.5263552979372899,-0.21761237047144905,-0.24207033545922604,-0.21761237047144905
173,2.918314945499438,1.3214686394762982,2.918314945499438,0.41617256645854006,0.17824939204247578,0.41617256645854006
174,2.969096886466768,5.177794117611446,5.177794117611446,0.42341977590761964,0.699152572151367,0.699152572151367
175,0.9348099334524839,-0.47545324697797803,0.9348099334524839,0.1332676057175224,-0.06412854502474717,0.1332676057175224
176,1.397710184578898,0.371564808322475,1.397710184578898,0.1992682841572649,0.050116016577587706,0.1992682841572649
177,-0.5442091261850354,-0.8535793034222735,-0.5442091261850354,-0.07758120436832874,-0.11513214012742759,-0.07758120436832874
178,1.2102372161690034,0.8304654033361591,1.2102372161690034,0.17253714232976677,0.11201431791010436,0.17253714232976677
179,-0.19527329902404453,0.3119653767526141,0.3119653767526141,-0.02783741058048174,0.04207727694556514,0.04207727694556514
180,3.053904079176584,4.83607942316554,4.83607942316554,0.43552342772282754,0.6529174780479169,0.6529174780479169
181,-0.3940602270320578,-0.512767111077946,-0.3940602270320578,-0.056175988099821966,-0.0691614995055636,-0.056175988099821966
182,0.6353917293300918,2.425425588083864,2.425425588083864,0.09058039788493741,0.3272158562388173,0.3272158562388173
183,-2.50621429123175,-2.2724935932438663,-2.2724935932438663,-0.3573703595774582,-0.30657447369003954,-0.30657447369003954
184,4.0363949955122616,5.638647755758565,5.638647755758565,0.5758077351545763,0.7615404070400842,0.7615404070400842
185,6.153258134806402,6.633509261322133,6.633509261322133,0.8785872132053836,0.8963629383399304,0.8963629383399304
186,-0.5038501824648078,1.0228343204605956,1.0228343204605956,-0.07182759784037686,0.13796336069510365,0.13796336069510365
187,3.626907138357589,2.205225444823237,3.626907138357589,0.51732412884852,0.29749580289274546,0.51732412884852
188,-1.0816764932220828,-1.0040401801224754,-1.0040401801224754,-0.15420700139771767,-0.1354281274548588,-0.1354281274548588
189,2.673811341992065,2.047600099243605,2.673811341992065,0.3812826077762789,0.2762236145780549,0.3812826077762789
190,11.273315555188029,11.255380414939843,11.273315555188029,1.615759803411474,1.526208883958737,1.615759803411474
191,2.0213534087421086,1.128457387082698,2.0213534087421086,0.28820556347060916,0.15221160528877292,0.28820556347060916
192,0.8394409751720937,1.501436003580078,1.501436003580078,0.11967084074206928,0.20252901720889105,0.20252901720889105
193,0.3450841294504755,-0.9070743521229704,0.3450841294504755,0.049194034385323014,-0.12234811995431075,0.049194034385323014
194,2.8838204126757536,3.6593147238046946,3.6593147238046946,0.4112499264539342,0.49383593551142113,0.49383593551142113
195,-1.0065452098092889,0.013819385412300909,0.013819385412300909,-0.14349511394996448,0.0018639239714009026,0.0018639239714009026
196,2.6186181645467936,1.8506157460983816,2.6186181645467936,0.37340751830777175,0.2496421745572748,0.37340751830777175
197,-4.004872244808376,-5.487106391304942,-4.004872244808376,-0.5713047751829075,-0.7410212296723202,-0.5713047751829075
198,0.900970782497264,-0.3459678243891274,0.900970782497264,0.1284431200094919,-0.046663503941581544,0.1284431200094919
199,0.32912275435195903,-0.4828708738166421,0.32912275435195903,0.0469186130741119,-0.06512904471659753,0.0469186130741119
200,0.8838864803646619,0.5402129562171235,0.8838864803646619,0.12600740611664027,0.07286345492357928,0.12600740611664027
201,0.19713769219501423,-0.37135703300557127,0.19713769219501423,0.0281031921683276,-0.05008799187988366,0.0281031921683276
202,1.6958126001446066,2.223745175651062,2.223745175651062,0.24177745420951427,0.29999523604477135,0.29999523604477135
203,-2.3246614489819257,-1.3404473059197028,-1.3404473059197028,-0.33146980393707176,-0.18080975616700534,-0.18080975616700534
204,-1.280831839969981,-1.130999980938426,-1.130999980938426,-0.1826028000400592,-0.15255459890312542,-0.15255459890312542
205,-1.2944002198061317,-0.02888331286593017,-0.02888331286593017,-0.18453745872599106,-0.0038957087502163937,-0.0038957087502163937
206,3.204062350180837,3.9912498492676427,3.9912498492676427,0.456955922557575,0.538688922607133,0.538688922607133
207,1.5023950144247704,1.147110280927516,1.5023950144247704,0.21419569892411722,0.15472786959758109,0.21419569892411722
208,-1.1285132263440838,0.2518952846278199,0.2518952846278199,-0.16088488698301576,0.03397509281800325,0.03397509281800325
209,-0.647766989809728,-0.40905275420636567,-0.40905275420636567,-0.09234465645985612,-0.055172393222792084,-0.055172393222792084
210,-5.745835709059453,-7.64733197437072,-5.745835709059453,-0.820245588211318,-1.0339861506273833,-0.820245588211318
211,-2.981874704009608,-2.6883884756265535,-2.6883884756265535,-0.4252433714838356,-0.36271278181619554,-0.36271278181619554
212,-0.6520885264504922,-1.2480939785703717,-0.6520885264504922,-0.09296075003431335,-0.1683507507907195,-0.09296075003431335
213,2.8619655656559635,3.296344067857033,3.296344067857033,0.40813113286126707,0.44480487490817416,0.44480487490817416
214,-1.085570443383371,-1.0749752773491925,-1.0749752773491925,-0.15476218953150822,-0.14499697339640963,-0.14499697339640963
215,2.813558410023364,4.024389837709382,4.024389837709382,0.40122337021846405,0.5431677885142115,0.5431677885142115
216,-0.0028658636434260435,1.0025414652735134,1.0025414652735134,-0.00040854584350768727,0.1352259590204381,0.1352259590204381
217,1.3305416601109494,1.668281262442853,1.668281262442853,0.18969075814485611,0.2250397898449968,0.2250397898449968
218,-3.151806350891798,-3.958548994067508,-3.151806350891798,-0.44949699292671336,-0.5342695514925653,-0.44949699292671336
219,-4.593552589973898,-3.8101395132457614,-3.8101395132457614,-0.6554215531308023,-0.5142144780974369,-0.5142144780974369
220,-0.13751204719094354,-0.6418719491448989,-0.13751204719094354,-0.019603172752619854,-0.08657556702772,-0.019603172752619854
221,-1.973703065369277,-4.335030902535757,-1.973703065369277,-0.2814092944243578,-0.5851583653758228,-0.2814092944243578
222,3.071298903240227,2.03180702657045,3.071298903240227,0.4380061080840247,0.27409237173017137,0.4380061080840247
223,5.916919232037708,6.4217932388440415,6.4217932388440415,0.8447398543832848,0.8676537813457271,0.8676537813457271
224,0.7489727881079515,-0.174868515969978,0.7489727881079515,0.10677303440094582,-0.023585855916666718,0.10677303440094582
225,0.3343564625988444,0.45301940637861243,0.45301940637861243,0.04766471958279338,0.06110264313893271,0.06110264313893271
226,3.9645886360787714,4.073314356041074,4.073314356041074,0.5655505541583381,0.5497802068046086,0.5655505541583381
227,0.22329190239911806,1.6726335749004504,1.6726335749004504,0.031831650672493855,0.22562702448398467,0.22562702448398467
228,-3.8316502477897583,-4.401515730738545,-3.8316502477897583,-0.5465629094722823,-0.5941471941385027,-0.5465629094722823
229,-1.5798695290720053,-0.39288755079663906,-0.39288755079663906,-0.22524346983320812,-0.05299202722414637,-0.05299202722414637
230,0.9744466918841476,0.8951664196645964,0.9744466918841476,0.138918712032148,0.12074184424072194,0.138918712032148
231,-0.012249236801368538,-1.7064766443105794,-0.012249236801368538,-0.001746201297032557,-0.23019332876311327,-0.001746201297032557
232,-1.9737030799321487,-2.219348337398979,-1.9737030799321487,-0.28140929650140484,-0.299401833981544,-0.28140929650140484
233,-0.19962792188964945,2.041358100510909,2.041358100510909,-0.028458190933929664,0.27538126755776726,0.27538126755776726
234,5.082993705432487,6.123527824510954,6.123527824510954,0.7254015847065758,0.8272249424708832,0.8272249424708832
235,-2.102683232942851,-1.0137002306715124,-1.0137002306715124,-0.2998058514218142,-0.13673121726645748,-0.13673121726645748
236,-1.7256093445399585,-2.2700717270490642,-1.7256093445399585,-0.24602672971239314,-0.30624760682741126,-0.24602672971239314
237,-1.3474330869198976,-3.0945385603490982,-1.3474330869198976,-0.19209927735652957,-0.41755091937972977,-0.19209927735652957
238,-4.664232614057392,-3.3442930845885477,-3.3442930845885477,-0.6655247817593999,-0.45128107793583216,-0.45128107793583216
