date,time_utc,type,source,confidence,note
2016-07-08,2016-07-08T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-07-15,2016-07-15T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-07-27,2016-07-27T18:00:00Z,FOMC,verified_web,high,"fomchistorical2016.htm; statement release time scraped: 14:00 ET"
2016-07-29,2016-07-29T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2016 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2016-08-05,2016-08-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-08-16,2016-08-16T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-09-02,2016-09-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-09-16,2016-09-16T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-09-21,2016-09-21T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2016 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2016-09-21,2016-09-21T18:00:00Z,FOMC,verified_web,high,"fomchistorical2016.htm; statement release time scraped: 14:00 ET"
2016-10-07,2016-10-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-10-18,2016-10-18T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-11-01,2016-11-01T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2016 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2016-11-02,2016-11-02T18:00:00Z,FOMC,verified_web,high,"fomchistorical2016.htm; statement release time scraped: 14:00 ET"
2016-11-04,2016-11-04T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-11-17,2016-11-17T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-12-02,2016-12-02T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-12-14,2016-12-14T19:00:00Z,FOMC,verified_web,high,"fomchistorical2016.htm; statement release time scraped: 14:00 ET"
2016-12-15,2016-12-15T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2016 (08:30 ET)"
2016-12-20,2016-12-20T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2016 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2017-01-06,2017-01-06T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-01-18,2017-01-18T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-01-31,2017-01-31T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2017 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2017-02-01,2017-02-01T19:00:00Z,FOMC,verified_web,high,"fomchistorical2017.htm; statement release time scraped: 14:00 ET"
2017-02-03,2017-02-03T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-02-15,2017-02-15T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-03-10,2017-03-10T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-03-15,2017-03-15T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-03-15,2017-03-15T18:00:00Z,FOMC,verified_web,high,"fomchistorical2017.htm; statement release time scraped: 14:00 ET"
2017-03-16,2017-03-16T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2017 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2017-04-07,2017-04-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-04-14,2017-04-14T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-04-27,2017-04-27T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2017 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2017-05-03,2017-05-03T18:00:00Z,FOMC,verified_web,high,"fomchistorical2017.htm; statement release time scraped: 14:00 ET"
2017-05-05,2017-05-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-05-12,2017-05-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-06-02,2017-06-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-06-14,2017-06-14T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-06-14,2017-06-14T18:00:00Z,FOMC,verified_web,high,"fomchistorical2017.htm; statement release time scraped: 14:00 ET"
2017-06-16,2017-06-16T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2017 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2017-07-07,2017-07-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-07-14,2017-07-14T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-07-20,2017-07-20T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2017 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2017-07-26,2017-07-26T18:00:00Z,FOMC,verified_web,high,"fomchistorical2017.htm; statement release time scraped: 14:00 ET"
2017-08-04,2017-08-04T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-08-11,2017-08-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-09-01,2017-09-01T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-09-14,2017-09-14T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-09-20,2017-09-20T18:00:00Z,FOMC,verified_web,high,"fomchistorical2017.htm; statement release time scraped: 14:00 ET"
2017-09-21,2017-09-21T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2017 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2017-10-06,2017-10-06T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-10-13,2017-10-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-10-31,2017-10-31T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2017 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2017-11-01,2017-11-01T18:00:00Z,FOMC,verified_web,high,"fomchistorical2017.htm; statement release time scraped: 14:00 ET"
2017-11-03,2017-11-03T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-11-15,2017-11-15T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-12-08,2017-12-08T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-12-13,2017-12-13T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2017 (08:30 ET)"
2017-12-13,2017-12-13T19:00:00Z,FOMC,verified_web,high,"fomchistorical2017.htm; statement release time scraped: 14:00 ET"
2017-12-21,2017-12-21T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2017 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2018-01-05,2018-01-05T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-01-12,2018-01-12T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-01-23,2018-01-23T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2018 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2018-01-31,2018-01-31T19:00:00Z,FOMC,verified_web,high,"fomchistorical2018.htm; statement release time scraped: 14:00 ET"
2018-02-02,2018-02-02T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-02-14,2018-02-14T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-03-09,2018-03-09T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2018 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2018-03-09,2018-03-09T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-03-13,2018-03-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-03-21,2018-03-21T18:00:00Z,FOMC,verified_web,high,"fomchistorical2018.htm; statement release time scraped: 14:00 ET"
2018-04-06,2018-04-06T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-04-11,2018-04-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-04-27,2018-04-27T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2018 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2018-05-02,2018-05-02T18:00:00Z,FOMC,verified_web,high,"fomchistorical2018.htm; statement release time scraped: 14:00 ET"
2018-05-04,2018-05-04T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-05-10,2018-05-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-06-01,2018-06-01T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-06-12,2018-06-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-06-13,2018-06-13T18:00:00Z,FOMC,verified_web,high,"fomchistorical2018.htm; statement release time scraped: 14:00 ET"
2018-06-15,2018-06-15T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2018 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2018-07-06,2018-07-06T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-07-12,2018-07-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-07-31,2018-07-31T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2018 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2018-08-01,2018-08-01T18:00:00Z,FOMC,verified_web,high,"fomchistorical2018.htm; statement release time scraped: 14:00 ET"
2018-08-03,2018-08-03T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-08-10,2018-08-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-09-07,2018-09-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-09-13,2018-09-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-09-19,2018-09-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2018 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2018-09-26,2018-09-26T18:00:00Z,FOMC,verified_web,high,"fomchistorical2018.htm; statement release time scraped: 14:00 ET"
2018-10-05,2018-10-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-10-11,2018-10-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-10-31,2018-10-31T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2018 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2018-11-02,2018-11-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-11-08,2018-11-08T19:00:00Z,FOMC,verified_web,high,"fomchistorical2018.htm; statement release time scraped: 14:00 ET"
2018-11-14,2018-11-14T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-12-07,2018-12-07T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-12-12,2018-12-12T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2018 (08:30 ET)"
2018-12-19,2018-12-19T19:00:00Z,FOMC,verified_web,high,"fomchistorical2018.htm; statement release time scraped: 14:00 ET"
2018-12-20,2018-12-20T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2018 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2019-01-04,2019-01-04T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-01-11,2019-01-11T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-01-23,2019-01-23T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2019 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2019-01-30,2019-01-30T19:00:00Z,FOMC,verified_web,high,"fomchistorical2019.htm; statement release time scraped: 14:00 ET"
2019-02-01,2019-02-01T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-02-13,2019-02-13T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-03-08,2019-03-08T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-03-12,2019-03-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-03-15,2019-03-15T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2019 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2019-03-20,2019-03-20T18:00:00Z,FOMC,verified_web,high,"fomchistorical2019.htm; statement release time scraped: 14:00 ET"
2019-04-05,2019-04-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-04-10,2019-04-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-04-25,2019-04-25T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2019 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2019-05-01,2019-05-01T18:00:00Z,FOMC,verified_web,high,"fomchistorical2019.htm; statement release time scraped: 14:00 ET"
2019-05-03,2019-05-03T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-05-10,2019-05-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-06-07,2019-06-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-06-12,2019-06-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-06-19,2019-06-19T18:00:00Z,FOMC,verified_web,high,"fomchistorical2019.htm; statement release time scraped: 14:00 ET"
2019-06-20,2019-06-20T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2019 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2019-07-05,2019-07-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-07-11,2019-07-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-07-30,2019-07-30T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2019 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2019-07-31,2019-07-31T18:00:00Z,FOMC,verified_web,high,"fomchistorical2019.htm; statement release time scraped: 14:00 ET"
2019-08-02,2019-08-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-08-13,2019-08-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-09-06,2019-09-06T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-09-12,2019-09-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-09-18,2019-09-18T18:00:00Z,FOMC,verified_web,high,"fomchistorical2019.htm; statement release time scraped: 14:00 ET"
2019-09-19,2019-09-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2019 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2019-10-04,2019-10-04T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-10-10,2019-10-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-10-11,2019-10-11T15:00:00Z,FOMC,verified_web,high,"fomchistorical2019.htm; statement release time scraped: 11:00 ET  [OFF-SCHEDULE TIME -- unscheduled/emergency statement]"
2019-10-30,2019-10-30T18:00:00Z,FOMC,verified_web,high,"fomchistorical2019.htm; statement release time scraped: 14:00 ET"
