観測量,群,h,n1,n2,実群,対照(i),対照(ii),差(ii),差(i),対照(i)SE,走行,対照(ii)の軸の作り方,t,ブートストラップSE,有限な複製の本数,CI下限,CI上限,MDE(α=0.05/576),MDEとの比較,検出力,バー近傍,隣の分位,判定
reach_back_vwap_30m,C_SELL,30,12097,10643,0.216087,,0.210655,0.005432,,,gap60_w8,inherit,0.7742,0.007016,2000,-0.022105,0.032968,0.028412,<,,,,検出されず(MDE = 0.028412 割合)
reach_back_vwap_30m,C_BUY,30,9101,7556,0.181409,,0.184092,-0.002683,,,gap60_w8,inherit,-0.3538,0.007585,2000,-0.032455,0.027088,0.029238,<,,,,検出されず(MDE = 0.029238 割合)
reach_back_vwap_60m,全体,60,21198,18199,0.279130,0.371410,0.300291,-0.021161,-0.092280,0.003305,gap60_w8,own,-3.1310,0.006759,2000,-0.047687,0.005365,0.022776,<,,,,検出されず(MDE = 0.022776 割合)
reach_back_vwap_60m,A1_W8h_Q1,60,7150,4297,0.120420,0.165029,0.145916,-0.025496,-0.044610,0.016470,gap60_w8,own,-2.3622,0.010793,2000,-0.067857,0.016865,0.028329,<,,,"Q2:差=-0.000626,|t|=0.0626",検出されず(MDE = 0.028329 割合)
reach_back_vwap_60m,A1_W8h_Q2,60,6986,6863,0.278843,0.271369,0.279470,-0.000626,0.007475,0.006277,gap60_w8,own,-0.0626,0.010008,2000,-0.039906,0.038653,0.039354,<,,,"Q1:差=-0.025496,|t|=2.3622 Q3:差=0.025270,|t|=2.6214",検出されず(MDE = 0.039354 割合)
reach_back_vwap_60m,A1_W8h_Q3,60,7062,7039,0.440102,0.409716,0.414832,0.025270,0.030386,0.003906,gap60_w8,own,2.6214,0.009640,2000,-0.012565,0.063105,0.040061,<,,,"Q2:差=-0.000626,|t|=0.0626",検出されず(MDE = 0.040061 割合)
reach_back_vwap_60m,A1_W24h_Q1,60,7073,4474,0.072247,0.053558,0.075324,-0.003078,0.018689,0.006230,gap60_w24,own,-0.3576,0.008607,2000,-0.036856,0.030701,0.033239,<,,,"Q2:差=0.037626,|t|=4.6323",検出されず(MDE = 0.033239 割合)
reach_back_vwap_60m,A1_W24h_Q2,60,7128,6988,0.200477,0.134016,0.162851,0.037626,0.066461,0.004275,gap60_w24,own,4.6323,0.008123,2000,0.005747,0.069506,0.032599,≥,,,"Q1:差=-0.003078,|t|=0.3576 Q3:差=0.040299,|t|=4.5576",差あり(+)
reach_back_vwap_60m,A1_W24h_Q3,60,6997,6979,0.319566,0.264850,0.279266,0.040299,0.054716,0.003767,gap60_w24,own,4.5576,0.008842,2000,0.005596,0.075003,0.039152,≥,,,"Q2:差=0.037626,|t|=4.6323",差あり(+)
reach_back_vwap_60m,A2_W8h_Q1,60,7066,11286,0.436456,,0.353270,0.083187,,,gap60_w8,partner_sign,8.2901,0.010034,2000,0.043804,0.122570,0.036124,≥,,,"Q2:差=-0.002742,|t|=0.2411",差あり(+)
reach_back_vwap_60m,A2_W8h_Q2,60,7066,4075,0.286584,,0.289325,-0.002742,,,gap60_w8,partner_sign,-0.2411,0.011372,2000,-0.047373,0.041890,0.041548,<,,,"Q1:差=0.083187,|t|=8.2901 Q3:差=0.008995,|t|=0.9527",検出されず(MDE = 0.041548 割合)
reach_back_vwap_60m,A2_W8h_Q3,60,7066,2838,0.114350,,0.105356,0.008995,,,gap60_w8,partner_sign,0.9527,0.009441,2000,-0.028061,0.046050,0.032356,<,,,"Q2:差=-0.002742,|t|=0.2411",検出されず(MDE = 0.032356 割合)
reach_back_vwap_60m,A2_W24h_Q1,60,7066,9474,0.276960,,0.218176,0.058784,,,gap60_w24,partner_sign,6.7837,0.008666,2000,0.024774,0.092794,0.035266,≥,,,"Q2:差=0.018287,|t|=1.9129",差あり(+)
reach_back_vwap_60m,A2_W24h_Q2,60,7066,4785,0.244410,,0.226123,0.018287,,,gap60_w24,partner_sign,1.9129,0.009560,2000,-0.019234,0.055807,0.039836,<,,,"Q1:差=0.058784,|t|=6.7837 Q3:差=0.003871,|t|=0.5250",検出されず(MDE = 0.039836 割合)
reach_back_vwap_60m,A2_W24h_Q3,60,7066,4182,0.069629,,0.065758,0.003871,,,gap60_w24,partner_sign,0.5250,0.007374,2000,-0.025070,0.032812,0.019529,<,,,"Q2:差=0.018287,|t|=1.9129",検出されず(MDE = 0.019529 割合)
reach_back_vwap_60m,A3_W8h_Q1,60,7066,10644,0.509057,,0.388858,0.120200,,,gap60_w8,partner_sign,11.0107,0.010917,2000,0.077354,0.163045,0.035655,≥,,,"Q2:差=0.022244,|t|=2.2255",差あり(+)
reach_back_vwap_60m,A3_W8h_Q2,60,7066,5041,0.257713,,0.235469,0.022244,,,gap60_w8,partner_sign,2.2255,0.009995,2000,-0.016984,0.061472,0.032376,<,,,"Q1:差=0.120200,|t|=11.0107 Q3:差=0.015329,|t|=2.1054",検出されず(MDE = 0.032376 割合)
reach_back_vwap_60m,A3_W8h_Q3,60,7066,2514,0.070620,,0.055290,0.015329,,,gap60_w8,partner_sign,2.1054,0.007281,2000,-0.013247,0.043906,0.013342,≥,,,"Q2:差=0.022244,|t|=2.2255",検出されず(MDE = 0.013342 割合)
reach_back_vwap_60m,A3_W24h_Q1,60,7066,8623,0.300453,,0.231590,0.068863,,,gap60_w24,partner_sign,7.0765,0.009731,2000,0.030670,0.107056,0.036189,≥,,,"Q2:差=0.029038,|t|=3.0306",差あり(+)
reach_back_vwap_60m,A3_W24h_Q2,60,7066,5688,0.266204,,0.237166,0.029038,,,gap60_w24,partner_sign,3.0306,0.009582,2000,-0.008568,0.066645,0.033966,<,,,"Q1:差=0.068863,|t|=7.0765 Q3:差=0.005456,|t|=1.4298",検出されず(MDE = 0.033966 割合)
reach_back_vwap_60m,A3_W24h_Q3,60,7066,4130,0.024342,,0.018886,0.005456,,,gap60_w24,partner_sign,1.4298,0.003816,2000,-0.009520,0.020431,0.018753,<,,,"Q2:差=0.029038,|t|=3.0306",検出されず(MDE = 0.018753 割合)
reach_back_vwap_60m,A4_W8h_Q1,60,4984,7989,0.418138,,0.328076,0.090062,,,gap60_w8,partner_sign,7.7608,0.011605,2000,0.044516,0.135608,0.042800,≥,,,"Q2:差=-0.009901,|t|=0.7994",差あり(+)
reach_back_vwap_60m,A4_W8h_Q2,60,4983,3004,0.271724,,0.281625,-0.009901,,,gap60_w8,partner_sign,-0.7994,0.012385,2000,-0.058508,0.038706,0.049611,<,,,"Q1:差=0.090062,|t|=7.7608 Q3:差=-0.026241,|t|=1.8808",検出されず(MDE = 0.049611 割合)
reach_back_vwap_60m,A4_W8h_Q3,60,4983,1914,0.119005,,0.145246,-0.026241,,,gap60_w8,partner_sign,-1.8808,0.013952,2000,-0.080998,0.028517,0.035583,<,,,"Q2:差=-0.009901,|t|=0.7994",検出されず(MDE = 0.035583 割合)
reach_back_vwap_60m,A4_W24h_Q1,60,4976,6578,0.283762,,0.215111,0.068651,,,gap60_w24,partner_sign,6.9246,0.009914,2000,0.029741,0.107562,0.041730,≥,,,"Q2:差=0.005781,|t|=0.5769",差あり(+)
reach_back_vwap_60m,A4_W24h_Q2,60,4976,3506,0.231109,,0.225328,0.005781,,,gap60_w24,partner_sign,0.5769,0.010020,2000,-0.033547,0.045110,0.047434,<,,,"Q1:差=0.068651,|t|=6.9246 Q3:差=-0.000047,|t|=0.0054",検出されず(MDE = 0.047434 割合)
reach_back_vwap_60m,A4_W24h_Q3,60,4976,2851,0.076768,,0.076815,-0.000047,,,gap60_w24,partner_sign,-0.0054,0.008602,2000,-0.033809,0.033715,0.031724,<,,,"Q2:差=0.005781,|t|=0.5769",検出されず(MDE = 0.031724 割合)
reach_back_vwap_60m,A5_W8h_Q1,60,4984,7655,0.491573,,0.372959,0.118614,,,gap60_w8,partner_sign,8.9496,0.013254,2000,0.066597,0.170632,0.042713,≥,,,"Q2:差=0.032848,|t|=2.8724",差あり(+)
reach_back_vwap_60m,A5_W8h_Q2,60,4983,3452,0.244030,,0.211182,0.032848,,,gap60_w8,partner_sign,2.8724,0.011436,2000,-0.012036,0.077731,0.042537,<,,,"Q1:差=0.118614,|t|=8.9496 Q3:差=-0.016195,|t|=1.6635",検出されず(MDE = 0.042537 割合)
reach_back_vwap_60m,A5_W8h_Q3,60,4983,1800,0.073249,,0.089444,-0.016195,,,gap60_w8,partner_sign,-1.6635,0.009736,2000,-0.054407,0.022016,0.015467,≥,,,"Q2:差=0.032848,|t|=2.8724",検出されず(MDE = 0.015467 割合)
reach_back_vwap_60m,A5_W24h_Q1,60,4976,6012,0.312098,,0.235196,0.076902,,,gap60_w24,partner_sign,7.1316,0.010783,2000,0.034580,0.119224,0.043150,≥,,,"Q2:差=0.015026,|t|=1.2636",差あり(+)
reach_back_vwap_60m,A5_W24h_Q2,60,4976,3991,0.251809,,0.236783,0.015026,,,gap60_w24,partner_sign,1.2636,0.011891,2000,-0.031644,0.061696,0.041361,<,,,"Q1:差=0.076902,|t|=7.1316 Q3:差=0.005564,|t|=1.0791",検出されず(MDE = 0.041361 割合)
reach_back_vwap_60m,A5_W24h_Q3,60,4976,2932,0.027733,,0.022169,0.005564,,,gap60_w24,partner_sign,1.0791,0.005156,2000,-0.014673,0.025801,0.018675,<,,,"Q2:差=0.015026,|t|=1.2636",検出されず(MDE = 0.018675 割合)
reach_back_vwap_60m,E_W8h_Q1,60,4384,3099,0.065922,,0.184253,-0.118331,,,gap60_w8,inherit,-9.0135,0.013128,2000,-0.169857,-0.066806,0.040356,≥,,,"Q2:差=-0.045272,|t|=4.2118",差あり(−)
reach_back_vwap_60m,E_W8h_Q2,60,4383,3788,0.190737,,0.236008,-0.045272,,,gap60_w8,inherit,-4.2118,0.010749,2000,-0.087458,-0.003085,0.044096,≥,,,"Q1:差=-0.118331,|t|=9.0135 Q3:差=0.143966,|t|=12.5952",差あり(−)
reach_back_vwap_60m,E_W8h_Q3,60,4384,4325,0.565237,,0.421272,0.143966,,,gap60_w8,inherit,12.5952,0.011430,2000,0.099105,0.188826,0.050983,≥,,,"Q2:差=-0.045272,|t|=4.2118",差あり(+)
reach_back_vwap_60m,E_W24h_Q1,60,3882,2621,0.018805,,0.075544,-0.056739,,,gap60_w24,inherit,-6.0204,0.009425,2000,-0.093728,-0.019750,0.021992,≥,,,"Q2:差=-0.053745,|t|=5.1722",差あり(−)
reach_back_vwap_60m,E_W24h_Q2,60,3882,3372,0.110252,,0.163998,-0.053745,,,gap60_w24,inherit,-5.1722,0.010391,2000,-0.094528,-0.012962,0.036248,≥,,,"Q1:差=-0.056739,|t|=6.0204 Q3:差=0.151230,|t|=10.6987",差あり(−)
reach_back_vwap_60m,E_W24h_Q3,60,3882,3814,0.503091,,0.351862,0.151230,,,gap60_w24,inherit,10.6987,0.014135,2000,0.095752,0.206708,0.052087,≥,,,"Q2:差=-0.053745,|t|=5.1722",差あり(+)
reach_back_vwap_60m,B1_Q1,60,12029,11000,0.314157,,0.315273,-0.001115,,,gap60_w8,inherit,-0.1554,0.007177,2000,-0.029284,0.027053,0.030684,<,,,"Q2:差=-0.020642,|t|=1.9761",検出されず(MDE = 0.030684 割合)
reach_back_vwap_60m,B1_Q2,60,3906,3301,0.279570,,0.300212,-0.020642,,,gap60_w8,inherit,-1.9761,0.010446,2000,-0.061639,0.020355,0.051201,<,,,"Q1:差=-0.001115,|t|=0.1554 Q3:差=-0.059335,|t|=5.6646",検出されず(MDE = 0.051201 割合)
reach_back_vwap_60m,B1_Q3,60,5263,3898,0.198746,,0.258081,-0.059335,,,gap60_w8,inherit,-5.6646,0.010475,2000,-0.100446,-0.018224,0.042652,≥,,,"Q2:差=-0.020642,|t|=1.9761",差あり(−)
reach_back_vwap_60m,B2_Q1,60,7222,6536,0.310025,,0.310435,-0.000410,,,gap60_w8,inherit,-0.0464,0.008836,2000,-0.035088,0.034269,0.038609,<,,,"Q2:差=-0.022709,|t|=2.5732",検出されず(MDE = 0.038609 割合)
reach_back_vwap_60m,B2_Q2,60,6932,6039,0.283468,,0.306177,-0.022709,,,gap60_w8,inherit,-2.5732,0.008825,2000,-0.057345,0.011928,0.040548,<,,,"Q1:差=-0.000410,|t|=0.0464 Q3:差=-0.038998,|t|=4.2400",検出されず(MDE = 0.040548 割合)
reach_back_vwap_60m,B2_Q3,60,7044,5624,0.243186,,0.282183,-0.038998,,,gap60_w8,inherit,-4.2400,0.009198,2000,-0.075096,-0.002899,0.038921,≥,,,"Q2:差=-0.022709,|t|=2.5732",差あり(−)
reach_back_vwap_60m,D_Q1,60,5048,4101,0.282290,0.351412,0.282858,-0.000568,-0.069122,0.007178,gap60_w8,own,-0.0444,0.012800,2000,-0.050806,0.049670,0.048808,<,,,"Q2:差=-0.022916,|t|=1.8482",検出されず(MDE = 0.048808 割合)
reach_back_vwap_60m,D_Q2,60,5047,4910,0.281157,0.399411,0.304073,-0.022916,-0.118253,0.006100,gap60_w8,own,-1.8482,0.012399,2000,-0.071579,0.025747,0.044080,<,,,"Q1:差=-0.000568,|t|=0.0444 Q3:差=-0.030831,|t|=2.2492",検出されず(MDE = 0.044080 割合)
reach_back_vwap_60m,D_Q3,60,5048,4064,0.246236,0.353210,0.277067,-0.030831,-0.106974,0.007225,gap60_w8,own,-2.2492,0.013707,2000,-0.084629,0.022967,0.046745,<,,,"Q2:差=-0.022916,|t|=1.8482",検出されず(MDE = 0.046745 割合)
reach_back_vwap_60m,C_SELL,60,12097,10643,0.296272,,0.316546,-0.020274,,,gap60_w8,inherit,-2.3287,0.008706,2000,-0.054445,0.013896,0.030061,<,,,,検出されず(MDE = 0.030061 割合)
reach_back_vwap_60m,C_BUY,60,9101,7556,0.256345,,0.277395,-0.021050,,,gap60_w8,inherit,-2.3046,0.009134,2000,-0.056899,0.014799,0.034867,<,,,,検出されず(MDE = 0.034867 割合)
reach_back_vwap_240m,全体,240,21198,18199,0.494669,0.615867,0.558053,-0.063383,-0.121197,0.003327,gap60_w8,own,-7.3796,0.008589,2000,-0.097093,-0.029673,0.023368,≥,,,,差あり(−)
reach_back_vwap_240m,A1_W8h_Q1,240,7150,4297,0.347413,0.481336,0.447056,-0.099643,-0.133923,0.022168,gap60_w8,own,-6.0578,0.016449,2000,-0.164201,-0.035086,0.044741,≥,,,"Q2:差=-0.050176,|t|=4.0520",差あり(−)
reach_back_vwap_240m,A1_W8h_Q2,240,6986,6863,0.498855,0.546523,0.549031,-0.050176,-0.047668,0.007028,gap60_w8,own,-4.0520,0.012383,2000,-0.098777,-0.001575,0.037542,≥,,,"Q1:差=-0.099643,|t|=6.0578 Q3:差=0.005013,|t|=0.5169",差あり(−)
reach_back_vwap_240m,A1_W8h_Q3,240,7062,7039,0.639621,0.642145,0.634607,0.005013,-0.002525,0.003808,gap60_w8,own,0.5169,0.009700,2000,-0.033055,0.043082,0.034688,<,,,"Q2:差=-0.050176,|t|=4.0520",検出されず(MDE = 0.034688 割合)
reach_back_vwap_240m,A1_W24h_Q1,240,7073,4474,0.189594,0.190513,0.218373,-0.028779,-0.000918,0.010867,gap60_w24,own,-2.2158,0.012988,2000,-0.079754,0.022197,0.041607,<,,,"Q2:差=0.012258,|t|=1.3718",検出されず(MDE = 0.041607 割合)
reach_back_vwap_240m,A1_W24h_Q2,240,7128,6988,0.366723,0.334016,0.354465,0.012258,0.032707,0.005919,gap60_w24,own,1.3718,0.008936,2000,-0.022813,0.047329,0.040073,<,,,"Q1:差=-0.028779,|t|=2.2158 Q3:差=0.024778,|t|=2.5207",検出されず(MDE = 0.040073 割合)
reach_back_vwap_240m,A1_W24h_Q3,240,6997,6979,0.504216,0.471977,0.479438,0.024778,0.032239,0.004262,gap60_w24,own,2.5207,0.009830,2000,-0.013802,0.063358,0.038458,<,,,"Q2:差=0.012258,|t|=1.3718",検出されず(MDE = 0.038458 割合)
reach_back_vwap_240m,A2_W8h_Q1,240,7066,11286,0.637560,,0.612086,0.025474,,,gap60_w8,partner_sign,2.2315,0.011416,2000,-0.019330,0.070279,0.033498,<,,,"Q2:差=-0.026106,|t|=1.9114",検出されず(MDE = 0.033498 割合)
reach_back_vwap_240m,A2_W8h_Q2,240,7066,4075,0.522361,,0.548466,-0.026106,,,gap60_w8,partner_sign,-1.9114,0.013658,2000,-0.079710,0.027499,0.046584,<,,,"Q1:差=0.025474,|t|=2.2315 Q3:差=-0.032854,|t|=2.1737",検出されず(MDE = 0.046584 割合)
reach_back_vwap_240m,A2_W8h_Q3,240,7066,2838,0.324087,,0.356942,-0.032854,,,gap60_w8,partner_sign,-2.1737,0.015115,2000,-0.092176,0.026467,0.050377,<,,,"Q2:差=-0.026106,|t|=1.9114",検出されず(MDE = 0.050377 割合)
reach_back_vwap_240m,A2_W24h_Q1,240,7066,9474,0.435183,,0.411336,0.023846,,,gap60_w24,partner_sign,2.6293,0.009069,2000,-0.011750,0.059442,0.036384,<,,,"Q2:差=-0.008323,|t|=0.7034",検出されず(MDE = 0.036384 割合)
reach_back_vwap_240m,A2_W24h_Q2,240,7066,4785,0.441834,,0.450157,-0.008323,,,gap60_w24,partner_sign,-0.7034,0.011832,2000,-0.054761,0.038116,0.044234,<,,,"Q1:差=0.023846,|t|=2.6293 Q3:差=0.002897,|t|=0.2738",検出されず(MDE = 0.044234 割合)
reach_back_vwap_240m,A2_W24h_Q3,240,7066,4182,0.181998,,0.179101,0.002897,,,gap60_w24,partner_sign,0.2738,0.010582,2000,-0.038636,0.044431,0.045142,<,,,"Q2:差=-0.008323,|t|=0.7034",検出されず(MDE = 0.045142 割合)
reach_back_vwap_240m,A3_W8h_Q1,240,7066,10644,0.687659,,0.641488,0.046171,,,gap60_w8,partner_sign,4.1295,0.011181,2000,0.002289,0.090053,0.031333,≥,,,"Q2:差=0.002348,|t|=0.1918",差あり(+)
reach_back_vwap_240m,A3_W8h_Q2,240,7066,5041,0.538353,,0.536005,0.002348,,,gap60_w8,partner_sign,0.1918,0.012243,2000,-0.045703,0.050399,0.043728,<,,,"Q1:差=0.046171,|t|=4.1295 Q3:差=0.008990,|t|=0.5904",検出されず(MDE = 0.043728 割合)
reach_back_vwap_240m,A3_W8h_Q3,240,7066,2514,0.257996,,0.249006,0.008990,,,gap60_w8,partner_sign,0.5904,0.015228,2000,-0.050775,0.068756,0.049293,<,,,"Q2:差=0.002348,|t|=0.1918",検出されず(MDE = 0.049293 割合)
reach_back_vwap_240m,A3_W24h_Q1,240,7066,8623,0.443532,,0.426070,0.017463,,,gap60_w24,partner_sign,1.6744,0.010429,2000,-0.023469,0.058394,0.037249,<,,,"Q2:差=0.019240,|t|=1.8150",検出されず(MDE = 0.037249 割合)
reach_back_vwap_240m,A3_W24h_Q2,240,7066,5688,0.495330,,0.476090,0.019240,,,gap60_w24,partner_sign,1.8150,0.010600,2000,-0.022364,0.060844,0.041896,<,,,"Q1:差=0.017463,|t|=1.6744 Q3:差=0.018942,|t|=2.1955",検出されず(MDE = 0.041896 割合)
reach_back_vwap_240m,A3_W24h_Q3,240,7066,4130,0.120153,,0.101211,0.018942,,,gap60_w24,partner_sign,2.1955,0.008628,2000,-0.014920,0.052804,0.037508,<,,,"Q2:差=0.019240,|t|=1.8150",検出されず(MDE = 0.037508 割合)
reach_back_vwap_240m,A4_W8h_Q1,240,4984,7989,0.617777,,0.597697,0.020080,,,gap60_w8,partner_sign,1.5433,0.013011,2000,-0.030985,0.071145,0.038198,<,,,"Q2:差=-0.027437,|t|=1.8183",検出されず(MDE = 0.038198 割合)
reach_back_vwap_240m,A4_W8h_Q2,240,4983,3004,0.505519,,0.532956,-0.027437,,,gap60_w8,partner_sign,-1.8183,0.015089,2000,-0.086659,0.031784,0.054314,<,,,"Q1:差=0.020080,|t|=1.5433 Q3:差=-0.068917,|t|=3.5897",検出されず(MDE = 0.054314 割合)
reach_back_vwap_240m,A4_W8h_Q3,240,4983,1914,0.327112,,0.396029,-0.068917,,,gap60_w8,partner_sign,-3.5897,0.019199,2000,-0.144268,0.006434,0.064031,≥,,,"Q2:差=-0.027437,|t|=1.8183",検出されず(MDE = 0.064031 割合)
reach_back_vwap_240m,A4_W24h_Q1,240,4976,6578,0.448352,,0.411675,0.036677,,,gap60_w24,partner_sign,3.1651,0.011588,2000,-0.008803,0.082156,0.043065,<,,,"Q2:差=-0.016036,|t|=1.2992",検出されず(MDE = 0.043065 割合)
reach_back_vwap_240m,A4_W24h_Q2,240,4976,3506,0.406953,,0.422989,-0.016036,,,gap60_w24,partner_sign,-1.2992,0.012342,2000,-0.064477,0.032405,0.052269,<,,,"Q1:差=0.036677,|t|=3.1651 Q3:差=-0.016605,|t|=1.1682",検出されず(MDE = 0.052269 割合)
reach_back_vwap_240m,A4_W24h_Q3,240,4976,2851,0.200161,,0.216766,-0.016605,,,gap60_w24,partner_sign,-1.1682,0.014215,2000,-0.072396,0.039185,0.054956,<,,,"Q2:差=-0.016036,|t|=1.2992",検出されず(MDE = 0.054956 割合)
reach_back_vwap_240m,A5_W8h_Q1,240,4984,7655,0.681380,,0.639713,0.041668,,,gap60_w8,partner_sign,3.1418,0.013263,2000,-0.010385,0.093720,0.036823,≥,,,"Q2:差=0.018186,|t|=1.1716",検出されず(MDE = 0.036823 割合)
reach_back_vwap_240m,A5_W8h_Q2,240,4983,3452,0.521373,,0.503187,0.018186,,,gap60_w8,partner_sign,1.1716,0.015523,2000,-0.042737,0.079109,0.052464,<,,,"Q1:差=0.041668,|t|=3.1418 Q3:差=-0.030136,|t|=1.6855",検出されず(MDE = 0.052464 割合)
reach_back_vwap_240m,A5_W8h_Q3,240,4983,1800,0.247642,,0.277778,-0.030136,,,gap60_w8,partner_sign,-1.6855,0.017879,2000,-0.100307,0.040035,0.064133,<,,,"Q2:差=0.018186,|t|=1.1716",検出されず(MDE = 0.064133 割合)
reach_back_vwap_240m,A5_W24h_Q1,240,4976,6012,0.455989,,0.430472,0.025516,,,gap60_w24,partner_sign,2.1534,0.011849,2000,-0.020990,0.072022,0.043304,<,,,"Q2:差=0.006549,|t|=0.4881",検出されず(MDE = 0.043304 割合)
reach_back_vwap_240m,A5_W24h_Q2,240,4976,3991,0.484124,,0.477575,0.006549,,,gap60_w24,partner_sign,0.4881,0.013417,2000,-0.046110,0.059209,0.050441,<,,,"Q1:差=0.025516,|t|=2.1534 Q3:差=0.007918,|t|=0.7022",検出されず(MDE = 0.050441 割合)
reach_back_vwap_240m,A5_W24h_Q3,240,4976,2932,0.115354,,0.107435,0.007918,,,gap60_w24,partner_sign,0.7022,0.011277,2000,-0.036343,0.052180,0.045371,<,,,"Q2:差=0.006549,|t|=0.4881",検出されず(MDE = 0.045371 割合)
reach_back_vwap_240m,E_W8h_Q1,240,4384,3099,0.234489,,0.431429,-0.196940,,,gap60_w8,inherit,-10.0901,0.019518,2000,-0.273545,-0.120336,0.055484,≥,,,"Q2:差=-0.064312,|t|=4.3686",差あり(−)
reach_back_vwap_240m,E_W8h_Q2,240,4383,3788,0.466575,,0.530887,-0.064312,,,gap60_w8,inherit,-4.3686,0.014721,2000,-0.122090,-0.006533,0.052146,≥,,,"Q1:差=-0.196940,|t|=10.0901 Q3:差=0.084121,|t|=7.5871",差あり(−)
reach_back_vwap_240m,E_W8h_Q3,240,4384,4325,0.765739,,0.681618,0.084121,,,gap60_w8,inherit,7.5871,0.011087,2000,0.040605,0.127636,0.044214,≥,,,"Q2:差=-0.064312,|t|=4.3686",差あり(+)
reach_back_vwap_240m,E_W24h_Q1,240,3882,2621,0.094024,,0.176650,-0.082626,,,gap60_w24,inherit,-5.1097,0.016170,2000,-0.146092,-0.019161,0.052783,≥,,,"Q2:差=-0.046487,|t|=3.4573",差あり(−)
reach_back_vwap_240m,E_W24h_Q2,240,3882,3372,0.313241,,0.359727,-0.046487,,,gap60_w24,inherit,-3.4573,0.013446,2000,-0.099258,0.006285,0.055258,<,,,"Q1:差=-0.082626,|t|=5.1097 Q3:差=0.094947,|t|=7.4316",検出されず(MDE = 0.055258 割合)
reach_back_vwap_240m,E_W24h_Q3,240,3882,3814,0.704019,,0.609072,0.094947,,,gap60_w24,inherit,7.4316,0.012776,2000,0.044804,0.145090,0.052091,≥,,,"Q2:差=-0.046487,|t|=3.4573",差あり(+)
reach_back_vwap_240m,B1_Q1,240,12029,11000,0.538615,,0.571909,-0.033294,,,gap60_w8,inherit,-3.8176,0.008721,2000,-0.067523,0.000935,0.029431,≥,,,"Q2:差=-0.064968,|t|=5.3475",検出されず(MDE = 0.029431 割合)
reach_back_vwap_240m,B1_Q2,240,3906,3301,0.490015,,0.554983,-0.064968,,,gap60_w8,inherit,-5.3475,0.012149,2000,-0.112651,-0.017285,0.055900,≥,,,"Q1:差=-0.033294,|t|=3.8176 Q3:差=-0.123868,|t|=8.8859",差あり(−)
reach_back_vwap_240m,B1_Q3,240,5263,3898,0.397682,,0.521550,-0.123868,,,gap60_w8,inherit,-8.8859,0.013940,2000,-0.178578,-0.069157,0.050149,≥,,,"Q2:差=-0.064968,|t|=5.3475",差あり(−)
reach_back_vwap_240m,B2_Q1,240,7222,6536,0.536555,,0.564259,-0.027705,,,gap60_w8,inherit,-2.7126,0.010213,2000,-0.067790,0.012381,0.039477,<,,,"Q2:差=-0.062424,|t|=6.3494",検出されず(MDE = 0.039477 割合)
reach_back_vwap_240m,B2_Q2,240,6932,6039,0.503895,,0.566319,-0.062424,,,gap60_w8,inherit,-6.3494,0.009831,2000,-0.101010,-0.023838,0.038556,≥,,,"Q1:差=-0.027705,|t|=2.7126 Q3:差=-0.099317,|t|=8.1700",差あり(−)
reach_back_vwap_240m,B2_Q3,240,7044,5624,0.442646,,0.541963,-0.099317,,,gap60_w8,inherit,-8.1700,0.012156,2000,-0.147027,-0.051606,0.042372,≥,,,"Q2:差=-0.062424,|t|=6.3494",差あり(−)
reach_back_vwap_240m,D_Q1,240,5048,4101,0.471276,0.584181,0.536698,-0.065423,-0.112905,0.007410,gap60_w8,own,-4.0939,0.015981,2000,-0.128143,-0.002702,0.047938,≥,,,"Q2:差=-0.065809,|t|=4.6686",差あり(−)
reach_back_vwap_240m,D_Q2,240,5047,4910,0.526451,0.653172,0.592261,-0.065809,-0.126721,0.005928,gap60_w8,own,-4.6686,0.014096,2000,-0.121134,-0.010485,0.046188,≥,,,"Q1:差=-0.065423,|t|=4.0939 Q3:差=-0.063705,|t|=3.7524",差あり(−)
reach_back_vwap_240m,D_Q3,240,5048,4064,0.457211,0.578935,0.520915,-0.063705,-0.121725,0.007464,gap60_w8,own,-3.7524,0.016977,2000,-0.130336,0.002927,0.049296,≥,,,"Q2:差=-0.065809,|t|=4.6686",検出されず(MDE = 0.049296 割合)
reach_back_vwap_240m,C_SELL,240,12097,10643,0.514177,,0.575684,-0.061506,,,gap60_w8,inherit,-5.5256,0.011131,2000,-0.105194,-0.017819,0.030631,≥,,,,差あり(−)
reach_back_vwap_240m,C_BUY,240,9101,7556,0.468740,,0.533219,-0.064479,,,gap60_w8,inherit,-5.3199,0.012120,2000,-0.112049,-0.016909,0.035667,≥,,,,差あり(−)
reach_back_node_1m,全体,1,21198,18199,0.080291,0.146038,0.069729,0.010561,-0.065747,0.002415,gap60_w8,own,4.2943,0.002459,2000,0.000909,0.020214,0.010456,≥,,,,差あり(+)
reach_back_node_1m,A1_W8h_Q1,1,7150,4297,0.005455,0.001965,0.003258,0.002196,0.003490,0.001965,gap60_w8,own,1.6864,0.001302,2000,-0.002915,0.007308,0.010762,<,,,"Q2:差=0.009799,|t|=4.2748",検出されず(MDE = 0.010762 割合)
reach_back_node_1m,A1_W8h_Q2,1,6986,6863,0.022330,0.008966,0.012531,0.009799,0.013364,0.001331,gap60_w8,own,4.2748,0.002292,2000,0.000802,0.018796,0.006674,≥,,,"Q1:差=0.002196,|t|=1.6864 Q3:差=0.047321,|t|=7.6399",差あり(+)
