target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1	provenance_1	choose	settings_1	types_1
opp_barter	p3-bar	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	1 件を道具の型(Trade = PublicTrade / OrderBook::Snapshot / OrderBook::Update / Candle / Liquidation)の MarketEvent で渡し、戦略の回に InstrumentDataState が受けた型・時刻・欄(板の値と量は Decimal の文字列を数に)。道具の型名 candle	"{""carriers"": [""rust:barter_data::event::DataKind::Candle (kind_name candle)""]}"	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	"[{""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::InstrumentConfig"", ""what"": ""InstrumentConfig(binance_spot BTCUSDT spot)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::ExecutionConfig::Mock"", ""what"": ""ExecutionConfig::Mock(latency_ms=0, fees_percent=0.0, balances usdt=1000000.0)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""場面の入力""], ""fn"": ""rust:barter::backtest::market_data::MarketDataInMemory::new"", ""what"": ""MarketDataInMemory::new(場面の事象の 1 本の流れ)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値"", ""公開の既定""], ""fn"": ""rust:barter::engine::state::builder::EngineStateBuilder"", ""what"": ""EngineStateBuilder::new(instruments, DefaultGlobalData, 利用者の InstrumentDataState).time_engine_start(2023-11-01T00:00:00Z).trading_state(Enabled).build()"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""公開の既定""], ""fn"": ""rust:barter::risk::DefaultRiskManager"", ""what"": ""BacktestArgsDynamic(risk = DefaultRiskManager::default())"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::backtest::backtest"", ""what"": ""backtest(args_constant(summary_interval Daily), args_dynamic)"", ""when"": ""開始前""}]"	null
opp_barter	p3-funding	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	この道具の市場の事象の型は DataKind の Trade・OrderBookL1・OrderBook(Snapshot / Update)・Candle・Liquidation の 5 つで(barter-data/src/event.rs)、資金調達 を渡す型が無い	null	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	[]	null
opp_barter	p3-liquidation	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	ok	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	1 件を道具の型(Trade = PublicTrade / OrderBook::Snapshot / OrderBook::Update / Candle / Liquidation)の MarketEvent で渡し、戦略の回に InstrumentDataState が受けた型・時刻・欄(板の値と量は Decimal の文字列を数に)。道具の型名 liquidation	"{""carriers"": [""rust:barter_data::event::DataKind::Liquidation (kind_name liquidation)""]}"	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	"[{""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::InstrumentConfig"", ""what"": ""InstrumentConfig(binance_spot BTCUSDT spot)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::ExecutionConfig::Mock"", ""what"": ""ExecutionConfig::Mock(latency_ms=0, fees_percent=0.0, balances usdt=1000000.0)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""場面の入力""], ""fn"": ""rust:barter::backtest::market_data::MarketDataInMemory::new"", ""what"": ""MarketDataInMemory::new(場面の事象の 1 本の流れ)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値"", ""公開の既定""], ""fn"": ""rust:barter::engine::state::builder::EngineStateBuilder"", ""what"": ""EngineStateBuilder::new(instruments, DefaultGlobalData, 利用者の InstrumentDataState).time_engine_start(2023-11-01T00:00:00Z).trading_state(Enabled).build()"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""公開の既定""], ""fn"": ""rust:barter::risk::DefaultRiskManager"", ""what"": ""BacktestArgsDynamic(risk = DefaultRiskManager::default())"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::backtest::backtest"", ""what"": ""backtest(args_constant(summary_interval Daily), args_dynamic)"", ""when"": ""開始前""}]"	null
opp_barter	p3-mixed-one-run	P0-3	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	この道具の市場の事象の型は DataKind の Trade・OrderBookL1・OrderBook(Snapshot / Update)・Candle・Liquidation の 5 つで(barter-data/src/event.rs)、資金調達 を渡す型が無い(この場面の 6 件は資金調達を含む)	null	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	[]	null
opp_barter	p3-clock-timer	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""clock_calls_ns"": [1700352000000000000]}"	戦略が時刻を頼んで起こされる口が無い(generate_algo_orders は engine が事象を 1 件処理するたびに呼ぶ。時計 HistoricalClock は事象の time_exchange を追うだけで、頼んだ時刻の事象を作らない)	null	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	[]	null
opp_barter	p3-notice-accepted	P0-3	capability	不一致	不一致	2 回の実行で同じ	ok	"{""notices"": []}"	ok	"{""notices"": []}"	"{""notices"": [""accepted""]}"	1 回目の generate_algo_orders で指値 買い 1 @90(OrderRequestOpen、OrderKind::Limit)。戦略は各回に InstrumentDataState が受けた AccountEvent を記録した。driver の出力(市場の事象の行を除く) [{'submit_at': 1}, {'done': True}](模擬の取引所は別の非同期の仕事で、注文の応答と約定は AccountEvent として engine の入力に合流する。市場の事象の再生は壁時計で間を置かないので、この短い走りでは応答が engine の停止までに届かなかった。道具の記録(RUST_LOG=debug)で、注文を出したあと Engine shutting down まで AccountEvent の処理が無いことを見た。3000 件の約定で走らせても同じ)	null	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	"[{""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::InstrumentConfig"", ""what"": ""InstrumentConfig(binance_spot BTCUSDT spot)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::ExecutionConfig::Mock"", ""what"": ""ExecutionConfig::Mock(latency_ms=0, fees_percent=0.0, balances usdt=1000000.0)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""場面の入力""], ""fn"": ""rust:barter::backtest::market_data::MarketDataInMemory::new"", ""what"": ""MarketDataInMemory::new(場面の事象の 1 本の流れ)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値"", ""公開の既定""], ""fn"": ""rust:barter::engine::state::builder::EngineStateBuilder"", ""what"": ""EngineStateBuilder::new(instruments, DefaultGlobalData, 利用者の InstrumentDataState).time_engine_start(2023-11-01T00:00:00Z).trading_state(Enabled).build()"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""公開の既定""], ""fn"": ""rust:barter::risk::DefaultRiskManager"", ""what"": ""BacktestArgsDynamic(risk = DefaultRiskManager::default())"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::backtest::backtest"", ""what"": ""backtest(args_constant(summary_interval Daily), args_dynamic)"", ""when"": ""開始前""}]"	null
opp_barter	p3-notice-rejected	P0-3	capability	不一致	不一致	2 回の実行で同じ	ok	"{""notices"": []}"	ok	"{""notices"": []}"	"{""notices"": [""rejected""]}"	模擬の取引所の残高 usdt 1000(現物)、1 回目に成行 買い 1(値 1,000,000)。戦略が受けた AccountEvent。driver の出力(市場の事象の行を除く) [{'submit_at': 1}, {'done': True}](模擬の取引所は別の非同期の仕事で、注文の応答と約定は AccountEvent として engine の入力に合流する。市場の事象の再生は壁時計で間を置かないので、この短い走りでは応答が engine の停止までに届かなかった。道具の記録(RUST_LOG=debug)で、注文を出したあと Engine shutting down まで AccountEvent の処理が無いことを見た。3000 件の約定で走らせても同じ)	null	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	"[{""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::InstrumentConfig"", ""what"": ""InstrumentConfig(binance_spot BTCUSDT spot)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""場面の入力""], ""fn"": ""rust:barter::system::config::ExecutionConfig::Mock"", ""what"": ""ExecutionConfig::Mock(latency_ms=0, fees_percent=0.0, balances usdt=1000.0)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""場面の入力""], ""fn"": ""rust:barter::backtest::market_data::MarketDataInMemory::new"", ""what"": ""MarketDataInMemory::new(場面の事象の 1 本の流れ)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値"", ""公開の既定""], ""fn"": ""rust:barter::engine::state::builder::EngineStateBuilder"", ""what"": ""EngineStateBuilder::new(instruments, DefaultGlobalData, 利用者の InstrumentDataState).time_engine_start(2023-11-01T00:00:00Z).trading_state(Enabled).build()"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""公開の既定""], ""fn"": ""rust:barter::risk::DefaultRiskManager"", ""what"": ""BacktestArgsDynamic(risk = DefaultRiskManager::default())"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::backtest::backtest"", ""what"": ""backtest(args_constant(summary_interval Daily), args_dynamic)"", ""when"": ""開始前""}]"	null
opp_barter	p3-notice-filled	P0-3	capability	不一致	不一致	2 回の実行で同じ	ok	"{""filled_qty_in_notices"": 0}"	ok	"{""filled_qty_in_notices"": 0}"	"{""filled_qty_in_notices"": 1.0}"	1 回目に成行 買い 1(値 100)。戦略が受けた AccountEvent の Trade の数量の合計。driver の出力(市場の事象の行を除く) [{'submit_at': 1}, {'done': True}](模擬の取引所は別の非同期の仕事で、注文の応答と約定は AccountEvent として engine の入力に合流する。市場の事象の再生は壁時計で間を置かないので、この短い走りでは応答が engine の停止までに届かなかった。道具の記録(RUST_LOG=debug)で、注文を出したあと Engine shutting down まで AccountEvent の処理が無いことを見た。3000 件の約定で走らせても同じ)	null	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	"[{""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::InstrumentConfig"", ""what"": ""InstrumentConfig(binance_spot BTCUSDT spot)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::ExecutionConfig::Mock"", ""what"": ""ExecutionConfig::Mock(latency_ms=0, fees_percent=0.0, balances usdt=1000000.0)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""場面の入力""], ""fn"": ""rust:barter::backtest::market_data::MarketDataInMemory::new"", ""what"": ""MarketDataInMemory::new(場面の事象の 1 本の流れ)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値"", ""公開の既定""], ""fn"": ""rust:barter::engine::state::builder::EngineStateBuilder"", ""what"": ""EngineStateBuilder::new(instruments, DefaultGlobalData, 利用者の InstrumentDataState).time_engine_start(2023-11-01T00:00:00Z).trading_state(Enabled).build()"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""公開の既定""], ""fn"": ""rust:barter::risk::DefaultRiskManager"", ""what"": ""BacktestArgsDynamic(risk = DefaultRiskManager::default())"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::backtest::backtest"", ""what"": ""backtest(args_constant(summary_interval Daily), args_dynamic)"", ""when"": ""開始前""}]"	null
opp_barter	p4-visible-at-step	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	戦略に渡るのは EngineState(銘柄ごとの InstrumentDataState・注文・建玉など)で、過去の事象の列を読む口が無い(過去を持つのは利用者が InstrumentDataState に自分で書いた分だけ)	null	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	[]	null
opp_barter	p4-received-time	P0-4	value	不一致	不一致	2 回の実行で同じ	ok	"{""price101_delivered_at_ns"": 1700092800000000000, ""price101_visible_at_day2"": true, ""price101_visible_at_day4"": true}"	ok	"{""price101_delivered_at_ns"": 1700092800000000000, ""price101_visible_at_day2"": true, ""price101_visible_at_day4"": true}"	"{""price101_delivered_at_ns"": 1700265600000000000, ""price101_visible_at_day2"": false, ""price101_visible_at_day4"": true}"	約定の time_exchange=T0+1 日・time_received=T0+3 日(MarketEvent の 2 つの時刻)で、取引所の時刻の順の 1 本の流れで渡した。engine の時計は time_exchange を追う(engine/clock.rs HistoricalClock)。戦略の各回(型, time_exchange, time_received): [('trade', 1700092800000000000, 1700265600000000000), ('trade', 1700179200000000000, 1700179200000000000), ('trade', 1700352000000000000, 1700352000000000000)]	null	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	"[{""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::InstrumentConfig"", ""what"": ""InstrumentConfig(binance_spot BTCUSDT spot)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::ExecutionConfig::Mock"", ""what"": ""ExecutionConfig::Mock(latency_ms=0, fees_percent=0.0, balances usdt=1000000.0)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""場面の入力""], ""fn"": ""rust:barter::backtest::market_data::MarketDataInMemory::new"", ""what"": ""MarketDataInMemory::new(場面の事象の 1 本の流れ)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値"", ""公開の既定""], ""fn"": ""rust:barter::engine::state::builder::EngineStateBuilder"", ""what"": ""EngineStateBuilder::new(instruments, DefaultGlobalData, 利用者の InstrumentDataState).time_engine_start(2023-11-01T00:00:00Z).trading_state(Enabled).build()"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""公開の既定""], ""fn"": ""rust:barter::risk::DefaultRiskManager"", ""what"": ""BacktestArgsDynamic(risk = DefaultRiskManager::default())"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::backtest::backtest"", ""what"": ""backtest(args_constant(summary_interval Daily), args_dynamic)"", ""when"": ""開始前""}]"	null
opp_barter	p4-future-read-attempt	P0-4	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false}"	戦略が市場の事象を時刻や位置で読む口が無い(generate_algo_orders に渡るのは EngineState だけで、市場の事象の流れ MarketDataInMemory は engine の入力で戦略からは見えない)	null	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	[]	null
opp_barter	p5-same-time-twice	P0-5	value	不一致	不一致	2 回の実行で同じ	ok	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""book_delta"", 1700092800000000000], [""book_snapshot"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": false, ""raw"": {""order"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700092800000000000], [""book_delta"", 1700092800000000000], [""bar"", 1700092800000000000]]}}"	ok	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""book_delta"", 1700092800000000000], [""book_snapshot"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": false, ""raw"": {""order"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700092800000000000], [""book_delta"", 1700092800000000000], [""bar"", 1700092800000000000]]}}"	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""book_delta"", 1700092800000000000], [""book_snapshot"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true}"	型の選び方(runner、第 r8-1 回): 設定つき対象の持つ型 ['trade', 'book_snapshot', 'book_delta', 'bar', 'liquidation'] → この場面の型 {'A': 'trade', 'B': 'book_snapshot', 'C': 'book_delta', 'D': 'bar'}。市場の事象の入力は 1 本なので、型ごとの入力を渡す順に連結した 1 本を渡した。戦略に届いた (型, time_exchange)。同じ時刻の並べ方を書いた規則は crate に見つからなかった(backtest/market_data.rs の MarketDataInMemory の説明・engine/clock.rs)	"{""carriers"": [""rust:barter_data::event::DataKind::Trade (kind_name public_trade)"", ""rust:barter_data::event::DataKind::OrderBook(OrderBookEvent::Snapshot) (kind_name l2)"", ""rust:barter_data::event::DataKind::OrderBook(OrderBookEvent::Update) (kind_name l2)"", ""rust:barter_data::event::DataKind::Candle (kind_name candle)""]}"	"{""balances"": ""usdt 1,000,000(場面が口座を名指さないとき)"", ""engine_start"": ""2023-11-01T00:00:00Z"", ""execution"": ""ExecutionConfig::Mock"", ""fees_percent"": ""0(場面が費用を名指さないとき)"", ""instrument"": ""binance_spot BTCUSDT spot"", ""latency_ms"": ""0(場面が遅れを名指さないとき)"", ""risk"": ""DefaultRiskManager"", ""summary_interval"": ""Daily"", ""trading_state"": ""Enabled""}"	"[{""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::InstrumentConfig"", ""what"": ""InstrumentConfig(binance_spot BTCUSDT spot)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::system::config::ExecutionConfig::Mock"", ""what"": ""ExecutionConfig::Mock(latency_ms=0, fees_percent=0.0, balances usdt=1000000.0)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""場面の入力""], ""fn"": ""rust:barter::backtest::market_data::MarketDataInMemory::new"", ""what"": ""MarketDataInMemory::new(場面の事象の 1 本の流れ)"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値"", ""公開の既定""], ""fn"": ""rust:barter::engine::state::builder::EngineStateBuilder"", ""what"": ""EngineStateBuilder::new(instruments, DefaultGlobalData, 利用者の InstrumentDataState).time_engine_start(2023-11-01T00:00:00Z).trading_state(Enabled).build()"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""公開の既定""], ""fn"": ""rust:barter::risk::DefaultRiskManager"", ""what"": ""BacktestArgsDynamic(risk = DefaultRiskManager::default())"", ""when"": ""開始前""}, {""at"": null, ""decided_from"": [""選ぶ値""], ""fn"": ""rust:barter::backtest::backtest"", ""what"": ""backtest(args_constant(summary_interval Daily), args_dynamic)"", ""when"": ""開始前""}]"	"{""A"": ""trade"", ""B"": ""book_snapshot"", ""C"": ""book_delta"", ""D"": ""bar""}"
