target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1
repro_33_execution_simulator	p5-same-time-twice	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""funding"", 1700092800000000000], [""liquidation"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true}"	再現の範囲外: 候補 33 は P0-7 の候補(pool.tsv)で、この再現は P0-7 の機構(事象の列・発注と取消の遅延・滑りと費用の模型の setter・約定の道)だけを一次資料から書き直した
repro_33_execution_simulator	p5-hand-over-order	P0-5	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_run_delivers_each_once"": true, ""every_run_follows_stated_rule"": true, ""same_order_whatever_the_hand_over"": true}"	再現の範囲外: 候補 33 は P0-7 の候補(pool.tsv)で、この再現は P0-7 の機構(事象の列・発注と取消の遅延・滑りと費用の模型の setter・約定の道)だけを一次資料から書き直した
repro_33_execution_simulator	p5-same-stream-order	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""prices"": [101.0, 99.0, 100.0]}"	再現の範囲外: 候補 33 は P0-7 の候補(pool.tsv)で、この再現は P0-7 の機構(事象の列・発注と取消の遅延・滑りと費用の模型の setter・約定の道)だけを一次資料から書き直した
repro_33_execution_simulator	p6-place-then-cancel	P0-6	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""open_at_call2"": 1, ""open_at_call3"": 0}"	再現の範囲外: 候補 33 は P0-7 の候補(pool.tsv)で、この再現は P0-7 の機構(事象の列・発注と取消の遅延・滑りと費用の模型の setter・約定の道)だけを一次資料から書き直した
repro_33_execution_simulator	p6-cancel-notice	P0-6	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""cancel_notice_received"": true}"	再現の範囲外: 候補 33 は P0-7 の候補(pool.tsv)で、この再現は P0-7 の機構(事象の列・発注と取消の遅延・滑りと費用の模型の setter・約定の道)だけを一次資料から書き直した
repro_33_execution_simulator	p6-fill-seen-by-strategy	P0-6	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""filled_qty_at_call3"": 1.0}"	再現の範囲外: 候補 33 は P0-7 の候補(pool.tsv)で、この再現は P0-7 の機構(事象の列・発注と取消の遅延・滑りと費用の模型の setter・約定の道)だけを一次資料から書き直した
repro_33_execution_simulator	p7-fill-model-swap	P0-7	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fill_price"": 12345.0}"	ok	"{""fill_price"": 12345.0}"	"{""fill_price"": 12345.0}"	set_slippage_model(<SlippageModel の子: calculate_slippage が 12345 - base_price>)。get_execution_price = base + slippage([SM.cpp] 5-16)。遅延は既定の値([TY.hpp] 337-340)。自分の注文の約定 [(1700092800000002000, {'order_id': 2, 'timestamp': 1700092800000001500, 'fill_price': 12345.0, 'fill_quantity': 1.0, 'side': 'Buy', 'is_maker': False}, 0.0)]
repro_33_execution_simulator	p7-latency-model-swap	P0-7	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fill_time_ns"": 1700006400007000000}"	ok	"{""fill_time_ns"": 1700006400007000000}"	"{""fill_time_ns"": 1700006400007000000}"	BacktestConfig.latency(order_submit_latency_ns=7,000,000、ほかは 0)。遅延は模型の差し替えではなく設定の値([TY.hpp] 336-343。deterministic の旗と latency_stddev_factor は在るが、[ES.cpp] 26 は平均の値だけを足す)。約定の時刻は Fill.timestamp。自分の注文の約定 [(1700006400007000000, {'order_id': 2, 'timestamp': 1700006400007000000, 'fill_price': 100.0, 'fill_quantity': 1.0, 'side': 'Buy', 'is_maker': False}, 0.0)]。事象の列 [('MarketData', 1700006400000000000), ('MarketData', 1700006400001000000), ('MarketData', 1700006400002000000), ('MarketData', 1700006400003000000), ('MarketData', 1700006400004000000), ('MarketData', 1700006400005000000)]…
repro_33_execution_simulator	p7-cost-model-swap	P0-7	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fee"": 0.5}"	ok	"{""fee"": 0.5}"	"{""fee"": 0.5}"	set_cost_model(<TransactionCostModel の子: 1 件 0.5>)。OrderFillEvent の cost ([ES.cpp] 198-221)。遅延は既定の値。自分の注文の約定 [(1700092800000002000, {'order_id': 2, 'timestamp': 1700092800000001500, 'fill_price': 100.0, 'fill_quantity': 1.0, 'side': 'Buy', 'is_maker': False}, 0.5)]
repro_33_execution_simulator	p7-cost-per-unit	P0-7	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fee"": 0.75}"	ok	"{""fee"": 0.75}"	"{""fee"": 0.75}"	set_cost_model(<TransactionCostModel の子: calculate_cost(notional, quantity, ...) が 0.375 × |quantity|>)、数量 2 の成行。OrderFillEvent の cost の合計([ES.cpp] 198-221)。自分の注文の約定 [(1700092800000002000, {'order_id': 2, 'timestamp': 1700092800000001500, 'fill_price': 100.0, 'fill_quantity': 2.0, 'side': 'Buy', 'is_maker': False}, 0.75)]
repro_33_execution_simulator	p7-account-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""account_recorded_fill_qty"": [1.0]}"	口座(PositionManager / PnLTracker)は ExecutionSimulator の中で config から作られ([ES.cpp] 10-11)、差し替える setter が無い(setter は set_slippage_model / set_cost_model / set_event_callback の 3 つだけ、[ES.hpp] 33-44)
