timestamp,currency,walletBalance
2016-10-17T12:00:00.000Z,XBt,4269648128
2016-10-18T12:00:00.000Z,XBt,4437830029
2016-10-19T12:00:00.000Z,XBt,4522160510
2016-10-20T12:00:00.000Z,XBt,4545517421
2016-10-21T12:00:00.000Z,XBt,4565054840
2016-10-22T12:00:00.000Z,XBt,4384181272
2016-10-23T12:00:00.000Z,XBt,4439537571
2016-10-24T12:00:00.000Z,XBt,4449922126
2016-10-25T12:00:00.000Z,XBt,4485340204
2016-10-26T12:00:00.000Z,XBt,4554234162
2016-10-27T12:00:00.000Z,XBt,4627850338
2016-10-28T12:00:00.000Z,XBt,5113986380
2016-10-29T12:00:00.000Z,XBt,5890174123
2016-10-30T12:00:00.000Z,XBt,5521899177
2016-10-31T12:00:00.000Z,XBt,5553023649
2016-11-01T12:00:00.000Z,XBt,5906925348
2016-11-02T12:00:00.000Z,XBt,5973088508
2016-11-03T12:00:00.000Z,XBt,5999452584
2016-11-04T12:00:00.000Z,XBt,6074765880
2016-11-05T12:00:00.000Z,XBt,6101977716
2016-11-06T12:00:00.000Z,XBt,6142602532
2016-11-07T12:00:00.000Z,XBt,6156268424
2016-11-08T12:00:00.000Z,XBt,6052780583
2016-11-09T12:00:00.000Z,XBt,6083446793
2016-11-10T12:00:00.000Z,XBt,6114361437
2016-11-11T12:00:00.000Z,XBt,6158593410
2016-11-12T12:00:00.000Z,XBt,6170929300
2016-11-13T12:00:00.000Z,XBt,6259043883
2016-11-14T12:00:00.000Z,XBt,6440379897
2016-11-15T12:00:00.000Z,XBt,6443685575
2016-11-16T12:00:00.000Z,XBt,6491000545
2016-11-17T12:00:00.000Z,XBt,6536371713
2016-11-18T12:00:00.000Z,XBt,6545471744
2016-11-19T12:00:00.000Z,XBt,6377328312
2016-11-20T12:00:00.000Z,XBt,6381275532
2016-11-21T12:00:00.000Z,XBt,6657016592
2016-11-22T12:00:00.000Z,XBt,6668629822
2016-11-23T12:00:00.000Z,XBt,6707707830
2016-11-24T12:00:00.000Z,XBt,6750962012
2016-11-25T12:00:00.000Z,XBt,14774638329
2016-11-26T12:00:00.000Z,XBt,14785522545
2016-11-27T12:00:00.000Z,XBt,14789067196
2016-11-28T12:00:00.000Z,XBt,14833020478
2016-11-29T12:00:00.000Z,XBt,14840887148
2016-11-30T12:00:00.000Z,XBt,14847444743
2016-12-01T12:00:00.000Z,XBt,14965326574
2016-12-02T12:00:00.000Z,XBt,14990322907
2016-12-03T12:00:00.000Z,XBt,15049229911
2016-12-04T12:00:00.000Z,XBt,15090392369
2016-12-05T12:00:00.000Z,XBt,15124817999
2016-12-06T12:00:00.000Z,XBt,15175888565
2016-12-07T12:00:00.000Z,XBt,15222592991
2016-12-08T12:00:00.000Z,XBt,15258955910
2016-12-09T12:00:00.000Z,XBt,15285572434
2016-12-10T12:00:00.000Z,XBt,15314212439
2016-12-11T12:00:00.000Z,XBt,15420141384
2016-12-12T12:00:00.000Z,XBt,15429709355
2016-12-13T12:00:00.000Z,XBt,14948117482
2016-12-14T12:00:00.000Z,XBt,14951397299
2016-12-15T12:00:00.000Z,XBt,14956081553
2016-12-16T12:00:00.000Z,XBt,14973464258
2016-12-17T12:00:00.000Z,XBt,15030270203
2016-12-18T12:00:00.000Z,XBt,15033836751
2016-12-19T12:00:00.000Z,XBt,15042895121
2016-12-20T12:00:00.000Z,XBt,15051974825
2016-12-21T12:00:00.000Z,XBt,15074141777
2016-12-22T12:00:00.000Z,XBt,15175732275
2016-12-23T12:00:00.000Z,XBt,15240171676
2016-12-24T12:00:00.000Z,XBt,15273816167
2016-12-25T12:00:00.000Z,XBt,15095723098
2016-12-26T12:00:00.000Z,XBt,15124604953
2016-12-27T12:00:00.000Z,XBt,15120152862
2016-12-28T12:00:00.000Z,XBt,15187703186
2016-12-29T12:00:00.000Z,XBt,15802803384
2016-12-30T12:00:00.000Z,XBt,16164768507
2016-12-31T12:00:00.000Z,XBt,16211374141
2017-01-01T12:00:00.000Z,XBt,16229274959
2017-01-02T12:00:00.000Z,XBt,16118821422
2017-01-03T12:00:00.000Z,XBt,16257778949
2017-01-04T12:00:00.000Z,XBt,16317273291
2017-01-05T12:00:00.000Z,XBt,11960015009
2017-01-06T12:00:00.000Z,XBt,10019335625
2017-01-07T12:00:00.000Z,XBt,9945965926
2017-01-08T12:00:00.000Z,XBt,9964545489
2017-01-09T12:00:00.000Z,XBt,9968242847
2017-01-10T12:00:00.000Z,XBt,10004143267
2017-01-11T12:00:00.000Z,XBt,6577935082
2017-01-12T12:00:00.000Z,XBt,7219584530
2017-01-13T12:00:00.000Z,XBt,7253400613
2017-01-14T12:00:00.000Z,XBt,7412014255
2017-01-15T12:00:00.000Z,XBt,7367863379
2017-01-16T12:00:00.000Z,XBt,7589360135
2017-01-17T12:00:00.000Z,XBt,7628486619
2017-01-18T12:00:00.000Z,XBt,7635195596
2017-01-19T12:00:00.000Z,XBt,7028238579
2017-01-20T12:00:00.000Z,XBt,7078953676
2017-01-21T12:00:00.000Z,XBt,7141588033
2017-01-22T12:00:00.000Z,XBt,6789038845
2017-01-23T12:00:00.000Z,XBt,6822749683
2017-01-24T12:00:00.000Z,XBt,6602345000
2017-01-25T12:00:00.000Z,XBt,6692653820
2017-01-26T12:00:00.000Z,XBt,6718442860
2017-01-27T12:00:00.000Z,XBt,6742947743
2017-01-28T12:00:00.000Z,XBt,6750425038
2017-01-29T12:00:00.000Z,XBt,6751116697
2017-01-30T12:00:00.000Z,XBt,6751316763
2017-01-31T12:00:00.000Z,XBt,6807234234
2017-02-01T12:00:00.000Z,XBt,6890790141
2017-02-02T12:00:00.000Z,XBt,6901182838
2017-02-03T12:00:00.000Z,XBt,6925442164
2017-02-04T12:00:00.000Z,XBt,7153548538
2017-02-05T12:00:00.000Z,XBt,7180322304
2017-02-06T12:00:00.000Z,XBt,7216354099
2017-02-07T12:00:00.000Z,XBt,7228762801
2017-02-08T12:00:00.000Z,XBt,6456721475
2017-02-09T12:00:00.000Z,XBt,6475912764
2017-02-10T12:00:00.000Z,XBt,6552402379
2017-02-11T12:00:00.000Z,XBt,6573448777
2017-02-12T12:00:00.000Z,XBt,6594065735
2017-02-13T12:00:00.000Z,XBt,5737495927
2017-02-14T12:00:00.000Z,XBt,5695891518
2017-02-15T12:00:00.000Z,XBt,5719236613
2017-02-16T12:00:00.000Z,XBt,5663374583
2017-02-17T12:00:00.000Z,XBt,5697663389
2017-02-18T12:00:00.000Z,XBt,5707625442
2017-02-19T12:00:00.000Z,XBt,5719061563
2017-02-20T12:00:00.000Z,XBt,5745838255
2017-02-21T12:00:00.000Z,XBt,5784772892
2017-02-22T12:00:00.000Z,XBt,5911755580
2017-02-23T12:00:00.000Z,XBt,6485508826
2017-02-24T12:00:00.000Z,XBt,6506773386
2017-02-25T12:00:00.000Z,XBt,6519087182
2017-02-26T12:00:00.000Z,XBt,6557411639
2017-02-27T12:00:00.000Z,XBt,6613542257
2017-02-28T12:00:00.000Z,XBt,6643793035
2017-03-01T12:00:00.000Z,XBt,7002629299
2017-03-02T12:00:00.000Z,XBt,7041579594
2017-03-03T12:00:00.000Z,XBt,7096674489
2017-03-04T12:00:00.000Z,XBt,7698252825
2017-03-05T12:00:00.000Z,XBt,7705047906
2017-03-06T12:00:00.000Z,XBt,7729057110
2017-03-07T12:00:00.000Z,XBt,6325966885
2017-03-08T12:00:00.000Z,XBt,6481924152
2017-03-09T12:00:00.000Z,XBt,6515551047
2017-03-10T12:00:00.000Z,XBt,6557198717
2017-03-11T12:00:00.000Z,XBt,4535752306
2017-03-12T12:00:00.000Z,XBt,4570528527
2017-03-13T12:00:00.000Z,XBt,4959533962
2017-03-14T12:00:00.000Z,XBt,5018772677
2017-03-15T12:00:00.000Z,XBt,5288241190
2017-03-16T12:00:00.000Z,XBt,5620706856
2017-03-17T12:00:00.000Z,XBt,8006915456
2017-03-18T12:00:00.000Z,XBt,8610629810
2017-03-19T12:00:00.000Z,XBt,6244106485
2017-03-20T12:00:00.000Z,XBt,6683252487
2017-03-21T12:00:00.000Z,XBt,7143540566
2017-03-22T12:00:00.000Z,XBt,8436444683
2017-03-23T12:00:00.000Z,XBt,8379433072
2017-03-24T12:00:00.000Z,XBt,8723802078
2017-03-25T12:00:00.000Z,XBt,9668654274
2017-03-26T12:00:00.000Z,XBt,10128532980
2017-03-27T12:00:00.000Z,XBt,11013816968
2017-03-28T12:00:00.000Z,XBt,11130668871
2017-03-29T12:00:00.000Z,XBt,11438973117
2017-03-30T12:00:00.000Z,XBt,11477442289
2017-03-31T12:00:00.000Z,XBt,11581877662
2017-04-01T12:00:00.000Z,XBt,12661146409
2017-04-02T12:00:00.000Z,XBt,12887615134
2017-04-03T12:00:00.000Z,XBt,15455894039
2017-04-04T12:00:00.000Z,XBt,15779552277
2017-04-05T12:00:00.000Z,XBt,15816274968
2017-04-06T12:00:00.000Z,XBt,16009695829
2017-04-07T12:00:00.000Z,XBt,16499834808
2017-04-08T12:00:00.000Z,XBt,16615039128
2017-04-09T12:00:00.000Z,XBt,16874388122
2017-04-10T12:00:00.000Z,XBt,19013664655
2017-04-11T12:00:00.000Z,XBt,19206832361
2017-04-12T12:00:00.000Z,XBt,19220611690
2017-04-13T12:00:00.000Z,XBt,18403606691
2017-04-14T12:00:00.000Z,XBt,19316711051
2017-04-15T12:00:00.000Z,XBt,19489405678
2017-04-16T12:00:00.000Z,XBt,15507487060
2017-04-17T12:00:00.000Z,XBt,15643635450
2017-04-18T12:00:00.000Z,XBt,16089159066
2017-04-19T12:00:00.000Z,XBt,16350611016
2017-04-20T12:00:00.000Z,XBt,16920998507
2017-04-21T12:00:00.000Z,XBt,17411980801
2017-04-22T12:00:00.000Z,XBt,17597729014
2017-04-23T12:00:00.000Z,XBt,18138857563
2017-04-24T12:00:00.000Z,XBt,18257151068
2017-04-25T12:00:00.000Z,XBt,18561910544
2017-04-26T12:00:00.000Z,XBt,18833735006
2017-04-27T12:00:00.000Z,XBt,19594369705
2017-04-28T12:00:00.000Z,XBt,19738764210
2017-04-29T12:00:00.000Z,XBt,19850770561
2017-04-30T12:00:00.000Z,XBt,19962783676
2017-05-01T12:00:00.000Z,XBt,20146265151
2017-05-02T12:00:00.000Z,XBt,23180377938
2017-05-03T12:00:00.000Z,XBt,23181158876
2017-05-04T12:00:00.000Z,XBt,23268079838
2017-05-05T12:00:00.000Z,XBt,23523247712
2017-05-06T12:00:00.000Z,XBt,23860954315
2017-05-07T12:00:00.000Z,XBt,23970047542
2017-05-08T12:00:00.000Z,XBt,25429434415
2017-05-09T12:00:00.000Z,XBt,26785844745
2017-05-10T12:00:00.000Z,XBt,26814158882
2017-05-11T12:00:00.000Z,XBt,27269104926
2017-05-12T12:00:00.000Z,XBt,27548862376
2017-05-13T12:00:00.000Z,XBt,27547329089
2017-05-14T12:00:00.000Z,XBt,28166732783
2017-05-15T12:00:00.000Z,XBt,27683920998
2017-05-16T12:00:00.000Z,XBt,28391292234
2017-05-17T12:00:00.000Z,XBt,30005357804
2017-05-18T12:00:00.000Z,XBt,30204805640
2017-05-19T12:00:00.000Z,XBt,30308350157
2017-05-20T12:00:00.000Z,XBt,30683132880
2017-05-21T12:00:00.000Z,XBt,30994524307
2017-05-22T12:00:00.000Z,XBt,28019380265
2017-05-23T12:00:00.000Z,XBt,35826929356
2017-05-24T12:00:00.000Z,XBt,36043433353
2017-05-25T12:00:00.000Z,XBt,36439634672
2017-05-26T12:00:00.000Z,XBt,35419143775
2017-05-27T12:00:00.000Z,XBt,34493492143
2017-05-28T12:00:00.000Z,XBt,34504967733
2017-05-29T12:00:00.000Z,XBt,33904580626
2017-05-30T12:00:00.000Z,XBt,37755424687
2017-05-31T12:00:00.000Z,XBt,38514538130
2017-06-01T12:00:00.000Z,XBt,38728319622
2017-06-02T12:00:00.000Z,XBt,39306192787
2017-06-03T12:00:00.000Z,XBt,39752367944
2017-06-04T12:00:00.000Z,XBt,40335274434
2017-06-05T12:00:00.000Z,XBt,40570039125
2017-06-06T12:00:00.000Z,XBt,40280334759
2017-06-07T12:00:00.000Z,XBt,41420795913
2017-06-08T12:00:00.000Z,XBt,41878513898
2017-06-09T12:00:00.000Z,XBt,41956642711
2017-06-10T12:00:00.000Z,XBt,42351545384
2017-06-11T12:00:00.000Z,XBt,42790322788
2017-06-12T12:00:00.000Z,XBt,40027336152
2017-06-13T12:00:00.000Z,XBt,38557049466
2017-06-14T12:00:00.000Z,XBt,39135204676
2017-06-15T12:00:00.000Z,XBt,46029153149
2017-06-16T12:00:00.000Z,XBt,46512200988
2017-06-17T12:00:00.000Z,XBt,46810626963
2017-06-18T12:00:00.000Z,XBt,46941985269
2017-06-19T12:00:00.000Z,XBt,47133249194
2017-06-20T12:00:00.000Z,XBt,47314204115
2017-06-21T12:00:00.000Z,XBt,49022179009
2017-06-22T12:00:00.000Z,XBt,49498790074
2017-06-23T12:00:00.000Z,XBt,49624825935
2017-06-24T12:00:00.000Z,XBt,49686309899
2017-06-25T12:00:00.000Z,XBt,49971992968
2017-06-26T12:00:00.000Z,XBt,50883405977
2017-06-27T12:00:00.000Z,XBt,51703094031
2017-06-28T12:00:00.000Z,XBt,51669629873
2017-06-29T12:00:00.000Z,XBt,52306335814
2017-06-30T12:00:00.000Z,XBt,52563765453
2017-07-01T12:00:00.000Z,XBt,52702750752
2017-07-02T12:00:00.000Z,XBt,53020749977
2017-07-03T12:00:00.000Z,XBt,53257447760
2017-07-04T12:00:00.000Z,XBt,53758705543
2017-07-05T12:00:00.000Z,XBt,54002314592
2017-07-06T12:00:00.000Z,XBt,54191726850
2017-07-07T12:00:00.000Z,XBt,54513690229
2017-07-08T12:00:00.000Z,XBt,55248674339
2017-07-09T12:00:00.000Z,XBt,55491919152
2017-07-10T12:00:00.000Z,XBt,55796697026
2017-07-11T12:00:00.000Z,XBt,57540809584
2017-07-12T12:00:00.000Z,XBt,57983871715
2017-07-13T12:00:00.000Z,XBt,58587588138
2017-07-14T12:00:00.000Z,XBt,58902921748
2017-07-15T12:00:00.000Z,XBt,58194260471
2017-07-16T12:00:00.000Z,XBt,60660204349
2017-07-17T12:00:00.000Z,XBt,65018341714
2017-07-18T12:00:00.000Z,XBt,65801228542
2017-07-19T12:00:00.000Z,XBt,66528781513
2017-07-20T12:00:00.000Z,XBt,66444428295
2017-07-21T12:00:00.000Z,XBt,66516708784
2017-07-22T12:00:00.000Z,XBt,67327155311
2017-07-23T12:00:00.000Z,XBt,68001684983
2017-07-24T12:00:00.000Z,XBt,68242411484
2017-07-25T12:00:00.000Z,XBt,68867962125
2017-07-26T12:00:00.000Z,XBt,69169332530
2017-07-27T12:00:00.000Z,XBt,69766751700
2017-07-28T12:00:00.000Z,XBt,71289589254
2017-07-29T12:00:00.000Z,XBt,71934988988
2017-07-30T12:00:00.000Z,XBt,73293226073
2017-07-31T12:00:00.000Z,XBt,73905930580
2017-08-01T12:00:00.000Z,XBt,69912433235
2017-08-02T12:00:00.000Z,XBt,68842655514
2017-08-03T12:00:00.000Z,XBt,68870428614
2017-08-04T12:00:00.000Z,XBt,69187956527
2017-08-05T12:00:00.000Z,XBt,66810959184
2017-08-06T12:00:00.000Z,XBt,67608674511
2017-08-07T12:00:00.000Z,XBt,67570257547
2017-08-08T12:00:00.000Z,XBt,67944920470
2017-08-09T12:00:00.000Z,XBt,68257981009
2017-08-10T12:00:00.000Z,XBt,68514752779
2017-08-11T12:00:00.000Z,XBt,68809616091
2017-08-12T12:00:00.000Z,XBt,71398461275
2017-08-13T12:00:00.000Z,XBt,81345464452
2017-08-14T12:00:00.000Z,XBt,81741719645
2017-08-15T12:00:00.000Z,XBt,83083561316
2017-08-16T12:00:00.000Z,XBt,83842851987
2017-08-17T12:00:00.000Z,XBt,83710176146
